ClientID,Industry,MonthlySpend,TicketsRaised,SLACompliance,CSAT,OnboardingScore,RenewalLikelihood,AccountAgeMonths,Region,IsEnterprise,Churned
10550,Finance,52652.31308209097,4.0,75.45608297265,2.709422999818869,81.34055327528876,0.39290965515307674,67,North America,0,0
10551,Healthcare,41799.79873119102,12.0,92.06170301607219,4.247485213697572,76.50651191383147,0.5245482771014938,21,Middle East,0,1
10552,Finance,45925.1733451092,5.0,75.97075898299082,3.7154784219297934,99.12916345676223,0.5235120333997492,21,Europe,1,0
10553,Finance,75101.78135447805,6.0,88.50259981155145,2.9824029963296455,55.660034144794494,0.22706751419505403,60,Middle East,1,0
10554,Manufacturing,70106.91577685522,12.0,78.38822503203257,3.9814985967245478,55.975520830765504,0.5398686560252521,29,Middle East,1,0
10555,Manufacturing,30506.281446086035,9.0,89.70946587769981,3.8615303795475904,47.58001848531158,0.5598458063881004,33,Middle East,1,0
10556,Manufacturing,62445.98626818762,10.0,86.21364876764027,2.7219982545249892,,0.699337380672397,39,North America,1,0
10557,Healthcare,62170.948317373884,9.0,82.70315894958159,4.101031931792866,45.76970221785531,0.5873396850407582,62,Europe,0,0
10558,Manufacturing,32776.050668710726,8.0,90.19002500231414,4.417887181576275,56.208795813886226,0.8462621992814019,71,Europe,1,0
10559,Retail,62281.66465632291,11.0,82.47166214824688,3.2163860192727425,68.9608557262835,0.4756713689313678,45,North America,1,0
10560,Tech,73068.97877618829,7.0,94.64111807725098,,97.45573695580103,0.5072881934042017,58,North America,0,0
10561,Retail,33161.82790633379,10.0,91.88795374705798,2.99929879252196,97.82877963041004,0.6286118852420559,1,North America,0,0
10562,Retail,36237.457684786044,7.0,86.21916983539244,4.391822034279362,84.62441404819334,0.3520420433834596,11,Latin America,1,1
10563,Manufacturing,65264.922002652536,16.0,96.31182047757991,4.779435422806801,63.355009694541096,0.4951235641866646,32,Latin America,1,1
10564,Tech,54072.42966238472,7.0,94.86585464404166,,,0.7146256038149958,49,Middle East,1,0
10565,Tech,58272.144128592845,12.0,85.95518183861498,3.1115551955290446,92.52734811445842,0.508856554456103,30,Latin America,1,1
10566,Tech,55108.83824600745,5.0,72.05343081102393,3.4979417554942493,94.61184284779314,0.8799623825074683,60,North America,0,0
10567,Healthcare,55860.43881392216,7.0,86.97989056597731,3.125193681639292,78.40150289291279,0.6614753907053322,10,North America,1,1
10568,Manufacturing,30102.918075333757,11.0,80.65770968680857,,52.10756773647283,0.3153258124410232,21,North America,0,0
10569,Tech,65709.76559932172,8.0,,4.126141529511113,45.464846366240906,0.5655832557420211,6,Europe,0,1
10570,Healthcare,67543.8498864166,,89.41391381492781,2.6063166049054924,94.8865302424078,0.7735840591968244,38,Europe,0,0
10571,Finance,46559.13883897958,6.0,89.34515724551919,3.0259768505430777,43.332766487296176,0.6825088739799021,58,Latin America,0,0
10572,Finance,49347.84575279206,9.0,90.20572130554004,4.306123890324553,57.75340356627969,0.86394768025409,8,APAC,0,0
10573,Healthcare,27033.387461664166,7.0,90.37805875135044,4.164312534789459,69.21770602226422,0.7624871723919624,70,APAC,1,1
10574,Healthcare,57713.821340267525,5.0,73.27844256140513,2.683322280115414,41.31860157240855,0.246210329457415,63,North America,0,1
10575,Manufacturing,58580.86162571216,8.0,75.7513699137188,4.150136852697693,94.41473552069463,0.28438448692861656,34,Europe,0,0
10576,Manufacturing,49067.134745010335,4.0,88.91623013627053,4.826437223939457,57.2272596923341,0.6873115240783237,49,Middle East,0,0
10577,Finance,66865.30039805754,4.0,82.2451716619311,2.6862561725454577,41.71028793523451,0.378805968883954,40,Latin America,1,0
10578,Tech,44988.84153530089,4.0,92.8855493591729,3.5392205691915906,99.61539983359111,0.640876176979428,29,Europe,0,0
10579,Finance,58469.088888404,12.0,73.74727846788497,4.323584725285354,58.683590849050915,0.7941631940704825,9,North America,0,1
10580,Tech,34705.034919618265,6.0,75.74568983261618,4.169307507944783,92.60589444912236,0.632698690855289,21,North America,0,0
10581,Tech,49646.71773688643,9.0,86.75393927309419,3.066276356173746,67.20846723525285,0.511616427504717,32,APAC,0,0
10582,Manufacturing,47384.68613145746,8.0,85.02244057803696,2.907668193741766,79.78755406329995,0.6847027333345392,55,North America,0,0
10583,Retail,53379.61883061413,4.0,77.9919146193007,4.460617510102329,,0.3077145832059738,43,North America,1,0
10584,Retail,44457.096067499624,,82.25029730515476,,70.17251961862132,0.7424059966274612,10,Middle East,0,0
10585,Healthcare,48027.911064924985,,71.0494383416996,4.418958668857073,55.459071545501615,0.7227688352840167,49,Latin America,0,0
10586,Manufacturing,62390.707571622595,7.0,71.11114323983122,,97.06503287590621,0.5858025237142168,13,Middle East,0,0
10587,Tech,,6.0,72.84781008474614,4.012488560342607,43.65672474497478,0.4091101212598792,41,APAC,1,0
10588,Retail,25901.34348891981,11.0,87.30377359601681,4.822747151729793,56.48043565029084,0.7981728399723125,31,Europe,0,0
10589,Tech,76243.75856308131,6.0,95.91149243839462,4.226089236362217,93.58653259299273,0.5829127274210129,32,APAC,1,0
10590,Retail,70721.8111803573,8.0,77.80669867778725,4.772211875502716,68.80215745043702,0.2443826793946016,45,North America,1,1
10591,Retail,30616.05957341572,6.0,71.0181948917026,2.903972419923977,76.0050467142502,0.888959413880495,13,Latin America,0,0
10592,Retail,60345.61707867791,13.0,91.25881306156937,4.538913039359873,79.10160228973855,0.775787327365169,25,North America,1,1
10593,Manufacturing,42455.37844172985,7.0,,,44.2556507064138,0.6386038607620113,68,Latin America,0,0
10594,Finance,53952.30822996589,5.0,,2.5685727548648933,41.0643244545151,0.527619137962176,15,Latin America,0,0
10595,Tech,54413.3619352024,8.0,81.572430878212,3.7939653351074076,96.2704631026784,0.9199247735312681,64,Latin America,0,0
10596,Manufacturing,46483.88299525517,5.0,74.76210521770614,3.295629451404611,56.29017071781284,0.781265430699051,60,Europe,1,0
10597,Manufacturing,38243.51501620405,12.0,73.19072291828095,2.6088284044700445,62.81878662613173,0.6012448004651274,8,APAC,0,1
10598,Manufacturing,39641.88421525611,11.0,89.44505615423124,4.950760946820399,80.92559024341298,0.6898654213879145,17,Europe,1,1
10599,Manufacturing,36257.12126778136,11.0,99.02609428534394,4.166165238724982,54.178232624363275,0.41056280129734934,5,Europe,1,0
10600,Manufacturing,37522.66687654333,,90.34496876862286,4.754530433038997,83.98428221005109,0.3467869570616636,13,Europe,0,1
10601,Healthcare,48992.32564925967,5.0,99.54443988422855,4.997706464679871,67.4945309297962,0.40498966047805895,21,Middle East,1,0
10602,Tech,39263.60016333872,9.0,83.03185828210874,3.4799168416777304,91.39658831724347,0.4198520744620451,44,Middle East,0,0
10603,Manufacturing,60230.7809856893,12.0,96.9360936648208,3.136842571835288,56.71243814592894,0.7548038379790332,53,Middle East,1,0
10604,Tech,72308.6923300389,14.0,76.15252673998914,2.959710981717072,52.229348827797914,0.30504578053942444,28,Europe,1,0
10605,Healthcare,41299.201379449354,4.0,73.53713101032379,3.7879677694783567,89.90130123249233,0.7831904012882591,66,North America,1,0
10606,Healthcare,53591.067508030654,6.0,91.0756015273731,4.015201943755393,59.57956389957002,0.5925464850209092,21,Middle East,1,0
10607,Tech,57495.27665454401,11.0,81.14224992587907,3.681056840081312,64.71211876003031,0.48842982828260134,57,Middle East,1,1
10608,Retail,57080.03406378911,9.0,79.53062808241305,3.468130037114206,87.62246996127959,0.4252970821952665,55,Europe,0,1
10609,Finance,51139.32901874131,10.0,90.13841733992975,2.920681408647821,78.1345922424745,0.5849004534100664,2,APAC,1,1
10610,Retail,61140.23627539584,5.0,80.00452125308465,3.60464905952656,66.50355342593615,0.43813884697253713,65,North America,0,0
10611,Retail,57233.73429020986,4.0,87.17674516745564,2.7131078426976623,54.99343053427348,0.5220889943217403,3,Latin America,0,0
10612,Retail,31435.063665090533,5.0,78.98365318783912,4.66261939721898,85.85205813110585,0.7542614672617622,59,Latin America,1,1
10613,Manufacturing,63037.340965839096,8.0,93.51272764633754,2.6172566302448983,50.82586206940342,0.6694988797648629,63,North America,0,0
10614,Healthcare,63309.36255900113,12.0,79.37165021485946,3.451615154328887,95.69677603518568,0.7609867823548875,5,Europe,0,1
10615,Retail,38550.70843732128,6.0,,,49.01896414737983,0.7347302672323417,66,APAC,0,0
10616,Healthcare,50569.067531714034,16.0,70.69528251091035,4.437451248667696,88.29602151683777,0.8113043699921914,18,APAC,0,0
10617,Tech,60249.93489216604,5.0,93.75192350075179,3.281842447069817,,0.35126746978003465,9,Latin America,0,0
10618,Finance,46860.29270630958,7.0,88.61013324465928,2.782764031631387,51.160373976010725,0.946342249604976,22,APAC,0,1
10619,Tech,66094.67071649017,10.0,75.76711200978687,3.8287282471612847,64.14273629420627,0.5568278374036744,28,Latin America,1,0
10620,Tech,85458.08741929042,7.0,76.46120128273076,4.79069251807385,53.29310897199601,0.7386747035606529,60,Middle East,0,1
10621,Manufacturing,38210.209510475266,10.0,77.87478755514466,4.7716121777980085,48.15961905015084,0.7083126222509912,12,Europe,0,0
10622,Finance,29284.330952693377,6.0,87.29590313786686,3.1241276028319747,54.34932393583351,0.6246125634627713,37,APAC,1,0
10623,Tech,54557.27893407314,8.0,,4.299149189900584,92.04390835229516,0.9468621639544006,42,Europe,1,0
10624,Tech,60823.43757689215,10.0,78.21591158925668,,46.35654324878945,0.3629868872276649,54,Middle East,1,0
10625,Finance,46537.00439232847,5.0,90.8218687593101,,98.35237526607344,0.5162966504592712,42,North America,0,0
10626,Finance,71798.90994981551,6.0,96.67123497801194,3.748680925784449,40.29990722126061,0.29579791941907396,67,North America,0,1
10627,Tech,29920.91300415127,10.0,71.30546432960615,3.07189108622088,79.49428926347458,0.3363766039869121,56,North America,1,0
10628,Finance,60393.77934547416,3.0,82.51589913468044,4.495654634900346,91.39071909028516,0.734723047682575,46,Latin America,0,0
10629,Tech,40912.0876886166,1.0,,4.827680430131653,96.03745888760585,0.20363200907246004,5,Latin America,1,1
10630,Tech,,5.0,87.59305610610998,,48.63913560740527,0.8673654885272379,56,North America,0,0
10631,Manufacturing,79887.73029752178,,70.58606040968532,3.0822895740024494,81.8925097871404,0.6748883624514888,23,Middle East,1,0
10632,Retail,38500.15118324978,8.0,76.31698197545815,3.5988833651905683,46.44095296933884,0.5306787902872476,62,Latin America,0,0
10633,Tech,41756.6429613713,7.0,71.85492163936365,3.907698220880971,61.15668963246601,0.4485208304351942,13,North America,0,0
10634,Healthcare,62893.81830469703,7.0,87.06895217649802,4.789756943980253,83.91558145041961,0.29470553644993713,59,Europe,1,0
10635,Retail,44193.04025315728,,89.36169663008401,4.729708726288234,60.75839356978402,0.8911719398404065,28,North America,1,0
10636,Retail,49318.83173101643,8.0,74.79226490270433,4.092925248669914,58.80248369686407,0.7342417437764455,6,North America,1,0
10637,Retail,50380.82630813615,2.0,79.99033358026217,3.1434700352097114,46.96327712814449,0.4522947491945309,61,Europe,0,0
10638,Manufacturing,21204.902657035156,14.0,79.89411230128063,4.458219524695903,43.98628565968528,0.25320213458046537,61,Latin America,1,1
10639,Tech,49792.433808586444,9.0,94.5940699476935,3.0066294282180794,46.91667947690543,0.44426212365576323,45,Europe,0,0
10640,Manufacturing,39654.08338903739,5.0,75.839782135874,4.912930810242042,92.52848649671347,0.33847572110681257,12,Latin America,0,0
10641,Tech,42603.15766400342,11.0,86.44942363976975,2.514599789334995,40.67191152285552,0.7897049849234068,35,Middle East,0,0
10642,Manufacturing,71654.48005203222,7.0,93.48806537502654,3.9244262597697537,81.57195217211734,0.7396990135672699,62,Latin America,1,0
10643,Manufacturing,31152.396585811155,6.0,94.88734578691144,2.7209931173040696,,0.5736204704921939,5,APAC,0,1
10644,Healthcare,62198.07780121966,9.0,89.99698282854199,3.5189988254550535,74.07329824764574,0.8643808273182565,66,Latin America,1,0
10645,Manufacturing,45815.55604502287,9.0,78.98583256785649,4.087333850776043,83.84652167098892,0.33551051610431304,68,APAC,0,1
10646,Finance,45803.597472562484,,94.69139724486568,4.22399623897979,79.13618014150602,0.538974189075121,65,Latin America,0,0
10647,Healthcare,61855.57844077567,5.0,92.2649808130038,4.463923674184838,67.33350934568156,0.7329652279730903,66,Europe,0,0
10648,Manufacturing,,6.0,91.13407401487808,3.9833192569119253,62.962625672576024,0.2508517622890094,41,Latin America,0,0
10649,Retail,58559.19495829297,7.0,,3.1282983782149865,,0.4795080206710332,27,North America,0,0
10650,Finance,64522.769907992915,13.0,71.29794641954649,4.723133107337179,98.31627955422809,0.6287486016366352,5,Latin America,0,0
10651,Finance,45030.374252250156,7.0,90.86095893104738,4.527768532534219,79.07628421750178,0.47510265405276775,5,Europe,0,1
10652,Finance,40816.44898238374,8.0,98.34384403701792,2.900130794267125,51.83793039390831,0.5601492419545631,13,Europe,0,0
10653,Healthcare,33722.742101633026,2.0,93.21171784189059,4.566277960519622,66.87394974626724,0.6560887620253038,9,Latin America,0,0
10654,Manufacturing,,8.0,94.94426699481066,4.931611289776204,69.79224940495642,0.47629296063468873,48,Latin America,0,0
10655,Manufacturing,94236.41637963089,4.0,86.34946842549371,4.093047792019794,85.4782031476397,0.2795107669418512,32,Latin America,0,0
10656,Retail,68670.1937110518,10.0,79.13758432264223,3.2045130577847347,80.06662787933917,0.3045833730065993,36,Middle East,0,0
10657,Retail,29733.88450687968,11.0,90.33210690300652,4.016484578183536,70.8888657656737,0.5952529771656478,15,APAC,1,0
10658,Finance,,7.0,91.35912626478077,3.3563376728707475,80.82187346722941,0.331055019223923,9,Latin America,0,0
10659,Retail,57227.99092577737,11.0,90.2607391508202,4.189866176605766,41.443410804026435,0.8673752541079225,16,Latin America,0,0
10660,Healthcare,58208.97196066951,10.0,98.40127170157962,3.8619998986396835,86.59811931306183,0.8256392638428696,6,APAC,0,0
10661,Manufacturing,58233.25752976046,11.0,81.0153709979367,4.823726530224378,52.697934040416655,0.4617740517545115,33,North America,0,1
10662,Finance,46175.66309669453,12.0,71.1897261686735,4.0447713580020075,79.38454837366895,0.8232403789961975,42,Middle East,0,0
10663,Retail,48118.186099956496,7.0,97.25333058272228,,46.83839512822055,0.5998908727558212,59,Middle East,0,0
10664,Healthcare,54918.19286239036,7.0,74.81497356562244,4.312774683354712,46.86765015548209,0.31928819645220585,36,North America,0,0
10665,Healthcare,51288.39509439996,8.0,90.91955018162298,3.252195794652205,42.13945863020212,0.6606588909059927,34,APAC,1,0
10666,Retail,16710.494408786974,10.0,96.19613319318053,3.180977382372011,94.6139686092107,0.7095883379123049,2,APAC,1,0
10667,Manufacturing,46553.00554137209,11.0,79.30424194043906,3.4794415639362586,76.27352546150871,0.26291868385261896,13,Europe,1,0
10668,Retail,37228.903486095296,10.0,94.9124572256478,2.529991697656689,61.7177161737489,0.43583981781652864,43,APAC,0,0
10669,Finance,52628.17128362768,9.0,79.96174378814332,4.922851650403201,87.26666446115853,0.20403799070893922,57,Middle East,1,0
10670,Retail,94778.88503905115,3.0,93.82773784708749,3.8308277783967455,77.56493203747993,0.43732160251709473,7,Europe,0,0
10671,Healthcare,55512.22498211457,7.0,72.09489588921177,4.4337347346824005,77.20483107477642,0.4515839996894366,59,Latin America,1,0
10672,Retail,45297.054707414034,3.0,89.65728996012783,3.144630555944696,69.2225676617804,0.6726564700843136,59,Latin America,0,0
10673,Manufacturing,63827.02252965878,,90.31414241736388,4.3665453290840635,40.47560672009252,0.3492824597368738,51,Latin America,0,0
10674,Tech,57240.31830813819,7.0,84.74277490242869,3.9179262556953383,55.507750385496394,0.2225682400458445,3,Europe,0,0
10675,Retail,56301.417356777616,6.0,90.61272591588133,3.5603604344487563,46.54460167600498,0.43672590011996104,27,Middle East,1,1
10676,Manufacturing,,11.0,97.69551011661522,4.926673065491155,79.74459114116657,0.8192146596941929,54,APAC,1,0
10677,Manufacturing,80848.15347244313,7.0,92.01564474904684,3.7346092853660147,54.91724930721986,0.49935890416836953,64,Europe,0,0
10678,Healthcare,33036.673470111265,12.0,98.83888086953979,,67.00999984307242,0.5113203273755149,34,Middle East,1,1
10679,Manufacturing,57104.481152171815,4.0,83.45836941556215,2.538355478724699,61.205817897392976,0.5517706721349518,23,APAC,1,0
10680,Manufacturing,36104.28305027692,8.0,85.84872195111872,3.2536380162466205,48.59192427552184,0.7638416231074898,48,North America,0,0
10681,Manufacturing,,8.0,77.9121609171312,4.721728915400166,97.50221397296315,0.5600186692839288,55,Middle East,0,1
10682,Manufacturing,36219.70232770858,4.0,99.56805003402606,4.397397652790048,96.00515869763296,0.2684620644025868,17,North America,1,0
10683,Finance,43739.49779592374,11.0,71.65410205483818,3.841885090439124,45.07649116219844,0.3547998496997372,62,Latin America,0,0
10684,Finance,45573.651286431406,7.0,80.7586125285043,4.750399267783214,89.64192121167979,0.3409230252444313,61,Latin America,1,0
10685,Healthcare,64637.250790170634,8.0,78.93091494305838,3.7155512830188897,69.30242096298238,0.5808974888032519,61,Middle East,0,1
10686,Retail,63776.81665913621,11.0,81.59535139384167,3.916267660469439,86.42415307485108,0.2224470987989189,44,North America,1,0
10687,Manufacturing,31314.239353304234,3.0,97.53153581559597,3.4553821179938637,49.06942785482602,0.4127124563845727,71,Europe,1,1
10688,Retail,50824.01166499773,10.0,81.04113622205544,4.05010009180721,47.93644826665262,0.6553962057823766,3,APAC,0,0
10689,Retail,39356.30217876241,11.0,97.50929958100002,3.2975038273021844,93.44545005371225,0.46598800664870127,67,Latin America,0,1
10690,Healthcare,31122.42633986998,3.0,82.70016584989608,3.463730443855893,93.86916951046365,0.7307841188141162,8,Latin America,0,1
10691,Manufacturing,46744.74424363444,10.0,95.64306307660625,4.915815658018172,,0.49341600264259283,26,Latin America,0,0
10692,Manufacturing,45372.75817316271,9.0,85.65250295502007,2.7782716994989753,92.20946785689388,0.9344431462833338,15,Latin America,0,1
10693,Tech,,8.0,79.34058530284945,2.7631383631151025,80.04753709021782,0.9240172152937358,5,Middle East,1,0
10694,Retail,56494.397380410446,9.0,83.48049396903662,2.6082900486375395,51.10058455665952,0.7998805358484435,13,Middle East,1,1
10695,Retail,29335.73748868644,,82.7314323693461,3.300111299400669,59.73725588092893,0.9157928960386335,12,North America,1,1
10696,Finance,41528.389937435866,6.0,77.79742186256652,3.4955731061698105,48.163639030520194,0.35358368121324724,63,Europe,0,0
10697,Tech,65320.74943144098,10.0,78.68916189975721,2.736289110173866,86.43692013585598,0.7631923743472551,8,North America,1,0
10698,Finance,81326.64159304887,12.0,75.59361763933163,3.872827488417074,99.11504348174498,0.4412439749895928,34,Europe,0,0
10699,Finance,26210.250316430625,8.0,80.08001671622824,3.9582538226371726,72.7826995939607,0.7439707392071928,22,Middle East,0,0
10700,Finance,21801.134222914323,9.0,88.73217409747514,4.37756673403332,79.35186484689356,0.48042009622489945,50,Latin America,0,0
10701,Healthcare,78064.47763057673,11.0,81.59674506128894,4.939920291539504,84.7655540880182,0.41706549480813915,12,North America,1,0
10702,Healthcare,55844.21266056356,9.0,91.36969632778877,4.048380618230999,53.45554614582942,0.9190963214162449,22,Europe,0,0
10703,Finance,36975.6090218545,,99.6093450906386,2.7791270167023634,60.160074858006055,0.3574140813168786,58,APAC,1,0
10704,Tech,58019.43629183653,8.0,81.31303238453455,2.721310608114457,64.73927267945407,0.7689264459549221,19,Europe,1,1
10705,Retail,10463.783914746833,6.0,83.87917642268852,4.443867159125928,75.67529872872834,0.7060041224034164,5,North America,0,0
10706,Tech,50050.63259895742,9.0,74.92330470844293,4.125835321339817,,0.4276082313560482,16,Middle East,0,0
10707,Manufacturing,54917.31759264628,7.0,81.76645857337948,2.9047859867664045,55.25221267539437,0.5437572631192097,41,Latin America,0,0
10708,Healthcare,63864.05209306745,7.0,91.80497352372038,3.1333999317088352,68.25332804366734,0.3072073219432469,19,APAC,1,0
10709,Retail,34791.56071561194,6.0,76.52214399227388,4.3756009682312955,,0.890906453278042,65,North America,0,1
10710,Retail,51285.307421050384,9.0,75.46162145965688,3.9153894545141164,45.243099970277456,0.9260898511455729,22,Middle East,0,0
10711,Manufacturing,36118.63060910619,13.0,81.29124620947576,3.9625001562563478,70.77360749957072,0.7493472738135196,17,Europe,0,0
10712,Manufacturing,53830.756335114755,5.0,94.55948457153194,3.025021678219774,48.6627822019435,0.8370652578744724,35,Middle East,1,0
10713,Finance,36569.80516455464,2.0,88.7097156913445,,72.34893380364096,0.261963073100989,39,Middle East,0,0
10714,Healthcare,43878.48741259669,5.0,98.7273813275982,4.426571488518138,86.0693656789262,0.4879764634672936,55,Latin America,0,0
10715,Healthcare,35062.769078146564,6.0,97.13621304782876,4.713130563659617,54.21684466269639,0.4481083361616611,5,North America,1,0
10716,Tech,59767.043627354855,9.0,74.53411590469727,,90.9687067290823,0.6237136742143017,11,Middle East,0,0
10717,Finance,,11.0,71.27658323821643,3.9409391275225403,60.088246604905,0.3375164710056384,40,Europe,1,0
10718,Finance,46480.69145063879,9.0,81.97284202584262,4.183148268116942,51.44709181346621,0.6225359904702483,4,Europe,1,1
10719,Finance,50573.56992440043,5.0,85.66238436455919,3.7127786562846943,67.91940370425112,0.6907740241824412,58,Latin America,0,0
10720,Finance,28271.128780496838,10.0,85.46711845656144,3.067245607794056,92.56450492631231,0.2992648188929471,65,Middle East,1,0
10721,Healthcare,45504.85027989819,5.0,74.02321803313166,4.705517431929838,44.13598367044617,0.298790531649083,64,Europe,1,0
10722,Healthcare,49246.93074437383,14.0,73.7445229646383,3.831556582918563,59.654287972998716,0.22656754238236332,67,Europe,1,1
10723,Finance,89311.89636544962,5.0,71.40582267337611,3.9857957778680877,79.18979013814679,0.7706693372181082,34,Latin America,0,1
10724,Tech,33320.49461338755,8.0,95.525797781662,4.975272284382957,61.45485212173513,0.44825640262910355,58,Middle East,1,0
10725,Retail,,6.0,98.43232414204536,4.962539195681601,44.249439683956936,0.3690653418086016,67,Latin America,0,1
10726,Retail,64952.881601987116,13.0,73.47055060653915,3.965777462499843,59.91993812682843,0.7835707962839218,7,Middle East,0,1
10727,Tech,54209.54606735204,8.0,76.39367105647335,2.5848931550436656,89.25756316819181,0.3074417675671547,35,Europe,0,0
10728,Finance,76379.307262927,6.0,72.6958865420473,3.4903688451121084,98.08225135030156,0.5203875703229788,29,North America,0,0
10729,Healthcare,55581.58208910294,7.0,96.32506513422504,4.843233200127223,42.3867518438631,0.7585900066388955,25,Europe,1,0
10730,Retail,55837.38793501893,5.0,98.76126200608724,3.220766480940023,74.15702905810416,0.6303742381903825,28,North America,1,0
10731,Manufacturing,49203.19020473682,11.0,77.8538973016267,4.99817171299079,46.31820598161089,0.6155001076193174,69,Middle East,1,0
10732,Manufacturing,68353.53323627941,11.0,79.10751489806125,2.710793817141381,80.82379174936035,0.31809755803701883,27,Middle East,0,0
10733,Tech,66447.03850716326,9.0,80.88009053238818,3.9202854525129682,40.473533560483055,0.33569954587605577,8,APAC,1,1
10734,Finance,40614.84068755682,5.0,85.07391278142194,3.7886234004367356,40.884497542442396,0.6369190954323058,38,Middle East,0,1
10735,Retail,30211.292081018488,11.0,90.4738293593478,3.13838228341925,86.61278958583443,0.21767514581049507,9,Middle East,0,0
10736,Finance,,6.0,85.13171749763873,4.87151782661275,44.46611936183787,0.8518384917225579,43,APAC,1,0
10737,Retail,37999.421534035304,,98.53004745028724,4.047928024993276,58.31090045722385,0.4628531004807311,25,North America,0,0
10738,Tech,49047.13138076967,4.0,72.99680375564496,3.07557070861169,97.48242544622985,0.5124621627629953,66,Middle East,0,0
10739,Tech,,7.0,93.95816536825188,3.4601204945958406,99.11482704684828,0.39382425104945007,17,Latin America,1,0
10740,Manufacturing,43140.47517369815,11.0,80.03449272440413,4.303073567205157,49.684171713164005,0.8575033244473274,7,Middle East,1,0
10741,Finance,49357.649280326375,,81.32643064259642,3.244241781740784,73.65411528615101,0.6818780546044287,22,Middle East,1,0
10742,Manufacturing,50870.341022125926,7.0,91.26488331130676,4.699015505152953,73.54892970941799,0.5374313517763001,10,Europe,0,0
10743,Finance,62726.46323307927,10.0,97.88131329623137,2.9141847448940603,67.1428414319568,0.6389815967448058,13,Middle East,0,0
10744,Manufacturing,16296.659990230924,8.0,91.4860233566073,3.1612627246621217,95.48200949583975,0.4852771969815432,42,Middle East,0,0
10745,Healthcare,40899.49557852055,3.0,93.2758172613819,2.86224653341525,85.24203454744962,0.5491868587133091,28,Latin America,1,0
10746,Healthcare,53169.25538419209,7.0,92.52337726476397,2.7604470968987456,85.87161614091663,0.4682241450607134,59,APAC,0,0
10747,Healthcare,68001.18434640292,6.0,79.62935817951174,3.250788558659817,56.17416590616059,0.5080060956581265,11,APAC,1,1
10748,Healthcare,42621.46328740692,8.0,,4.9979468658386015,66.05918633209832,0.43623240800707275,9,APAC,0,0
10749,Retail,21851.709409371888,9.0,93.53562280659405,2.7358235331541705,69.24542190852719,0.2582308081595165,55,Europe,1,1
10750,Healthcare,59295.67168949205,10.0,,3.0325054796182207,57.934722472264994,0.22800970862237663,5,Middle East,0,0
10751,Tech,40469.56416761556,12.0,86.10268716000449,3.179041997695005,45.68906650972348,0.33057965320080396,69,North America,0,1
10752,Tech,32155.00011364458,10.0,92.79162409187451,4.04782421118051,47.58155349833296,0.3887283078715478,38,North America,1,0
10753,Retail,40634.81915430164,7.0,94.51092586673222,4.363364241019632,50.840267690855306,0.8678538954422619,66,Latin America,0,0
10754,Healthcare,47232.11963516226,7.0,80.11586326092011,4.379834187135114,52.2192000618969,0.6584364908923286,64,Europe,0,0
10755,Healthcare,40928.83003192681,13.0,94.04686652725871,2.521589954847078,54.53570855263264,0.9187228772179932,25,Europe,1,0
10756,Healthcare,16916.509143513962,8.0,94.42627020026234,4.129626146998663,55.327601737809665,0.45473514514672225,52,Middle East,1,1
10757,Manufacturing,63455.99295330698,13.0,77.02376922755738,4.076842198417758,67.34298072925216,0.5013035028503278,38,North America,0,0
10758,Finance,69123.12561918084,5.0,91.50852235950148,3.7941367047246928,70.57439144956248,0.7398149206923927,19,Europe,1,0
10759,Manufacturing,,7.0,75.59601765508475,3.448021403509398,58.532752487581355,0.6334265582255229,25,Latin America,1,1
10760,Finance,32934.714943627754,9.0,72.79147338964388,4.493610493653074,94.43778519524369,0.5959100602865739,48,North America,1,0
10761,Healthcare,46977.626990787234,3.0,87.23629036150683,3.3597019885833808,73.18838340033727,0.6316730311729439,61,Europe,1,1
10762,Healthcare,49902.18027155813,11.0,97.25956596350197,3.075030680266503,87.24861568200441,0.6381014842073449,35,Middle East,1,0
10763,Manufacturing,58981.91584342865,5.0,71.0637707057729,3.2752379364190323,,0.7743053181533985,51,Middle East,1,1
10764,Manufacturing,60025.107330771214,6.0,94.79504912784765,3.5991197928079144,49.78810687454831,0.7010615204862567,15,Middle East,0,0
10765,Finance,38987.39301832256,8.0,85.1941363211052,3.035143470006849,65.67246902293807,0.9179856865115512,49,Middle East,1,0
10766,Tech,51229.933346203405,,95.82686346163689,4.018928115513717,,0.9109722635423247,30,North America,0,0
10767,Finance,56859.20606922862,5.0,95.3043080551314,4.71052300627974,,0.5164421372586723,21,North America,1,0
10768,Manufacturing,71837.3348322015,15.0,,3.9886503104051876,40.5343519930984,0.22679195713393283,41,Europe,0,0
10769,Manufacturing,60567.59809737085,4.0,93.0662186442002,3.616670768693453,88.9583264666857,0.20830608666404546,3,Latin America,0,0
10770,Retail,61835.850310632784,5.0,95.28977063640986,4.49217191556226,46.693559293234166,0.29239505366590834,24,APAC,1,0
10771,Manufacturing,51257.39941894041,14.0,75.28075621603611,4.370096557186322,99.72883587530553,0.25617304917357164,17,APAC,0,0
10772,Retail,71156.88717805257,5.0,79.11559446624825,3.4176453038267405,86.37750951467089,0.48002453672815143,8,Middle East,0,0
10773,Tech,56146.44193939246,12.0,77.27458512421889,4.0103836766634045,74.80060105639086,0.2396559491630022,6,Europe,1,1
