CustomerID,Age,Gender,AnnualIncome,TotalPurchases,AvgTransactionValue,VisitsPerMonth,OnlineUser,MembershipLevel,Churned
11014,42,Female,535510,22,6402.66,6,1,Silver,0
11015,34,Male,652333,16,28395.54,7,0,Silver,1
11016,30,Female,2247463,27,13723.76,6,0,Silver,0
11017,37,Other,1057617,10,19802.24,9,0,Silver,1
11018,42,Other,250248,25,20217.2,4,0,Platinum,1
11019,21,Female,1454304,31,9174.08,5,1,Bronze,1
11020,27,Female,2241781,21,365.34,19,1,Gold,0
11021,20,Female,2377040,27,42701.64,10,0,Silver,0
11022,58,Other,440346,17,35835.6,18,1,Silver,0
11023,62,Male,818821,33,34619.77,15,1,Platinum,0
11024,35,Other,241954,31,27461.31,1,0,Gold,1
11025,64,Female,551863,42,35138.19,5,1,Silver,1
11026,53,Female,864164,26,46803.71,5,0,Bronze,1
11027,64,Other,1996641,21,33383.98,8,0,Silver,1
11028,39,Female,462739,36,13475.04,15,1,Gold,0
11029,51,Other,1813507,1,28656.83,17,1,Bronze,0
11030,64,Female,468116,4,22283.52,19,1,Platinum,1
11031,25,Male,1970330,4,27954.03,13,0,Bronze,0
11032,57,Male,664271,26,26025.24,10,0,Gold,1
11033,66,Female,564765,4,42981.13,17,1,Gold,1
11034,61,Other,2120382,49,32694.47,5,0,Bronze,1
11035,36,Male,2342064,9,9681.3,18,1,Silver,0
11036,59,Other,212879,30,3431.93,17,1,Gold,1
11037,58,Female,758086,45,21390.88,4,1,Bronze,0
11038,54,Other,1731618,4,1075.85,7,1,Gold,1
11039,23,Male,901433,5,16119.38,5,0,Silver,0
11040,69,Other,1586511,45,18590.67,8,1,Silver,0
11041,43,Other,687947,23,18966.77,8,0,Bronze,1
11042,51,Female,359472,16,48973.7,11,0,Platinum,1
11043,62,Female,2291028,22,15403.87,9,0,Platinum,0
11044,23,Female,1898019,37,13481.81,19,0,Silver,0
11045,54,Male,1979472,8,6730.23,19,0,Platinum,0
11046,50,Male,1501288,48,25697.14,9,0,Silver,1
11047,39,Female,2116037,33,7937.61,17,1,Platinum,1
11048,38,Female,2134984,38,30929.85,16,0,Silver,0
11049,23,Male,1538971,43,8011.44,7,1,Gold,0
11050,23,Male,1296613,16,28960.66,3,0,Bronze,0
11051,65,Male,292115,5,41365.58,19,1,Bronze,1
11052,21,Male,2237701,16,2413.47,8,1,Platinum,1
11053,47,Female,682870,7,21161.42,5,0,Bronze,0
11054,28,Male,1318976,1,23214.13,6,1,Platinum,0
11055,47,Female,563308,9,39616.29,2,1,Silver,1
11056,48,Other,1997038,18,23555.41,19,0,Gold,1
11057,41,Other,2438926,45,28506.53,13,0,Bronze,0
11058,26,Male,215385,47,39622.85,6,0,Gold,0
11059,20,Other,1808885,3,28120.0,6,0,Bronze,0
11060,68,Other,317369,24,18107.48,2,0,Silver,1
11061,48,Other,944990,28,4566.36,5,0,Bronze,0
11062,57,Male,2386554,10,36576.81,11,0,Bronze,0
11063,54,Male,2431737,9,43595.57,11,0,Silver,0
11064,53,Other,1948076,13,48512.21,14,1,Platinum,1
11065,41,Female,1352702,48,46352.01,13,0,Platinum,1
11066,48,Other,1850522,35,39931.67,8,1,Silver,1
11067,23,Male,1414488,23,32280.56,15,0,Platinum,0
11068,19,Male,1247738,47,39138.57,12,0,Bronze,1
11069,37,Male,2066015,17,21774.56,3,0,Gold,1
11070,45,Other,2223027,46,29860.38,5,0,Silver,1
11071,28,Female,1367213,7,17630.38,6,1,Bronze,1
11072,21,Male,1107153,16,16537.45,2,1,Silver,1
11073,32,Male,1274969,40,37907.58,8,0,Gold,0
11074,23,Other,1830344,36,22860.46,5,1,Bronze,0
11075,66,Female,2123298,20,10844.41,17,0,Bronze,0
11076,47,Other,1913043,24,10336.33,2,1,Gold,0
11077,55,Male,721397,47,43000.87,11,0,Gold,0
11078,68,Female,992425,5,33984.7,4,1,Platinum,1
11079,19,Female,1342226,45,27438.49,11,1,Bronze,1
11080,32,Male,1766772,6,20226.66,9,1,Gold,0
11081,28,Female,252066,28,21711.62,6,0,Gold,1
11082,25,Female,2077950,5,3154.53,2,1,Bronze,0
11083,43,Other,1264714,49,22909.03,15,0,Platinum,0
11084,68,Male,2415710,39,39834.11,5,1,Silver,1
11085,62,Male,458480,38,19582.93,12,0,Platinum,0
11086,61,Male,1519910,2,19363.99,13,0,Gold,1
11087,22,Male,1326998,43,1081.11,17,0,Silver,0
11088,23,Male,1211214,39,23054.41,4,1,Silver,1
11089,43,Female,2326238,21,1559.28,10,1,Platinum,1
11090,21,Other,2422756,40,28646.37,1,0,Silver,1
11091,36,Male,2135822,37,25487.13,11,0,Gold,1
11092,37,Other,1367900,18,42048.42,16,0,Bronze,1
11093,50,Other,1639641,48,29214.5,11,1,Bronze,1
11094,37,Female,203435,46,16374.34,9,1,Bronze,0
11095,66,Male,2136513,12,25956.68,2,1,Platinum,0
11096,29,Female,2088339,17,35075.41,7,1,Bronze,1
11097,64,Male,1670851,37,4970.0,19,1,Bronze,1
11098,18,Female,912917,46,31167.38,18,0,Bronze,0
11099,43,Other,492441,38,45856.33,7,0,Silver,0
11100,31,Male,1651511,15,15166.78,9,0,Silver,0
11101,55,Other,208314,7,31443.27,12,0,Silver,0
11102,54,Other,818119,14,41120.07,3,1,Gold,0
11103,28,Female,841462,1,25736.78,16,1,Gold,1
11104,53,Male,2443581,38,35983.58,7,0,Gold,0
11105,30,Other,744653,3,15757.21,5,1,Bronze,0
11106,60,Female,501173,37,15511.11,7,0,Silver,0
11107,20,Male,1512457,44,33478.93,19,1,Gold,1
11108,50,Male,593186,31,35358.82,17,1,Platinum,0
11109,23,Other,1978568,43,46869.38,16,0,Silver,0
11110,67,Male,540362,13,11474.48,19,0,Bronze,1
11111,27,Other,965387,48,23570.41,18,0,Silver,1
11112,22,Male,2425844,18,12750.52,19,1,Bronze,0
11113,40,Female,962790,17,4280.58,4,1,Gold,1
11114,27,Other,1950093,17,20340.56,1,1,Bronze,0
11115,61,Other,2222327,11,18891.81,4,0,Bronze,0
11116,19,Male,1420682,20,13740.58,4,0,Platinum,1
11117,30,Male,1248870,10,15060.65,9,0,Silver,0
11118,57,Other,1011028,29,18212.47,8,1,Bronze,1
11119,19,Male,2395337,48,49445.23,2,1,Platinum,1
11120,37,Female,2355534,34,39213.0,6,0,Platinum,1
11121,18,Male,1548818,17,3848.64,11,0,Platinum,1
11122,54,Female,807317,42,43658.93,4,0,Gold,0
11123,26,Female,1556948,13,31775.18,14,1,Gold,0
11124,34,Female,2300923,44,44562.51,9,1,Bronze,0
11125,26,Female,1584819,47,17282.97,2,0,Silver,1
11126,28,Female,1893675,39,23386.59,1,0,Gold,0
11127,32,Male,1174303,27,44842.48,4,0,Gold,1
11128,41,Female,2052566,26,13846.88,12,1,Bronze,0
11129,55,Male,1216972,28,45800.39,5,1,Bronze,1
11130,52,Female,520580,13,41476.44,9,1,Gold,0
11131,47,Other,849179,12,49033.73,4,0,Bronze,0
11132,48,Female,978760,44,16415.6,16,0,Platinum,1
11133,66,Other,1236658,28,12016.93,2,0,Bronze,0
11134,22,Female,680674,2,16744.08,16,0,Platinum,1
11135,61,Female,1326500,37,47746.09,16,0,Gold,1
11136,67,Female,753620,34,16853.74,11,0,Silver,0
11137,31,Other,593056,23,28391.03,1,0,Platinum,0
11138,28,Other,289031,45,20362.86,15,0,Silver,0
11139,26,Female,383024,29,19992.14,4,0,Gold,1
11140,51,Male,1276048,35,9910.92,18,0,Bronze,1
11141,29,Female,2357098,11,26992.85,17,0,Platinum,1
11142,52,Other,1747358,48,42515.39,7,1,Platinum,1
11143,52,Female,1144353,33,2759.41,18,0,Gold,1
11144,18,Other,1251341,11,44494.56,13,0,Gold,1
11145,57,Other,505218,9,33374.01,10,1,Bronze,1
11146,39,Other,1874251,14,30951.88,1,0,Silver,1
11147,46,Female,2023980,9,31407.24,2,1,Platinum,1
11148,25,Other,2166849,39,15024.61,17,1,Silver,0
11149,28,Other,1921742,48,20932.68,3,0,Platinum,1
11150,58,Female,873616,3,40024.71,17,0,Platinum,1
11151,54,Other,566047,29,15527.14,12,1,Bronze,0
11152,31,Female,718790,19,23660.0,12,0,Platinum,0
11153,47,Other,1876443,36,1275.72,10,0,Platinum,1
11154,52,Male,2336491,32,36757.85,7,0,Gold,0
11155,38,Male,504543,7,21059.8,10,1,Bronze,0
11156,54,Other,1656498,28,26410.33,18,1,Gold,1
11157,22,Male,718993,44,6000.06,6,0,Platinum,1
11158,36,Female,912932,18,49588.2,7,0,Bronze,0
11159,31,Male,1727671,5,15332.65,17,1,Platinum,1
11160,43,Other,1181271,23,31858.99,12,1,Bronze,0
11161,21,Other,2429537,22,29187.45,17,0,Silver,1
11162,42,Female,1192206,26,39319.08,18,0,Silver,1
11163,62,Other,2438154,42,14903.7,14,0,Bronze,0
11164,59,Female,203285,12,37869.59,11,1,Platinum,0
11165,42,Male,1396352,40,19310.34,2,1,Bronze,0
11166,35,Male,1904491,19,20734.7,1,0,Platinum,0
11167,57,Female,1581688,47,33733.81,11,1,Silver,0
11168,25,Female,1302491,1,39279.0,2,0,Platinum,1
11169,56,Other,865979,3,33443.27,16,0,Gold,1
11170,57,Male,1452038,27,45024.01,3,0,Silver,0
11171,31,Female,984278,18,14472.4,1,0,Gold,0
11172,49,Male,2143508,30,45060.65,8,0,Silver,0
11173,68,Female,707553,2,6803.92,19,1,Silver,1
11174,55,Male,1176778,5,33078.66,1,1,Gold,1
11175,50,Other,1455802,29,27517.24,5,0,Bronze,0
11176,40,Male,1481745,33,24883.41,1,1,Platinum,1
11177,32,Male,731661,42,15752.33,11,0,Silver,1
11178,50,Male,2102871,20,25335.52,9,1,Platinum,0
11179,42,Male,822215,30,8340.14,5,1,Silver,0
11180,34,Male,2011049,42,18655.25,2,1,Platinum,1
11181,50,Other,546229,5,5204.44,13,1,Silver,1
11182,64,Female,1366572,21,28720.78,18,0,Bronze,1
11183,19,Male,763508,15,5059.66,12,1,Silver,1
11184,31,Other,1764547,20,8269.13,14,1,Bronze,1
11185,57,Male,731930,8,4547.7,5,1,Silver,0
11186,57,Male,279971,49,19251.14,10,1,Platinum,1
11187,68,Female,1828420,31,42145.34,2,1,Gold,0
11188,56,Male,1675552,12,45372.75,4,1,Silver,0
11189,68,Other,2073200,21,3872.91,12,1,Silver,1
11190,23,Other,1766049,30,31837.14,11,1,Bronze,0
11191,23,Female,597597,27,34313.96,4,0,Platinum,1
11192,20,Male,1661350,44,26828.37,11,0,Bronze,0
11193,24,Other,1541502,26,33449.15,9,0,Platinum,1
11194,68,Male,1515502,33,11914.43,10,1,Platinum,0
11195,25,Male,385784,26,24635.32,6,0,Bronze,1
11196,59,Male,1485412,26,19726.53,15,0,Gold,1
11197,69,Female,1399110,36,4758.49,10,0,Platinum,0
11198,32,Male,1046462,40,31390.16,6,1,Gold,0
11199,64,Other,923879,1,24912.2,1,0,Bronze,0
11200,46,Male,2394621,15,13976.15,4,0,Gold,1
11201,50,Other,1819814,1,23842.16,14,0,Platinum,0
11202,69,Male,1644315,11,38832.31,8,0,Bronze,0
11203,47,Other,1702718,2,40142.39,11,0,Gold,1
11204,56,Other,1389325,1,32581.45,15,0,Bronze,1
11205,44,Male,1394737,31,23547.07,19,0,Bronze,0
11206,53,Male,598825,44,28914.76,8,1,Gold,0
11207,46,Other,1955089,16,19435.26,13,0,Platinum,1
11208,55,Female,2085547,22,6589.85,18,0,Platinum,1
11209,50,Male,1271512,42,19465.34,17,1,Platinum,1
11210,54,Female,2085190,18,26657.54,6,1,Platinum,0
11211,44,Male,701477,47,30062.05,15,1,Silver,0
11212,50,Male,1097691,17,46809.31,13,1,Bronze,1
11213,21,Male,430596,30,38933.47,18,1,Bronze,1
11214,39,Male,1867906,10,7854.03,11,0,Silver,1
11215,19,Female,999595,35,8956.86,13,0,Bronze,0
11216,27,Male,1916473,21,5294.59,1,0,Bronze,0
11217,22,Other,1795283,16,36987.63,18,1,Gold,0
11218,27,Other,1633482,6,35394.28,5,0,Silver,0
11219,50,Female,494358,3,49322.24,6,0,Bronze,1
11220,55,Male,1996870,41,26244.56,1,1,Bronze,1
11221,30,Other,726701,43,41372.82,7,1,Silver,0
11222,48,Female,1782369,21,28949.06,4,0,Silver,1
11223,64,Male,976041,13,43742.11,9,1,Gold,1
11224,53,Other,1381753,18,36134.75,15,0,Gold,0
11225,62,Other,1447752,24,32251.34,6,1,Platinum,1
11226,41,Female,590447,27,28386.6,17,0,Platinum,0
11227,69,Male,700850,4,36231.64,18,0,Gold,0
11228,32,Male,1363473,22,21156.8,4,0,Bronze,0
11229,46,Other,1306984,24,5099.86,9,1,Silver,1
11230,25,Other,316908,40,2287.31,14,1,Gold,0
11231,22,Other,1852595,45,24107.48,3,1,Platinum,1
11232,46,Male,1051563,10,30084.79,1,1,Silver,1
11233,64,Female,1050712,2,4218.8,11,0,Platinum,0
11234,21,Female,1366374,40,14559.11,1,0,Bronze,0
11235,29,Male,841142,6,16305.0,12,0,Bronze,0
11236,62,Female,437902,48,28270.94,9,0,Platinum,0
11237,19,Other,2360231,18,14140.58,5,1,Silver,0
11238,44,Female,1794441,17,5053.74,15,1,Platinum,1
11239,48,Female,510258,38,8493.38,18,1,Silver,1
11240,68,Female,682450,45,8945.21,9,1,Gold,1
11241,68,Other,2098238,23,42181.94,13,0,Platinum,0
11242,53,Male,1936916,46,14430.69,13,1,Platinum,0
11243,53,Other,1315770,30,35820.18,13,1,Silver,1
11244,43,Male,1719598,21,28521.59,10,1,Gold,0
11245,60,Male,2409485,10,48858.83,10,0,Silver,1
11246,44,Male,245807,43,13859.29,7,0,Silver,1
11247,22,Female,1766089,13,8171.14,5,0,Platinum,1
11248,37,Female,1635986,12,2886.28,7,1,Platinum,0
11249,28,Male,860501,9,12275.7,10,0,Silver,0
11250,27,Male,1758274,4,34298.32,10,0,Bronze,1
11251,57,Female,828580,39,4537.33,13,0,Bronze,0
11252,55,Other,847272,24,12461.68,15,0,Bronze,0
11253,23,Male,738065,34,42808.83,6,0,Platinum,0
11254,25,Other,509963,39,29272.76,12,0,Platinum,1
11255,40,Female,1383493,41,3755.22,19,1,Gold,1
11256,64,Male,747578,5,2669.85,11,1,Platinum,1
11257,43,Other,1623271,15,3337.81,6,0,Gold,1
11258,63,Other,623915,4,47111.19,1,1,Platinum,1
11259,60,Other,2472476,39,42538.61,2,0,Bronze,0
11260,29,Female,2133690,8,42293.52,15,1,Bronze,1
11261,43,Female,1907229,49,46233.57,4,0,Silver,0
11262,30,Other,1751726,45,25411.19,5,1,Silver,1
11263,57,Other,1043521,24,12593.03,15,0,Gold,0
11264,35,Female,397345,28,20247.0,11,0,Gold,0
11265,42,Other,1850870,43,36027.54,10,1,Silver,1
11266,50,Other,1525499,27,43838.83,17,0,Gold,0
11267,64,Female,1692832,1,21924.02,2,1,Platinum,0
11268,57,Other,1008062,34,26908.43,10,0,Bronze,0
11269,60,Other,839724,17,46609.61,3,0,Silver,0
11270,29,Other,867538,37,5642.68,19,0,Silver,0
11271,61,Female,613151,38,43156.27,5,0,Platinum,0
11272,53,Other,2213338,26,8217.58,3,1,Gold,1
11273,65,Female,878387,24,24347.91,8,1,Silver,0
11274,21,Female,2262624,39,11155.63,5,1,Silver,1
11275,22,Male,651069,21,30266.5,12,1,Platinum,0
11276,54,Male,2147175,30,28061.1,14,1,Bronze,0
11277,25,Other,267359,47,19186.37,7,0,Silver,0
11278,59,Female,2242749,48,43206.18,11,0,Silver,0
11279,66,Male,1525831,13,33092.72,8,1,Platinum,0
11280,45,Other,984681,37,36143.89,5,0,Silver,0
11281,48,Male,486305,3,7787.79,8,1,Silver,0
11282,26,Male,1105352,32,44193.33,12,0,Bronze,0
11283,68,Female,1091255,35,8601.9,15,1,Silver,1
11284,46,Female,2160022,19,11372.41,19,0,Platinum,1
11285,31,Male,2478598,14,6664.34,16,0,Bronze,1
11286,57,Male,617230,48,22185.85,14,1,Bronze,1
11287,58,Female,1853172,22,44419.15,7,0,Bronze,0
11288,39,Other,2081397,17,12846.64,8,1,Gold,0
11289,28,Female,611377,4,18875.54,7,0,Platinum,0
11290,40,Male,1880664,45,42349.5,18,1,Gold,1
11291,18,Other,962557,40,31005.42,6,0,Silver,1
11292,63,Male,1273078,19,37655.33,19,1,Bronze,1
11293,54,Other,235757,37,10935.8,4,0,Gold,0
11294,38,Male,782933,2,35909.55,3,0,Silver,0
11295,43,Other,521199,15,11612.25,17,1,Gold,1
11296,63,Other,1368391,2,49369.5,19,1,Bronze,0
11297,53,Male,1126502,11,28126.34,15,1,Silver,0
11298,40,Other,1611746,45,34873.27,6,1,Bronze,0
11299,18,Female,2478701,23,6184.56,12,0,Bronze,1
11300,68,Male,2465125,10,12757.6,19,0,Gold,0
11301,57,Female,946631,3,7245.11,6,0,Platinum,1
11302,32,Male,229092,5,19691.48,11,0,Silver,1
11303,38,Other,1118746,3,14421.55,10,0,Silver,0
11304,64,Other,857191,38,36726.24,16,1,Platinum,0
11305,26,Other,2369934,13,5702.84,18,1,Silver,0
11306,26,Male,1083435,42,37677.35,14,1,Gold,1
11307,27,Female,2090576,19,2571.53,4,1,Silver,1
11308,69,Female,2139309,40,10340.29,12,1,Gold,0
11309,43,Male,407580,35,39660.66,8,0,Silver,0
11310,58,Male,969032,24,37216.0,7,0,Gold,1
11311,52,Female,1872992,24,23973.41,9,1,Platinum,1
11312,69,Female,747952,17,2784.14,17,1,Silver,1
11313,42,Female,2023948,40,30611.72,10,1,Gold,1
11314,43,Female,364244,10,20514.19,3,0,Bronze,1
11315,28,Male,676857,2,16031.45,8,1,Bronze,0
11316,55,Male,1312916,44,32128.41,14,1,Bronze,1
11317,19,Other,1860100,23,21999.74,7,1,Silver,1
11318,24,Female,211017,6,4893.33,16,0,Gold,0
11319,35,Other,2071621,2,45822.74,18,1,Bronze,1
11320,44,Male,409720,21,38991.11,11,0,Silver,1
11321,51,Male,2418222,35,3102.0,6,1,Gold,0
11322,44,Other,2000493,49,26395.67,14,1,Bronze,1
11323,34,Female,2332162,29,4443.86,13,0,Bronze,0
11324,60,Female,1895625,7,41913.31,4,0,Silver,1
11325,61,Female,978928,29,30766.79,11,1,Gold,1
11326,68,Female,2162160,37,8870.72,18,1,Silver,0
11327,41,Other,1934872,23,1330.84,1,0,Bronze,1
11328,42,Other,1851722,33,1869.58,12,0,Silver,1
11329,24,Male,237493,8,25516.06,18,1,Silver,0
11330,69,Female,1350311,12,36798.36,7,0,Bronze,1
11331,23,Female,1795776,46,6305.77,12,0,Bronze,1
11332,41,Female,2268535,48,11297.82,1,1,Gold,1
11333,50,Other,831581,10,16564.82,4,1,Gold,1
11334,66,Female,1886519,15,11138.42,18,1,Bronze,1
11335,46,Other,821747,24,19749.43,15,0,Bronze,0
11336,60,Female,1481258,26,28112.87,3,1,Platinum,1
11337,39,Female,628886,47,34341.36,7,1,Platinum,1
11338,43,Male,429171,42,48199.63,6,0,Gold,0
11339,45,Female,367558,39,46562.93,15,1,Silver,0
11340,67,Female,1183061,3,28635.31,15,0,Bronze,0
11341,38,Male,496412,2,36787.26,6,0,Bronze,0
11342,66,Other,2404490,6,47558.35,8,1,Silver,1
11343,24,Other,1543679,21,4448.56,8,1,Gold,1
11344,34,Female,2441530,9,580.05,1,0,Platinum,1
11345,37,Other,2474406,10,1781.05,13,1,Gold,1
11346,58,Female,1698118,36,28298.46,13,0,Silver,1
11347,66,Male,2000831,3,38212.82,11,0,Bronze,1
11348,37,Male,1794362,41,18543.63,4,1,Platinum,1
11349,39,Female,2268710,24,27398.39,7,1,Silver,0
11350,45,Male,2324349,22,25963.41,12,0,Bronze,1
11351,57,Male,1207705,49,5010.11,13,0,Gold,0
11352,66,Female,2405927,14,16282.94,12,1,Platinum,0
11353,24,Female,1046056,42,1265.93,16,0,Bronze,0
11354,18,Male,516790,45,5802.07,6,0,Bronze,1
11355,49,Other,2116195,44,40649.35,14,0,Bronze,1
11356,30,Other,245712,27,41521.85,19,1,Bronze,0
11357,47,Female,533964,33,40156.73,16,0,Bronze,1
11358,40,Female,2422494,22,36422.89,4,0,Gold,1
11359,68,Other,1864092,29,39727.65,5,1,Silver,0
11360,36,Male,536497,19,33647.82,9,0,Platinum,0
11361,49,Other,687707,19,33590.72,3,0,Gold,1
11362,47,Other,292091,6,33467.88,10,1,Platinum,0
11363,46,Other,1596634,45,25847.93,17,1,Bronze,0
11364,66,Other,1430478,19,18358.36,19,1,Silver,0
11365,62,Female,1093150,13,36590.7,10,1,Bronze,1
11366,46,Female,735827,26,15142.71,12,1,Gold,1
11367,47,Male,1132196,22,27282.24,7,0,Gold,0
11368,33,Male,2249736,21,21837.77,18,0,Platinum,0
11369,57,Male,1524054,36,14048.13,19,1,Bronze,1
11370,36,Male,621743,2,48742.09,15,0,Bronze,1
11371,35,Other,1763482,47,13159.96,7,1,Silver,1
11372,18,Female,1830872,44,15671.87,12,0,Silver,1
11373,31,Female,1725068,30,8330.9,7,0,Bronze,1
11374,68,Male,1610038,27,41202.14,10,0,Platinum,1
11375,64,Male,619924,7,29453.49,10,1,Silver,0
11376,67,Other,1914796,20,30768.05,5,1,Bronze,0
11377,19,Other,2183518,31,41081.9,18,1,Bronze,0
11378,45,Male,2364452,23,17343.11,9,0,Bronze,1
11379,66,Female,591407,13,9923.58,16,1,Gold,0
11380,67,Female,1007274,17,10160.75,7,0,Platinum,0
11381,47,Female,2335896,4,36711.21,10,0,Bronze,0
11382,55,Male,578226,14,30821.52,5,1,Bronze,0
11383,68,Female,2164078,20,10555.04,7,0,Bronze,0
11384,21,Other,2156678,13,7509.75,5,0,Silver,0
11385,18,Other,2126252,3,6298.16,15,0,Bronze,0
11386,25,Male,2274278,26,31501.59,19,1,Gold,1
11387,46,Other,2218852,26,305.9,10,1,Gold,0
11388,56,Male,989622,18,1210.47,8,1,Platinum,0
11389,20,Female,2345265,32,19660.79,9,0,Bronze,1
11390,49,Female,339861,14,34660.09,11,0,Bronze,0
11391,27,Female,1280701,47,34843.46,2,1,Bronze,1
11392,27,Other,1478343,3,21676.88,3,0,Gold,0
11393,36,Male,890778,1,34646.36,13,1,Silver,1
11394,63,Female,378157,26,26198.48,11,1,Silver,0
11395,51,Male,1953897,24,48853.49,10,1,Bronze,0
11396,50,Female,811709,49,8374.27,15,1,Silver,0
11397,40,Other,1965018,35,30153.16,6,0,Platinum,0
11398,45,Other,2041903,14,24714.57,1,0,Gold,0
11399,49,Male,1429959,3,9964.98,14,0,Bronze,1
11400,67,Other,944854,13,37574.52,18,1,Silver,0
11401,24,Other,2368169,47,13992.75,11,0,Bronze,1
11402,46,Male,1863229,14,19270.98,8,1,Bronze,0
11403,25,Female,1858332,21,18929.08,3,1,Gold,0
11404,18,Other,457137,26,12436.96,14,1,Gold,0
11405,20,Male,1549651,3,21706.05,2,0,Silver,1
11406,41,Other,1304399,40,23825.29,16,1,Gold,1
11407,40,Other,1024464,4,37287.82,6,0,Platinum,1
11408,25,Other,971279,36,38323.91,1,0,Bronze,1
11409,64,Other,1267383,43,8180.23,14,0,Gold,1
11410,54,Male,863431,1,29760.78,10,0,Silver,0
11411,20,Male,777701,40,44841.03,6,0,Silver,0
11412,68,Male,1788404,47,5706.69,9,0,Silver,1
11413,50,Other,2005148,33,23803.83,7,0,Platinum,1
11414,45,Other,1318824,7,37592.55,2,0,Gold,0
11415,64,Other,452515,11,30691.12,11,1,Gold,0
11416,25,Male,1359070,27,5299.11,14,1,Platinum,1
11417,51,Other,809723,14,20011.32,5,0,Gold,1
11418,52,Female,744075,22,25509.8,9,0,Gold,0
11419,49,Other,483126,16,49793.53,7,0,Gold,1
11420,41,Female,2176230,46,9176.81,14,0,Platinum,0
11421,31,Other,972783,12,49126.46,16,0,Platinum,1
11422,49,Male,2409375,49,18994.64,16,1,Silver,1
11423,63,Other,1819800,46,10255.93,7,0,Platinum,0
11424,60,Female,1126097,10,20881.22,10,0,Platinum,0
11425,33,Female,2183438,24,30815.56,6,0,Silver,1
11426,21,Other,1199647,46,10910.82,17,1,Platinum,0
11427,69,Female,583609,18,14784.52,1,1,Gold,1
11428,54,Female,2063082,22,42770.96,2,0,Bronze,1
11429,38,Male,1953313,9,49950.77,14,1,Silver,0
11430,31,Other,2448885,17,16113.18,4,1,Bronze,0
11431,48,Other,1772088,38,7698.18,9,1,Bronze,0
11432,65,Other,1486353,40,39720.59,6,1,Silver,1
11433,35,Female,2464719,13,30142.65,17,1,Bronze,0
11434,24,Other,1262279,37,5289.94,11,1,Bronze,0
11435,27,Other,1170584,6,47354.54,4,1,Silver,0
11436,24,Male,1103923,21,4179.06,9,1,Silver,1
11437,50,Male,1861342,36,31380.21,16,0,Gold,0
11438,40,Male,1019593,7,21369.68,3,0,Silver,0
11439,38,Female,1651508,36,27964.21,4,1,Platinum,0
11440,36,Other,1224603,25,10896.75,3,1,Bronze,0
11441,65,Male,2279368,11,34499.09,13,0,Silver,1
11442,36,Male,1579641,44,47998.07,19,0,Gold,1
11443,53,Male,891898,14,23083.77,1,1,Silver,1
11444,46,Other,824860,45,26291.03,6,0,Bronze,1
11445,35,Other,1216783,29,12218.64,3,1,Silver,0
11446,19,Other,1517933,10,44625.84,3,0,Bronze,1
11447,18,Female,2472447,48,48567.37,16,1,Silver,0
11448,64,Female,2126663,5,39378.96,10,0,Gold,1
11449,22,Male,985786,8,27275.84,17,1,Platinum,0
11450,37,Other,1316850,46,47852.8,7,0,Gold,0
11451,28,Male,2126436,5,7946.35,13,0,Silver,0
11452,59,Other,763889,24,24081.0,11,1,Bronze,1
11453,19,Other,2108897,40,27019.0,10,1,Gold,1
11454,20,Other,477834,26,24748.25,7,0,Platinum,1
11455,40,Female,1512629,6,40180.19,6,0,Platinum,0
11456,29,Female,1590752,16,33619.02,1,1,Bronze,1
11457,37,Other,736350,36,6594.93,17,0,Silver,0
11458,22,Male,537530,12,17518.63,12,0,Gold,1
11459,54,Other,1938667,11,17152.12,4,0,Gold,1
11460,55,Other,1384801,3,28411.92,3,0,Bronze,1
11461,47,Male,828758,44,14785.48,6,0,Gold,1
11462,26,Other,1932141,37,6128.41,16,1,Bronze,1
11463,51,Male,288887,6,32788.03,13,0,Bronze,0
11464,61,Female,1035544,19,42596.54,9,0,Silver,1
11465,52,Female,2439164,18,46600.92,11,1,Bronze,1
11466,69,Male,2094018,16,48637.15,13,1,Gold,1
11467,39,Female,486629,23,39121.51,19,1,Bronze,0
11468,61,Female,2140592,43,7243.21,3,1,Gold,1
11469,41,Male,1834461,37,42699.66,12,1,Bronze,1
11470,34,Female,2214601,9,20178.02,19,0,Silver,0
11471,27,Other,2016418,3,36576.59,8,0,Silver,1
11472,47,Other,958271,8,26704.02,14,0,Bronze,0
11473,63,Male,1946988,38,41481.72,9,1,Bronze,0
11474,40,Female,350635,4,21447.63,17,1,Bronze,1
11475,49,Other,902682,12,3371.15,6,1,Silver,0
11476,34,Other,1220346,44,27974.14,4,0,Platinum,1
11477,67,Female,2086522,31,8813.14,4,0,Bronze,0
11478,68,Female,1529328,25,48286.23,19,0,Platinum,1
11479,34,Other,452773,16,26490.06,12,0,Bronze,0
11480,31,Other,1034938,42,27811.87,2,0,Gold,0
11481,26,Male,1007400,14,45391.11,17,0,Silver,0
11482,57,Male,589821,13,31341.89,15,1,Platinum,1
11483,19,Other,2477732,41,15345.65,10,0,Platinum,0
11484,62,Male,372903,7,15015.9,3,0,Silver,1
11485,42,Other,302951,12,25228.46,4,0,Platinum,1
11486,56,Other,505745,37,43370.43,1,0,Bronze,0
11487,26,Male,1979892,4,39798.05,1,0,Platinum,1
11488,39,Male,2369330,2,48148.21,18,1,Bronze,1
11489,60,Female,1408402,35,3872.74,4,0,Platinum,0
11490,63,Female,2367045,44,13635.81,15,0,Gold,1
