Size,Bedrooms,Bathrooms,Garage,Age,DistanceToCity,CrimeRate,SchoolRating,Price
1657,4,4,0,11,20.73,0.55,3,80.6
1331,3,2,1,25,11.8,3.49,4,53.84
1615,3,4,1,28,10.27,6.21,6,72.24
2330,2,2,1,37,1.8,4.02,3,85.54
1848,3,3,1,34,6.95,0.26,9,90.98
1369,2,2,1,36,9.52,4.76,5,53.87
1980,4,2,0,45,5.67,4.42,8,80.45
1336,3,2,0,43,1.44,7.57,4,51.89
684,5,2,2,44,15.38,2.8,5,34.3
1096,3,1,0,44,3.0,2.18,2,40.9
751,3,2,0,28,0.7,2.56,4,49.97
1359,3,1,0,48,0.58,3.04,6,52.14
1507,2,3,1,23,5.21,5.99,9,68.04
2170,3,2,1,14,2.88,4.72,5,90.15
1630,2,1,2,5,0.5,3.37,6,83.13
1412,3,1,2,31,6.74,3.74,5,64.86
1831,3,1,1,43,8.03,3.71,1,55.07
615,4,2,1,33,6.46,9.72,6,28.01
1594,2,1,0,35,1.13,2.33,2,58.8
1808,2,3,0,19,5.85,8.18,8,73.4
908,3,1,0,11,0.5,7.08,7,42.91
1957,4,2,0,34,1.82,0.06,5,91.78
1635,4,3,0,48,2.54,9.93,6,58.69
1333,3,3,0,37,9.02,7.56,3,47.77
1753,3,1,1,16,2.47,6.82,7,80.4
2408,2,3,2,26,0.5,4.05,8,103.2
1572,5,2,1,16,2.17,5.55,8,82.48
1599,3,3,2,10,3.45,2.53,4,80.67
1316,3,2,1,38,14.88,0.35,4,56.64
1160,3,2,1,1,14.15,8.36,6,61.21
1832,2,4,1,1,1.0,8.96,9,90.08
1157,5,2,0,28,1.02,1.62,9,78.01
1528,2,2,0,44,0.89,7.87,5,54.69
1308,3,2,2,23,7.78,7.41,7,62.69
1691,2,1,2,23,0.5,1.78,9,81.3
1633,4,1,0,15,0.68,4.22,4,77.24
1915,4,1,0,30,3.86,4.23,8,83.15
1295,3,2,1,48,1.42,7.6,4,45.12
1392,3,2,0,42,0.5,8.38,5,48.91
1108,4,2,1,8,2.23,0.95,3,71.31
1322,2,1,0,26,1.6,5.63,6,59.99
1650,3,2,1,40,3.58,7.62,8,72.22
1802,2,3,0,13,19.37,7.86,6,68.11
1131,5,2,1,44,0.66,1.48,3,51.41
1847,3,2,0,24,2.33,5.26,4,75.61
2042,4,3,1,42,13.44,8.58,6,74.42
1665,3,3,2,43,10.47,3.19,6,56.82
2250,2,2,1,21,2.51,4.25,6,91.64
1190,2,3,2,34,6.0,8.04,2,48.27
1002,3,2,2,32,0.5,0.89,7,61.25
788,3,3,2,26,6.23,8.59,9,43.75
2098,2,2,1,39,18.03,3.11,6,67.85
1761,1,2,1,25,3.86,0.01,7,80.23
1477,4,1,2,18,3.45,2.34,9,73.05
1611,5,3,0,44,1.04,0.9,6,78.93
1049,3,2,1,38,5.02,0.92,7,56.09
2478,3,2,2,44,4.46,6.93,7,95.99
1551,1,2,1,25,5.28,2.14,4,56.71
1543,3,3,2,5,0.5,9.35,6,73.02
1790,4,3,1,2,3.98,5.16,8,94.94
1692,2,2,2,5,4.52,4.6,4,84.11
1589,2,2,1,27,1.16,4.34,8,76.25
1183,4,2,1,2,1.17,6.93,6,63.14
1688,3,2,1,12,1.62,4.52,5,76.84
2252,1,3,2,12,6.22,1.29,6,87.24
2038,3,1,2,12,4.66,8.8,5,81.54
2137,3,2,2,0,9.35,4.28,8,104.43
1295,3,2,1,39,1.75,0.74,6,63.5
1104,4,2,1,36,12.16,5.29,9,55.39
1449,4,2,0,30,6.81,6.47,6,64.31
1522,3,2,2,16,2.51,2.76,7,76.68
1937,4,1,1,8,0.5,8.0,10,78.0
823,3,2,0,44,1.49,6.7,3,40.6
2111,4,2,0,12,15.71,6.5,7,87.49
1436,3,1,2,36,1.86,4.21,3,53.28
1329,4,1,2,13,2.0,9.62,8,67.19
1095,4,3,2,10,1.05,2.74,6,71.92
838,2,2,1,24,8.22,5.78,9,53.12
1829,4,2,1,30,1.61,3.09,8,86.39
1529,4,3,1,13,2.0,7.45,2,71.77
984,4,2,0,6,2.68,0.48,3,65.66
981,2,2,2,23,2.84,0.46,6,55.47
1365,4,2,0,48,2.65,8.11,6,54.82
2167,4,2,1,35,3.5,4.34,3,83.22
1396,3,2,1,41,8.42,3.41,3,49.99
898,5,2,1,41,8.55,6.08,6,40.05
1401,1,3,2,46,8.01,7.02,1,38.11
1390,2,3,0,43,0.53,2.01,8,69.62
500,3,1,1,40,8.04,1.85,8,45.2
1478,3,1,0,2,0.64,9.58,7,75.53
1407,3,2,0,46,0.67,5.9,1,51.71
1778,1,2,1,43,14.77,3.9,1,54.78
2239,5,1,0,25,8.56,8.01,6,83.12
1950,1,3,1,46,4.02,5.25,10,69.78
1392,2,2,1,25,10.4,2.42,5,71.66
1057,1,3,0,0,22.72,2.07,5,49.57
2529,3,3,0,14,4.72,3.97,3,96.81
1523,4,3,1,10,4.75,8.6,7,72.34
1505,3,2,2,36,7.02,0.61,6,68.96
1490,4,2,1,6,1.32,2.19,3,81.97
1579,1,2,1,11,0.91,8.93,6,63.95
1442,3,1,1,37,7.13,1.22,7,55.02
1270,3,2,1,2,2.11,6.3,6,67.84
1281,3,2,0,41,0.73,2.14,7,60.03
1486,2,1,1,25,1.89,6.06,8,64.42
1282,3,2,1,29,2.22,3.83,7,62.11
1214,3,3,1,31,16.79,1.02,6,56.04
1542,4,1,1,35,5.99,5.82,8,59.01
1398,3,1,2,44,3.78,6.83,9,64.82
2101,2,2,0,36,17.35,6.8,5,74.78
500,3,4,2,17,11.67,6.37,3,42.39
1936,2,2,1,0,3.59,5.0,8,85.46
1998,4,1,1,20,11.81,5.19,4,80.57
670,3,2,0,27,2.59,6.36,9,41.15
1362,2,3,1,47,1.31,6.9,1,44.37
1351,5,3,1,15,1.32,6.55,9,70.7
936,3,2,1,47,5.43,5.87,6,52.79
1188,2,2,0,27,3.48,1.56,7,59.92
1055,3,2,1,21,5.38,2.11,5,53.79
2200,3,1,0,18,5.79,2.6,10,97.2
1874,4,2,2,47,0.5,9.2,4,69.99
2008,4,3,2,0,0.5,7.59,4,92.2
1788,5,4,0,30,3.8,5.53,2,76.07
1048,3,2,2,41,1.06,2.52,9,62.54
1290,3,1,2,33,5.01,1.11,6,58.26
1695,4,2,1,45,4.02,8.99,7,63.64
1011,2,3,1,39,4.41,8.93,7,38.83
1785,3,3,1,5,1.8,1.11,8,91.21
1403,3,1,1,27,5.11,7.97,7,67.44
1350,2,2,1,2,8.84,4.47,6,68.33
1784,3,2,1,30,31.25,3.24,7,59.13
1677,4,2,1,15,9.11,7.39,7,73.51
1355,4,3,0,16,4.08,6.14,3,58.05
1963,2,2,2,43,1.07,7.8,3,65.97
1067,2,3,1,26,5.72,0.74,2,51.15
1746,3,2,1,23,13.88,3.19,5,75.01
1737,4,3,2,19,1.19,3.19,6,95.52
1376,2,2,1,31,1.48,3.3,6,62.52
1630,4,3,1,34,0.81,5.02,9,73.46
999,2,2,2,12,6.67,2.83,5,58.05
1869,3,2,2,47,2.61,4.44,7,81.16
1426,3,2,0,42,0.5,3.68,6,63.99
1290,4,2,1,19,10.4,7.35,4,55.97
1919,2,2,2,47,4.08,6.04,6,58.54
1218,3,2,1,1,2.01,6.54,9,70.86
936,2,4,1,3,2.11,2.11,3,66.14
877,4,1,0,26,1.71,3.26,6,56.65
1742,4,3,0,24,3.04,0.21,2,87.28
987,2,4,1,3,2.06,1.08,5,64.39
2201,4,1,1,31,3.97,2.65,6,88.35
667,3,2,2,16,7.43,0.65,8,53.92
2178,2,2,1,0,5.61,6.03,7,98.44
1584,3,1,0,32,1.74,9.98,6,57.26
1461,2,2,0,29,3.76,1.01,9,74.26
1282,4,3,2,4,9.17,8.21,5,63.54
1659,4,1,1,11,0.5,1.19,7,83.71
1484,2,2,1,37,0.5,6.7,6,65.17
1941,3,2,2,31,4.06,6.43,8,81.32
1545,4,3,1,37,5.1,9.03,7,66.09
1560,4,1,0,16,1.19,1.14,9,82.36
1354,3,2,2,44,6.84,3.15,4,59.7
1477,5,2,2,39,5.2,0.91,7,67.83
1623,3,2,0,31,12.84,4.07,7,61.65
815,3,3,2,23,0.93,9.12,7,51.72
960,4,3,1,11,6.96,7.82,6,54.54
1797,3,1,1,46,0.5,7.23,1,57.88
1568,3,2,2,30,4.17,5.33,4,61.16
1426,3,2,2,18,4.01,8.83,5,66.35
1507,4,2,0,28,2.46,4.49,8,80.97
1639,4,2,0,20,9.31,1.5,8,82.9
1284,3,2,0,25,0.5,8.38,3,51.05
1188,3,2,1,27,3.67,2.8,9,71.54
1578,3,4,0,16,1.22,0.54,3,81.92
1108,3,1,1,8,6.8,1.26,5,62.09
1663,2,3,0,20,0.5,6.09,4,77.18
818,4,2,1,49,8.91,6.07,8,37.08
1911,3,2,0,33,9.1,2.6,7,70.87
1689,3,3,2,10,8.94,7.27,5,73.21
1602,2,2,0,19,0.83,7.74,7,71.5
1893,2,2,1,48,4.98,9.21,3,54.3
2166,4,2,2,49,0.5,5.85,5,70.99
1905,3,2,1,46,9.42,7.79,5,70.7
763,2,3,0,38,6.42,7.53,4,46.45
988,3,3,0,15,3.79,2.58,8,60.6
1250,3,1,1,28,6.56,3.1,7,57.12
1510,1,1,1,0,0.5,4.78,4,65.44
1707,3,2,1,17,3.76,0.19,4,77.94
1209,3,1,1,21,1.72,2.97,1,49.62
1574,3,2,1,7,17.99,4.74,5,62.79
1197,3,1,1,6,9.73,1.08,6,67.74
1255,3,2,1,24,6.61,1.26,4,54.76
937,5,1,2,29,13.57,4.63,7,42.34
1130,3,2,0,33,2.13,7.31,5,49.71
959,3,2,1,43,11.56,8.34,5,31.19
1109,2,2,0,47,1.97,5.46,9,49.88
1921,3,4,1,40,6.6,4.75,4,72.29
1120,4,3,2,10,6.67,3.84,5,65.08
2552,2,2,1,14,0.5,1.93,5,110.72
1697,4,1,2,34,2.24,1.47,4,72.54
1573,1,3,1,22,0.5,7.92,4,67.11
1156,3,3,2,44,29.2,4.65,5,36.91
1780,4,3,1,20,0.65,7.9,8,77.22
1269,3,1,0,27,3.91,7.04,7,50.28
1548,3,4,0,12,7.82,1.94,7,71.94
2524,2,2,1,33,1.12,5.1,6,88.31
1461,4,3,0,37,3.32,4.44,6,56.54
1959,2,3,1,5,4.68,4.24,4,82.4
1218,4,2,1,43,0.87,5.43,2,54.27
1486,2,3,2,3,7.54,9.82,5,66.34
2208,4,2,1,4,1.78,8.13,6,93.82
1249,3,4,1,39,1.19,9.04,2,44.66
2224,4,2,2,5,4.09,0.3,2,102.22
1783,3,4,2,20,2.64,1.4,4,86.02
1275,4,1,0,27,12.65,0.85,5,54.77
1752,2,3,1,2,10.6,2.63,5,85.33
1889,2,2,1,22,3.3,4.42,3,74.56
1748,3,2,1,7,2.23,6.42,4,80.18
871,2,2,1,18,1.97,5.01,4,48.07
1209,2,3,2,10,1.56,9.03,2,48.75
1400,4,1,1,49,3.93,9.4,5,54.34
1470,5,2,1,9,8.17,1.64,2,75.3
1748,3,2,2,27,1.86,8.53,7,70.48
1571,4,4,0,19,1.05,4.82,5,79.69
965,3,1,1,43,3.23,4.53,5,37.05
1652,3,1,1,27,0.5,7.85,3,55.96
1744,4,2,0,28,6.04,0.93,4,80.29
1723,3,2,1,7,3.65,8.82,4,79.37
1932,5,2,0,18,3.43,6.71,10,90.41
1833,3,2,2,47,1.79,8.75,8,71.8
1683,3,3,1,20,11.75,9.94,1,53.07
1471,2,3,1,17,0.5,5.18,6,69.21
835,2,2,1,8,10.19,0.93,4,49.87
1671,1,1,0,3,2.36,1.67,3,82.48
1583,5,2,0,40,10.63,3.24,7,70.19
1608,4,1,1,24,6.52,1.04,3,78.08
989,4,3,1,33,0.55,8.15,5,45.38
1067,3,2,1,8,8.91,2.97,6,56.44
1921,3,2,1,8,5.73,9.76,6,85.77
1484,2,2,1,17,0.5,7.03,10,72.06
1772,3,3,1,10,0.72,1.73,7,96.43
1511,3,1,1,12,5.05,4.76,7,72.44
1511,4,2,0,37,5.43,4.67,5,73.83
1875,3,1,1,8,6.86,4.93,1,82.81
1293,2,3,2,15,6.37,5.36,7,64.66
1538,1,3,0,3,5.39,0.31,10,85.38
1315,2,2,1,33,7.27,6.86,5,51.44
1326,3,2,1,6,4.28,4.87,10,69.25
1376,4,3,1,14,1.51,7.91,3,62.75
1588,3,2,1,37,12.17,8.15,4,51.54
1308,4,2,0,10,0.5,2.31,3,72.29
2002,3,2,1,31,2.28,0.48,6,83.92
1142,3,2,0,26,6.53,7.03,7,51.7
1425,2,1,1,29,2.79,9.78,5,50.75
1324,4,3,2,16,0.5,4.47,9,77.04
2078,4,2,1,35,0.5,2.6,6,95.73
1578,2,1,0,18,5.23,1.57,6,78.35
1912,3,3,2,6,16.74,2.87,7,81.63
905,3,2,2,42,4.01,3.28,3,42.77
1606,3,1,1,44,3.53,4.24,7,62.84
1855,4,2,1,20,1.92,6.55,4,75.43
1532,3,3,0,27,1.48,2.73,4,81.39
1926,3,3,2,2,0.5,0.51,6,98.03
1293,2,4,1,13,1.59,3.73,9,71.71
2063,2,3,2,1,2.98,8.56,6,98.63
2419,2,1,1,28,1.1,4.98,6,96.9
1354,1,2,1,17,0.5,9.65,7,56.28
1321,4,3,2,36,6.32,5.04,4,62.61
2081,4,2,1,44,11.25,2.76,8,80.47
2131,2,2,0,44,13.81,1.93,5,73.67
1290,4,2,0,23,4.81,6.95,3,52.24
1331,2,2,1,45,0.5,5.36,5,40.47
1387,3,3,0,11,6.75,6.04,4,57.95
962,2,2,1,44,0.58,7.55,4,31.92
1132,3,2,1,31,5.54,7.26,4,49.8
1098,3,4,1,17,7.56,0.43,3,64.08
1192,3,2,1,12,6.47,8.03,7,64.51
1486,3,1,2,3,15.17,5.33,6,63.48
1593,5,2,0,22,6.7,3.92,6,83.89
2120,2,3,1,9,5.91,5.38,5,97.95
1100,2,3,0,4,1.52,6.12,7,63.54
1893,2,3,1,49,12.94,1.5,3,63.14
1414,3,3,2,39,0.99,4.17,6,61.6
1480,2,2,2,13,11.76,3.36,4,68.07
1769,4,3,1,33,1.87,3.5,6,88.8
1050,3,3,1,27,0.7,0.91,5,61.01
1652,3,1,2,7,8.76,1.6,7,74.97
1566,3,1,2,15,0.5,1.62,8,91.88
1696,2,4,2,30,8.92,3.73,7,72.22
1615,2,3,1,6,1.52,8.94,3,77.25
2482,3,3,2,2,10.8,2.06,4,110.6
1244,3,3,0,28,5.88,4.16,9,62.5
1287,2,2,0,35,5.49,3.12,5,60.01
1250,2,2,0,38,2.27,7.87,9,48.49
1277,5,2,0,3,0.5,0.5,5,78.66
1245,1,1,1,8,8.86,1.97,9,64.41
1975,4,3,2,16,0.94,2.11,9,98.51
2068,4,2,1,48,2.33,9.93,7,74.92
1271,3,2,1,19,4.59,5.71,1,58.57
1167,2,2,1,13,3.29,1.39,5,57.3
1688,2,2,1,45,1.11,2.72,9,69.13
1279,3,1,1,28,0.76,1.68,8,65.56
1753,3,2,2,12,0.66,1.25,3,88.12
1581,4,1,1,35,9.94,7.97,5,51.0
893,4,1,1,44,0.5,4.96,8,50.13
2119,3,4,1,16,18.86,6.31,6,77.84
2218,2,1,2,46,1.11,3.31,8,85.96
1254,2,2,0,49,0.58,5.54,8,56.59
1344,4,2,1,42,4.3,2.58,9,59.17
1614,2,2,1,3,0.5,3.08,3,80.16
1633,2,1,1,19,4.61,6.52,3,63.48
1763,4,3,2,10,9.51,1.5,2,78.9
2304,3,3,1,41,0.5,6.17,9,84.39
1429,4,2,1,21,8.04,8.52,6,58.33
1180,3,2,2,44,2.51,1.2,2,49.09
948,2,3,1,7,0.87,8.97,5,51.22
1207,4,3,1,27,0.97,0.79,5,66.11
1486,3,2,1,44,12.55,3.49,8,62.19
2217,3,1,0,40,0.59,6.11,7,85.99
1292,3,2,1,29,10.08,5.59,7,49.49
1589,2,2,0,32,3.93,0.96,1,63.41
1493,3,1,2,32,0.5,7.99,9,60.31
1975,2,2,1,46,3.12,9.73,4,57.07
2510,3,2,0,35,8.5,1.81,6,87.69
1287,3,2,1,26,6.48,8.95,2,40.73
1304,4,3,1,19,3.35,5.57,2,59.79
1917,4,3,0,32,9.83,9.36,1,66.42
1772,2,2,0,24,0.64,1.76,6,81.75
2238,3,3,1,43,12.04,7.92,6,70.48
1733,3,1,1,42,9.37,0.6,2,59.74
1356,2,3,1,18,6.16,8.83,4,57.65
1736,4,1,1,46,8.52,6.74,8,62.25
1943,4,1,1,20,3.92,3.7,3,86.33
1828,2,2,1,41,5.62,1.9,4,65.03
1702,3,2,1,32,4.11,8.17,5,55.66
1926,2,3,1,2,2.2,6.03,8,94.0
1967,3,2,1,13,4.21,3.6,4,76.65
2052,2,2,2,14,1.49,4.44,10,87.33
1759,5,2,1,32,2.9,8.27,5,67.77
1433,4,2,2,41,1.65,3.39,5,63.26
1558,3,2,1,21,0.66,0.9,3,78.27
1982,3,2,0,0,1.94,9.11,7,82.15
1173,4,3,1,30,9.55,3.87,4,62.5
1647,3,3,1,46,2.4,3.48,6,60.71
1342,2,4,1,34,6.89,2.04,4,59.1
1511,3,2,1,19,0.96,8.97,5,68.95
2011,4,3,2,31,2.76,2.18,8,96.8
1576,3,2,1,11,0.61,6.37,7,61.64
1518,3,2,1,15,0.75,8.81,3,78.09
956,4,2,0,7,4.8,0.35,6,64.54
1798,4,4,2,13,4.68,8.29,6,83.56
1758,4,3,2,17,1.2,4.11,2,79.41
2365,2,4,1,29,3.22,6.58,6,101.75
1376,3,3,1,32,9.95,3.72,4,65.67
1587,4,3,1,33,0.96,6.96,6,79.73
1599,4,3,0,43,0.5,2.54,7,74.98
2130,3,2,1,48,5.28,0.22,3,84.89
1461,2,2,0,33,0.5,9.48,3,46.54
1611,4,2,1,48,19.55,0.16,4,59.59
1743,4,1,1,6,4.7,8.24,9,86.04
1574,2,2,1,5,3.18,1.69,7,84.09
1321,3,2,1,5,2.81,3.92,1,67.07
1577,2,2,2,21,4.26,8.22,5,60.57
1929,3,4,0,7,0.5,2.06,4,99.36
1089,1,3,1,36,13.3,8.66,6,44.09
1553,3,1,0,14,4.91,4.98,6,75.98
1219,3,2,0,25,1.02,3.66,9,66.83
1978,3,2,0,38,4.13,6.62,4,71.0
890,3,2,1,2,0.72,3.41,6,68.25
1276,4,3,1,9,0.5,3.47,7,80.81
1650,2,2,2,2,4.98,7.34,8,74.34
2126,2,2,1,29,5.23,3.1,5,85.5
1473,4,3,0,45,4.38,2.01,7,70.18
1277,2,3,1,21,1.01,8.08,5,54.42
2252,5,1,0,2,4.62,8.05,5,99.39
920,4,3,1,0,0.5,4.98,8,71.57
620,3,2,0,32,4.7,5.27,9,38.26
1676,5,2,1,18,4.04,6.96,7,71.24
1299,2,1,1,35,5.32,5.09,5,55.11
1091,3,2,2,33,11.29,4.17,8,63.05
1783,3,2,1,30,9.5,9.95,1,59.29
1597,3,2,2,42,19.73,1.48,3,61.83
1274,4,2,0,23,18.7,5.93,7,49.35
987,2,3,2,11,7.4,8.86,4,48.28
1848,3,2,1,12,15.67,6.87,9,77.74
1760,3,1,0,15,10.1,8.81,5,62.6
1460,3,3,1,15,6.5,3.36,5,74.21
2238,3,1,0,19,0.5,2.72,7,98.12
1071,3,3,1,40,0.5,8.51,7,46.54
889,4,2,0,47,9.09,3.94,6,40.55
1223,2,2,1,26,3.36,7.1,4,62.02
1481,4,2,2,38,8.43,1.48,7,66.09
1597,3,1,0,12,1.88,7.56,5,63.67
1403,4,2,1,3,2.53,5.49,3,66.21
1640,4,1,1,31,6.02,2.69,6,73.7
999,2,2,2,44,12.34,4.95,2,22.45
2077,3,1,1,39,0.5,6.97,10,78.95
1467,4,2,1,33,9.88,0.12,6,65.05
1946,3,2,1,38,7.88,6.37,10,76.4
1637,5,2,0,42,1.9,5.42,5,66.96
1682,3,1,0,16,2.19,2.2,10,85.89
1727,2,1,1,23,0.5,7.53,3,69.24
1679,3,1,0,28,0.5,3.03,1,73.78
1757,5,3,1,45,3.24,2.77,1,68.87
2031,3,2,1,27,0.5,4.71,6,81.68
1578,4,3,1,44,1.08,6.76,2,64.22
1783,4,2,0,46,9.38,9.29,6,51.37
1464,3,2,2,21,4.23,1.41,5,77.08
2076,2,2,2,27,5.02,3.96,5,83.75
1229,4,3,0,24,1.04,0.67,6,72.69
2220,3,2,1,40,8.82,7.59,3,75.23
1483,4,1,1,2,10.12,4.48,7,76.49
927,3,2,0,12,3.7,7.07,6,52.64
1551,3,2,1,30,12.18,3.22,9,63.86
1227,4,2,0,12,9.32,8.44,5,53.43
1836,3,2,2,40,6.57,5.35,10,84.66
1238,3,2,2,17,6.62,9.44,6,59.43
1321,3,2,1,36,0.56,0.79,10,76.07
744,3,2,1,42,1.58,5.14,1,31.49
1319,3,3,2,33,0.5,7.66,7,60.93
530,4,3,2,16,0.5,6.0,8,51.98
866,3,2,2,20,0.86,0.23,2,61.63
1804,3,2,0,35,10.62,9.72,6,60.67
1814,3,3,0,49,1.37,2.98,8,77.15
1670,3,2,1,39,17.56,2.49,6,67.74
1113,3,2,1,18,4.55,4.86,2,58.7
1480,4,3,0,11,1.35,5.42,7,76.09
1498,4,2,0,27,3.44,7.66,2,65.74
1036,3,1,2,10,1.24,3.93,8,57.55
2101,3,3,2,47,20.67,4.4,1,60.35
1850,1,1,1,36,9.4,5.35,3,63.88
1411,3,3,2,27,0.5,3.94,4,69.94
1510,3,3,1,34,14.76,9.15,6,53.12
1583,3,4,2,43,6.38,8.51,10,63.12
683,3,1,1,14,0.5,4.55,3,42.77
1401,2,2,0,15,5.55,0.0,3,64.36
1227,2,2,1,44,5.21,9.01,5,41.87
1099,5,2,1,6,1.23,1.24,8,68.91
1387,3,1,1,46,7.1,2.45,6,62.35
2219,3,2,0,2,0.5,1.52,5,105.15
1756,2,2,2,30,3.36,1.8,6,83.97
1271,1,1,0,11,0.5,8.03,4,55.54
1729,4,2,0,7,17.33,5.8,5,73.52
2059,3,3,1,24,6.96,9.56,5,77.48
1869,3,3,1,43,0.86,2.31,8,77.58
1523,2,3,1,49,2.09,4.86,9,56.84
1241,4,2,1,34,0.88,9.77,7,49.01
1779,2,4,1,11,7.28,8.26,5,72.81
1657,2,3,1,20,0.5,7.29,6,67.81
1858,3,2,1,25,9.18,1.89,3,83.66
1754,3,1,0,1,14.25,7.69,7,70.93
1919,2,2,1,13,5.64,3.48,6,86.5
1285,3,2,2,45,1.2,5.31,9,61.71
2026,3,2,0,3,2.23,6.09,4,94.32
1579,4,2,1,16,3.24,6.09,7,79.02
2330,3,3,2,46,4.64,7.27,7,83.31
1224,2,2,1,47,5.52,6.62,4,51.56
2194,3,1,1,4,4.04,0.68,7,96.86
1579,5,3,2,23,2.16,4.57,9,77.83
1239,3,2,0,48,11.08,6.64,9,48.37
1306,4,4,0,6,0.5,2.96,7,79.92
1371,1,1,2,22,3.14,3.13,1,61.85
1669,3,4,2,46,7.47,1.25,8,75.46
1709,1,1,1,16,0.5,4.19,7,78.08
1270,3,2,1,11,6.11,9.87,5,61.82
1490,4,1,2,10,8.57,2.85,3,72.94
2356,5,3,1,10,5.41,5.31,3,103.51
2191,3,3,0,33,0.5,7.43,2,75.26
1674,3,2,0,46,0.99,0.13,7,70.08
1515,4,3,1,36,2.09,9.0,4,64.21
1548,3,2,2,49,1.33,3.87,1,58.18
1745,2,2,2,28,16.44,8.69,5,60.74
1090,3,3,2,47,5.27,0.39,6,51.91
1397,2,2,2,35,1.76,1.46,3,60.4
832,3,2,1,26,13.27,3.23,1,40.71
1659,3,3,1,41,6.75,3.45,3,63.41
1758,3,3,1,21,1.67,8.48,7,71.38
1306,3,4,1,1,2.38,0.11,2,73.57
2129,2,3,1,46,1.11,6.41,6,73.81
1009,3,1,0,35,17.72,1.31,3,39.85
914,4,3,2,47,3.64,8.23,3,36.17
1589,3,2,1,29,11.32,7.79,5,67.57
1918,3,4,1,6,2.13,5.0,3,92.8
2173,4,2,1,11,9.86,2.13,3,94.75
1316,4,2,1,2,0.5,6.34,5,81.23
1931,2,2,0,16,20.11,1.56,5,76.56
1484,1,2,2,40,12.15,1.9,7,62.37
1430,4,1,0,31,2.26,6.27,2,58.51
1853,4,3,0,7,7.45,9.91,8,83.66
1760,5,3,1,22,6.98,8.91,8,73.5
869,4,1,1,37,11.58,5.93,7,38.96
2090,3,3,2,29,1.84,5.39,5,81.54
2052,3,2,2,14,3.13,9.98,8,87.06
1249,1,2,2,9,10.01,5.47,3,56.28
1658,2,2,0,37,7.54,4.2,3,51.06
1697,3,3,0,14,2.5,9.1,1,69.68
1604,3,3,1,29,9.35,2.34,9,76.72
1279,3,2,0,45,0.5,0.98,5,67.17
1231,4,2,2,25,7.62,6.34,9,67.05
1489,3,1,1,44,1.16,0.96,4,68.91
1969,3,2,2,13,1.69,3.73,9,88.59
1717,2,1,0,2,3.4,4.24,9,89.54
1351,3,2,1,35,2.99,5.48,9,61.64
1808,4,2,1,25,3.68,9.92,6,68.26
500,3,3,0,13,3.93,2.21,8,37.89
1959,5,2,1,30,2.01,3.76,9,96.49
804,3,2,1,13,0.96,1.32,5,56.04
1355,3,2,1,39,7.32,6.08,5,52.66
1052,3,3,1,9,2.55,7.28,7,62.27
982,3,3,0,8,3.52,4.82,5,68.08
1964,4,3,1,45,5.17,2.46,7,80.42
1312,3,2,1,39,12.02,6.21,2,45.76
1638,4,3,0,42,6.15,5.39,6,70.72
1481,2,1,1,41,0.5,1.71,3,58.92
1690,4,2,0,17,9.12,4.06,4,69.89
1530,2,2,1,35,22.71,4.35,4,40.88
986,4,2,0,35,3.2,9.83,8,51.52
1898,3,3,1,11,17.46,8.49,3,72.37
1302,3,3,1,49,3.96,7.34,8,55.3
877,3,1,1,39,3.08,8.89,7,35.3
1328,4,1,2,2,2.01,7.35,6,74.11
2100,1,2,1,17,5.36,9.03,4,72.86
1840,3,2,1,6,1.31,0.55,4,91.93
1360,4,2,2,30,0.55,4.56,6,67.42
1360,3,3,1,0,0.5,7.47,1,72.69
1371,2,4,1,30,1.73,5.83,6,65.96
2330,3,2,1,12,2.52,1.75,9,103.88
1652,3,3,1,28,4.02,3.4,3,74.36
1672,4,2,1,2,1.73,3.18,6,86.09
1912,4,2,0,28,20.69,2.61,9,74.64
1595,3,2,1,34,1.72,3.43,8,75.6
1396,5,2,0,14,2.91,5.15,8,75.67
1421,3,3,1,20,0.55,8.55,8,61.65
1471,2,2,0,18,1.51,7.42,5,60.47
1485,3,2,1,27,0.5,8.35,8,69.3
1791,3,2,1,3,4.1,8.84,9,84.97
1520,2,4,1,44,6.95,4.16,6,63.64
1793,4,2,1,12,1.09,3.46,5,95.48
1467,4,3,2,14,2.29,0.58,5,86.87
1531,3,3,1,47,0.5,9.3,5,54.85
700,3,2,1,38,9.15,0.66,4,38.02
1866,4,2,2,31,7.57,7.41,6,70.48
1638,4,3,1,2,0.5,3.78,6,85.82
1899,4,2,1,29,2.27,9.49,6,66.2
500,3,3,0,19,15.54,4.2,2,25.15
2335,4,2,1,1,2.49,8.17,7,104.84
1444,3,1,2,49,3.73,2.83,3,63.38
1943,3,3,1,24,2.19,2.99,3,83.49
1084,2,3,1,10,4.53,5.96,6,55.5
1745,2,4,1,0,19.12,9.98,5,52.8
1078,3,2,2,47,29.96,5.18,2,37.71
1250,3,3,0,48,7.45,9.36,5,35.34
2265,1,3,1,47,2.59,7.86,7,69.6
1423,4,3,0,9,3.41,7.96,6,68.66
1586,1,2,1,16,2.21,4.36,5,70.32
1848,3,2,1,29,21.19,3.87,3,66.09
1698,3,3,0,34,6.15,1.92,6,69.81
1560,5,2,1,49,2.98,9.64,8,61.93
1645,3,2,1,18,0.5,9.59,6,67.11
2461,2,2,0,45,3.67,7.47,8,81.91
1476,3,2,1,33,20.65,2.96,6,57.12
