Advertising,Discount,Store_Size,Competitor_Price,Seasonality,Online_Presence,Economic_Index,Sales_Price
4655,6.638923348862859,798,435,0,0,97.42801285587744,22063.887304184194
3176,19.234038125022558,1983,335,1,0,96.10386505614719,3215.196870088417
2899,12.326612100702501,926,423,1,1,62.68555463233335,17750.86322216272
2284,12.541755661579575,1215,288,1,1,73.64429649084245,-215.4600342388112
1514,14.318002169062732,1256,306,1,1,76.75260914575652,11138.596580530366
1448,5.053049355548369,530,240,0,1,92.60953773520819,8747.076271828322
2923,18.96696763353274,831,385,1,0,77.95103343752635,6933.9520983481025
4175,10.421766271618125,1934,387,1,0,62.63577452859212,14819.96646650398
2506,10.95397793576523,551,208,0,1,77.37695569098355,-13914.185237808873
2247,7.611638712998525,1907,379,0,0,52.21422471217434,7680.921702990656
2855,10.672274199386916,742,385,1,1,91.706868523889,8954.866950547173
1873,17.05915296164078,1274,281,0,0,78.29996872356034,1910.554595264105
4937,16.99987508833302,1185,376,0,1,82.58586047577326,-6064.0163475197205
4562,19.036952613431794,1940,293,0,1,60.046956497416346,9280.345207683231
3520,11.048442090211937,1998,315,0,1,77.9067238421947,20993.879711307887
4081,15.630822556228765,1915,359,0,0,76.53184451722679,26486.19377955967
2428,12.608563328113355,1912,444,0,0,80.98154736282488,8825.512319280231
4967,17.060341842786965,1072,482,0,1,92.37100256339289,5750.200420413752
3349,15.688130136994953,1371,412,0,1,88.22692302875329,1547.5482546289722
3278,10.518543879294135,1199,351,1,1,77.34372045331749,27832.65550735983
2754,10.050107513805386,1992,365,1,0,94.67015436693538,7440.758434108643
1922,8.786636945419513,1931,342,0,1,67.9209174104893,9929.970886219442
4137,13.647736857329566,1018,224,1,0,74.62754100368488,15317.747295758418
3984,19.457642773907892,1712,399,0,0,82.47170018257393,18338.65069687512
3159,8.001001064263491,1094,432,0,1,72.03833448340421,4296.375645725939
2036,6.428786823564878,1874,203,1,0,68.070910685823,13618.441773665867
2416,6.791009631144704,782,487,1,1,55.619712584802485,6394.0513950301165
3547,16.74648014375225,1680,372,0,1,81.79497388791302,-2763.5070378397904
3979,10.251572064268455,1098,383,0,0,59.630318265461646,12466.382781465883
3645,8.365502415385695,647,450,0,0,56.91274881425644,-670.9447141404044
3281,10.2926617756025,569,490,0,0,59.10764461897988,-623.8591910444502
3649,14.679962192442826,1893,485,1,0,84.42402484527199,15227.043715393025
1313,13.201806872424257,733,311,1,0,56.91796167083286,6740.071755937655
3613,16.15384109781839,1178,329,1,0,98.811800590557,27357.26098599924
4083,10.086112227226645,1135,386,1,0,87.92706881990594,28522.288972717346
3256,11.78042860197028,966,228,0,1,69.63673539402329,24090.77976938483
2997,6.529525534443852,1056,357,1,0,79.66413760384924,30880.17615891515
2037,6.095879690491722,1393,434,1,1,50.38133215526337,28035.869198816283
2656,11.933828642661506,1335,477,1,0,92.22659681144881,-7121.50363159595
4489,9.523949111688854,1810,301,0,0,63.560578451493534,18578.03177716288
4508,14.192008582041963,1117,424,0,1,53.59418524291377,11464.024654191562
4448,5.645032481668578,1817,474,0,1,87.90594502593981,17222.809537770387
4091,6.826495663993482,633,431,0,1,66.4790831322348,3111.674216947904
3634,17.977862166595926,507,473,0,1,78.37705791015969,-14090.508410673117
4983,13.494674322786567,527,312,1,0,92.20157746509527,2804.2828623927917
2778,15.680818005368408,1282,338,1,0,88.79656803297226,2583.631234067361
4806,17.629581780609435,1833,415,1,1,66.84183961834151,20365.8979607332
2014,11.957515144250783,1040,473,1,0,93.434829326477,4523.627218845355
2093,16.415905759512142,1126,383,0,0,69.44249572466035,17357.700367038815
4895,12.868783686102866,1557,393,0,1,75.00119109445828,29725.315222499114
4282,8.341231554105558,506,478,0,1,80.62293350744505,-1428.7907865286306
2124,10.064842532014094,539,471,0,0,53.54904104676974,-7831.78366190465
1697,12.355256615834913,1853,499,1,1,79.85819181434782,16924.326070674673
3179,9.75328328258406,1408,271,0,0,78.8708620413192,16590.706268799182
4694,10.032915370248475,561,395,1,1,93.67472374597874,11083.53373678521
2404,10.060892468731495,1609,469,0,0,67.68319364934061,-2981.468747203746
2155,6.842599682856562,1639,439,1,1,62.109433900389796,16597.811016701904
2043,6.269639108183771,1820,307,0,1,73.82572631364059,11610.350534279542
2929,5.6974405953695655,878,491,1,1,84.36658247678744,17288.09170640049
3583,6.664343915515051,821,499,1,1,78.09471186547835,7787.776637151743
2013,10.15560638203427,1232,299,1,0,56.91033359915014,18171.66368957491
1226,13.908077086745857,1918,280,0,0,67.39458148894288,18290.42638989976
4225,7.822203908141134,1880,469,0,0,53.1892881716163,5975.1418731732765
2828,18.32013269003957,1338,216,0,0,86.96631567533309,15451.688685953177
4813,17.12573646859174,918,392,1,1,94.14741614156972,15019.095519287861
2492,12.807906692137454,1859,411,1,0,52.28365024404685,9713.518227848255
1821,15.863147462200399,519,325,1,1,76.27137455262758,18032.871858175407
3023,10.494927870481376,911,325,1,0,78.29900166875905,-3612.245949165899
1870,5.551666890996349,1048,329,0,1,71.94139405007246,5402.018304047579
3452,18.564992712988097,1782,344,1,0,75.13668678838991,22820.41492038912
3249,6.91690232386733,1104,455,0,1,85.51783667477679,11522.125176213103
3085,19.219060195694773,856,222,1,0,74.18628201606634,5882.927674910708
3989,13.57823882399165,700,413,0,1,95.98260669757809,4199.511471387484
2795,9.583445915321448,1934,328,1,1,77.04368988405047,7835.799004751868
1187,12.43286934967767,1811,211,1,0,53.58983297836788,26062.058113198935
2080,12.524447133846412,1571,340,0,0,97.66623303155916,11155.64272279118
1940,5.349306191638728,1264,467,0,1,57.34053508456939,9591.489791190259
4091,10.331897778262078,1893,256,1,0,89.22299500077392,26879.637667235438
3320,16.097986993143763,730,285,1,0,76.34528432359009,18313.109230840546
4190,12.65103783426062,1618,473,1,1,87.04462271345855,15472.502260424395
3630,8.663451755143763,802,302,0,1,75.6714942090682,34004.49070177331
3563,10.02664790055416,1741,342,0,1,52.94851001663039,-1097.5462547032512
4292,17.945815896739237,886,375,0,0,68.74629648447736,21678.311343111927
1525,12.883245052253443,1214,332,0,0,81.0342991020263,11588.963564313462
4586,12.925281838268539,1424,463,0,1,81.44411092663388,18032.325493558845
4799,19.42201188576515,1614,346,1,0,98.65222210918955,-675.1537385719075
4812,9.81322098554965,557,211,1,0,80.31623491867765,249.22948572605492
1335,12.193116876593425,933,254,0,0,64.32195656979839,4796.41178402621
3745,17.17570396581251,1021,429,1,1,52.17127450409129,11549.660224063275
2078,16.383683733305446,1267,321,0,0,89.42076005569325,9918.159111196479
3547,8.986991328930088,1328,432,0,0,94.46452282322615,7768.446969847454
3947,7.266365714080788,982,361,0,1,80.68190201860435,4080.6365101542424
4959,15.510568642810524,866,281,0,0,74.11884680103074,8672.983264279794
3813,8.86484265210792,1388,246,0,1,93.04932588595874,-4880.621809948227
3583,18.840137427863617,1930,490,1,0,62.01780395181899,31685.308827639765
1161,6.938715409838391,1854,359,1,0,69.93660418122388,11387.39219768144
4741,9.774728002021648,1758,378,1,1,75.38282771100455,7962.513171251338
1593,5.821808703873707,1382,407,1,1,52.4686308440443,4735.183099738045
2938,15.549579602950672,910,239,0,1,84.42894975766161,-3171.1481444402098
3206,18.368939733730976,682,413,1,0,59.42799330903714,14926.881129004098
4259,14.538117909965106,1810,353,1,0,66.65765924936089,18067.18332210346
1059,19.066295232672253,1646,492,0,1,70.72464069514689,5139.983219354009
3962,6.927559677518145,657,365,1,1,81.92551648072238,9426.888685155427
4888,6.316008908940484,1846,471,1,0,53.2742018953738,10610.830310600462
4390,17.576190967510563,512,223,1,0,67.04308683768133,-13343.361865383416
2901,17.832667630797616,1065,314,1,1,63.71808682362138,16743.312519500614
3258,17.465592906606922,1371,459,0,0,50.07597110554913,5690.51171553275
1405,16.984473538006185,1054,425,0,1,84.58267206092086,11224.529724238233
1663,10.433425459079903,1177,301,1,0,61.79674679415631,18381.5055109788
2132,8.261931253870817,1362,330,0,0,58.32191814694791,19399.89841853353
2099,18.93206029996685,1117,463,1,0,89.8982631367241,7272.479652976649
1541,9.60500274272501,703,211,1,0,51.959915351984826,9195.052234682838
2337,10.976115232460483,1456,380,1,0,95.011997385325,22150.116381018728
1997,15.493384391774498,801,360,0,1,84.3450831151932,4502.8781422229795
2140,9.400341199909814,1566,313,0,1,58.58731737106161,24438.358244230578
3974,17.28695332341502,1294,217,1,1,67.50515132969497,23008.780585562432
1867,6.050519354476719,1096,303,0,1,97.49915659910761,5248.723063755974
4775,16.86774001083402,1228,385,0,1,80.94222911119846,2336.2409529051265
3066,14.027769839267062,1005,292,0,1,80.4358818444185,-2691.0566235162205
1431,13.594904661703893,1138,342,0,0,82.65355460563259,14916.957474460847
4756,11.87565558707991,690,342,1,1,73.13688777640968,-16569.44247378979
1739,9.155683944251336,1398,299,1,0,58.36517065943921,-15792.96344108187
2373,11.961054281468549,559,261,1,1,57.54455558175729,11906.418007366414
1182,11.75042768028031,1989,283,1,1,84.36553221894313,-318.2587999095085
3160,13.75631283174605,1902,475,1,1,94.19706592476157,3042.6416173263824
2206,9.223614287832953,1952,366,0,0,65.01054433257904,13202.834899524392
3528,6.163933729642235,561,494,0,0,75.17017849380213,-9819.025862644881
2169,7.1763416995870735,801,328,1,0,99.61189217846956,-4133.624030404453
1830,15.487661471923593,1137,266,1,1,62.85805981731677,25434.894808106794
2651,5.337384944533107,1498,246,1,1,69.51069642776518,19383.04732653881
2136,17.84664566968145,671,347,1,0,68.17607980292598,13930.964203182539
3810,15.4159599121987,562,449,0,1,51.62929180797961,-1674.074918358573
1475,16.521298119615743,1271,336,0,1,75.47584869920487,24430.989964745007
3810,17.53976673640212,515,294,1,1,60.433894325082946,-23655.8723212408
2326,6.840656658952717,1190,437,1,1,56.42987985268248,-5095.7838356952125
1970,17.336766364550996,1341,483,0,1,85.52079996910278,-10779.848375631696
4896,12.569636564885846,1624,234,1,0,88.28802219042919,5514.9072367268
2019,18.282857581297954,1699,495,1,0,94.44457675052203,20346.687086413996
2141,18.298799015905153,1716,457,1,1,96.70661964318603,30294.27685036481
2836,5.362670656312553,1398,469,1,1,93.45329800663843,14747.317027851748
1160,10.742978232253083,1796,246,0,0,56.1247335346055,15942.282700845375
3448,12.895981937979101,1990,293,1,1,61.181441702300695,-8467.529650716415
1197,15.175401346743529,1432,381,0,1,56.12376473554611,12480.739906506029
2283,9.29279370026201,674,389,0,1,67.67622654722969,-268.89056214759967
1659,8.782133909969785,1757,250,1,1,56.20359228091865,3773.636681637474
2775,10.71898578633571,1739,405,1,1,82.66386483071958,9501.99698633399
2070,12.514080376248417,916,324,1,1,85.83577461854836,7743.449306740571
3010,19.2671934710812,950,411,1,0,57.979684644897716,18294.026743279563
1398,16.43162700046156,1335,465,0,0,81.07880251904947,-11022.068884609844
2733,11.43981750406558,779,334,1,1,51.149470330307935,-1538.6338436245096
2582,5.815492676602757,743,472,1,0,71.71851347303269,19798.088423506626
3125,7.527808882156391,1174,477,0,1,64.2669527041349,-3366.47797979228
3171,11.838866364791254,645,499,1,0,99.92474384838917,-12524.760232934625
1074,17.207388501480565,1590,466,1,1,96.13923094915467,32954.9617143245
4942,10.71043303516016,602,497,0,0,57.37827280581333,-6320.648250826838
3184,13.077449761175895,809,478,1,1,95.86853956993524,6642.326857064457
1601,18.37707329127653,616,413,0,0,70.93949186966738,-1093.8469759000081
4471,18.706943891399433,1995,261,1,1,78.83240637908789,29237.15079220645
1836,8.23662494664034,1262,253,0,1,76.6882213029901,11606.597176367539
2528,5.653923826888915,1844,311,0,1,86.307827587788,17826.48567716113
1499,9.581157964572725,1958,468,1,0,66.74783968487442,19178.699008578646
2596,15.437034722386702,1893,306,0,1,53.48412931136811,19838.503332899985
1137,19.266683014643995,1237,482,1,1,70.88134698978484,15760.044333249865
3097,6.155479999761709,686,367,1,1,77.22527752656254,24117.067690508717
2794,5.4272571582390725,1284,273,1,0,77.7456978940413,6034.614607610937
1972,18.262208194785828,1992,435,1,1,89.6298815270817,2436.616184833365
2642,16.222179036547118,1206,291,1,0,52.21129247158799,3702.0319462862417
4696,19.88372868733363,1375,284,1,0,99.40471809945251,3221.3400832158395
2885,10.951893221984797,1295,274,1,1,99.52825014458884,21214.167160814606
3301,11.24076357705154,972,283,1,1,54.9508411052918,-9720.009587695933
4701,7.584677559461744,1055,444,0,1,67.20087426821378,23195.5898136139
3028,6.7377072889600775,1977,427,1,1,79.51553378465253,20837.791549719685
3757,13.68077015885357,1969,282,0,0,68.6662914819975,-4384.306967093433
4920,10.464275019422487,1181,214,0,0,74.38123439027925,11394.950522706338
2900,6.204746719178676,593,380,0,1,66.29641783611561,10789.112896683671
3610,18.304806042849798,1235,462,0,1,85.60666618111759,16062.260457484146
3804,7.975347023739996,1289,277,1,0,68.20086222603624,12161.863022332216
4986,16.228765205052994,537,428,1,1,71.49432092070846,7444.739485001588
2449,9.233428941771667,1281,432,0,0,78.79538679809912,6610.578995480469
1546,17.193572461291986,981,229,0,0,98.46006313663952,17020.844062611228
4373,6.775952621414811,610,354,0,0,82.0902234196801,26487.895582738667
1921,16.341074153326424,909,384,1,0,54.84605746902724,8425.772034889433
1580,6.471783108507687,1691,454,1,0,65.94503103773991,5667.555621189426
2372,11.70373681785415,896,368,1,0,70.98572721323148,11430.024781402464
4903,16.010065258994068,1650,280,1,1,87.00869100942428,33617.0098038147
2956,7.598275717803508,541,485,1,1,72.34377758868983,7976.5425864410745
3003,9.284974832700843,540,409,0,1,82.95521099550342,-665.1713428066405
3096,17.971504881382963,898,458,1,1,91.9747378167399,23354.757282889237
3964,18.27678981361469,681,236,0,1,55.21687918584557,8677.033281665867
4145,5.674031786790893,1704,485,0,0,88.2869789971856,13082.093324876001
1703,7.521358780294629,1243,253,0,0,87.27898989175004,-5258.255046355602
3308,6.762079104092885,1217,411,0,0,90.9856189698664,10576.780423290309
3403,7.695396419769545,963,299,1,1,97.80332348347795,21437.95362916807
4653,19.552815864594088,1573,284,1,0,65.47989877060715,6204.678788583508
2625,13.274828731856847,1931,412,1,0,71.45102463567184,9775.367273836137
4331,12.021685856823902,1924,463,1,1,63.13409995380464,15023.782194158199
1637,19.76701059638924,1669,285,1,0,66.3552813512539,9931.658998060682
3790,13.354341947911031,797,262,0,1,66.49129795041559,10264.881131116152
4366,14.916768910182869,644,391,1,0,93.4887509417937,24694.81066073318
2009,9.991558190737702,515,292,1,1,53.144915884075,3101.1265294132027
3978,10.731722967642778,1608,452,1,0,60.13493029374127,5097.657882656801
1640,13.916140757136096,1739,337,0,1,80.5279107152681,2447.407254841325
3839,6.046786760006971,1575,248,0,1,88.259739103529,11703.420021399184
4384,8.838243290671628,606,320,1,0,84.86885269917943,-1479.4016244355007
3659,7.952176241904606,718,238,0,1,52.32878378409371,7077.899252475025
2861,5.238400897100054,1434,233,0,1,72.68971906461833,21576.133330133674
3856,13.053519057806328,836,465,0,0,59.22367940787943,14984.621034974773
2205,13.415792592858185,1420,208,0,0,99.40711033075803,-768.3721821741674
1685,10.759088345558883,870,387,1,0,99.94459815991749,3884.5316239616595
2851,9.030912041971863,1497,295,1,0,52.54492714587998,17525.376800315942
4435,14.780898139919373,1309,332,0,0,83.38620642181036,2988.3193551065997
1187,7.019887420766853,753,362,0,0,90.6532470237268,15295.349350155391
4640,12.779225474530012,1928,338,0,1,66.23899344804235,12212.119071686777
4614,16.521109787159297,1079,497,0,0,84.68182181227034,-10506.33294909545
2619,7.464469759287084,1135,279,0,0,59.38342674077508,12643.42929064632
2687,16.298893078937283,1553,290,0,0,56.39795766364104,16092.921376393575
1984,16.41191763730097,684,455,1,1,96.26509083924438,-2744.6632739583083
1547,5.8988997234568235,1812,347,0,0,82.12678622410954,6553.001012324143
3772,5.281764891307727,1882,378,1,1,90.84736201112386,11212.032528489428
3973,19.60903108982292,973,456,1,0,76.6356586746734,9222.822660922271
2431,7.900739892482374,1484,417,1,1,57.73626784350021,4355.229008933033
1875,17.332088136501547,1923,466,0,0,68.83275924848664,5875.758176691048
1617,13.427759795679478,1483,278,0,0,94.08284764748058,-1839.9935844762767
3461,8.967082363054953,1656,366,1,1,50.78032887987442,12077.04977374812
2365,6.949556549282189,1001,303,1,0,60.35888160225579,9462.488388943355
2243,12.450159103665912,1373,483,0,0,62.66432990370672,1444.5707503343838
1902,11.110322174441748,1600,414,0,1,63.14978876990553,-7615.878486866484
1162,15.483291276756018,849,274,0,0,54.929334744148974,23336.75710880851
2974,18.5625282432159,559,424,0,1,92.41098467352575,7518.102212550498
4291,17.078721304451577,1978,491,0,0,57.975696000215436,3189.8791997422204
1269,9.116780753072177,1378,269,1,0,91.4837192904427,14821.350970586713
1631,18.183998276784585,964,389,0,1,67.75308888326525,12574.042216580336
1905,17.50086971156906,810,305,1,0,72.86590458237983,10444.22350698449
4919,18.937043505826523,1614,269,1,1,73.14254198024808,20706.29337265152
4471,11.879912315569815,1430,209,1,0,85.65744111101485,24152.351642440666
4253,16.528627586140978,1464,413,1,1,86.5649917044561,3743.5863187129917
3014,13.874870982855056,1821,204,0,0,82.03440140185134,8733.071625151792
2641,9.65754128824225,1848,227,1,1,88.6884241775584,17247.252666846463
4800,19.916465038141453,779,440,1,0,50.415158951570106,9404.407821506116
1204,5.57461200259492,1210,435,0,0,75.24052155995514,10612.268039015971
1581,7.43408858838612,1466,291,0,1,76.20126720098082,-9629.745984388996
2579,18.388135437978423,1641,237,1,1,61.96699204454245,40550.131376610894
1840,5.908442651189503,1194,418,0,0,77.81854540493532,24742.25276187582
2836,18.302310010152826,1409,351,0,1,73.35786848569377,2731.216734298124
2251,15.728322140873013,1066,391,0,1,73.60561543497764,13209.754128914637
2719,5.550260080918134,770,320,0,1,55.92252655123167,1782.3146429632843
2642,11.43980064281265,1624,370,0,1,71.76312691502876,827.4606374572431
3643,16.317072125033555,1911,309,1,0,88.32153642759255,4361.65739824378
4921,13.746504269461996,1809,343,0,1,70.49949956100221,8581.834175860684
3297,19.03806937946687,1479,265,0,0,74.3749211773414,12674.491492627685
1874,18.014660493679997,1576,396,0,1,98.37602058525579,13503.473243341943
2464,9.98971453001219,1340,245,0,0,93.58921421246669,7982.265258765161
4604,6.269407932801355,1503,348,1,1,96.43500786758545,199.10821118955027
3243,19.16385559468477,739,259,0,0,53.88382753617455,8461.880928843779
1689,12.7593015165189,1737,337,1,0,80.92903383144157,25402.89457642394
3010,6.115964365579227,860,289,0,0,61.17059373003085,6005.13768041082
4590,17.24863420038919,1887,411,1,1,70.21218264745941,13070.698072574067
4141,18.02759706028087,1233,368,0,1,83.98750861113163,29518.95713760107
3686,14.591369602648564,1351,312,0,1,78.94574494285118,19019.661315297402
2422,11.712634485295098,1359,265,1,1,75.28661573579842,3186.8666662000305
3001,14.932595184853591,1200,317,0,0,90.72242182356482,-3551.753255573879
1671,15.600255435576853,1850,424,1,1,84.12993146948878,-427.3541342653207
4831,18.39544937128952,1335,350,0,0,91.05225532020847,12136.405540823227
4274,19.33792520562107,1999,366,1,1,96.59661232925566,30415.397103015508
2171,12.714813985863671,1322,294,1,0,85.5985400978752,16028.882636462251
2495,16.97741800289844,596,459,0,0,69.76977072418015,-7923.536500637727
4726,19.467643339874826,826,458,1,0,60.638917472166526,14260.919314873401
1943,7.26865007220449,572,319,0,1,63.54576604569496,-1133.7041770124306
3246,5.27401972414515,1493,273,1,0,69.83150375243548,39111.50665415685
4988,18.03445659272441,1779,295,0,0,87.00455518851724,5671.247577923426
2449,7.929099998707412,1693,491,1,1,52.007733650216416,1998.1456634246115
4737,5.637181499477014,1493,376,1,1,90.71407375388799,19170.41290752671
3539,7.401442064861668,832,226,0,0,87.90674657904222,18168.180755975365
4959,10.76172366865654,1680,410,1,1,74.97083265410735,18685.670491667846
1895,8.288985523888702,1942,456,0,0,69.98334133821405,13838.980170057514
3189,9.578804436506646,957,404,0,1,55.63485260758698,14799.009213130841
2336,19.629410771450694,1233,265,0,0,64.48507879575843,6631.004203104068
1164,15.566083162438625,1375,349,0,1,55.481403667787234,11294.689350766424
3361,15.68287592379806,1357,366,0,0,90.9442257633794,15930.224602213872
3068,6.4202806209188426,598,419,0,1,75.46689315290642,-4909.142773495203
2105,15.981475547340375,1231,499,0,1,62.339338996417716,3324.300024034578
4652,16.090164994329573,1424,457,0,1,50.90446742604829,16143.38310015314
4202,14.896175276099484,743,402,0,1,76.1960484336371,-8571.053070432508
4670,8.426544439968126,1964,439,0,1,87.60435480890654,18387.979527343494
2753,11.345542686232774,1717,428,0,1,88.3246892813151,6531.424312589559
4031,17.69414682004438,1898,355,1,0,60.72131021001349,9569.71893001152
3352,15.053024440109395,1161,417,0,0,99.75310058524488,7101.617085486277
2938,15.991532524998535,1505,394,0,0,78.43899581285449,-8034.410662715845
1370,13.810616001887134,866,469,0,0,66.60035183537329,-2732.2712751204654
2880,11.743798986676676,1678,215,1,0,69.64038735357404,26548.038832877966
1852,16.38578015100662,998,440,0,0,56.22184246189438,-16339.477419932078
1383,6.0188872154945745,1981,451,0,0,74.66779241732033,27314.598753162107
2931,15.097410991703962,612,250,0,1,87.66477189036453,888.4918719529705
3492,19.958067617760186,1444,227,1,0,70.47050487454636,4336.6740089057075
1424,16.702878942020476,1547,252,0,1,93.34263287585165,10677.217361271361
3208,9.35845267366183,782,315,1,1,73.83761890100476,24903.350833984547
4249,9.167292420580708,1815,208,0,1,95.03049121998569,2606.2522372729945
1628,15.008279158901884,1886,210,0,0,85.16018824972193,5518.760416822402
4779,18.437813855127956,900,306,1,1,52.75048507946801,16641.99887418888
1894,13.669246112717644,1067,457,1,1,53.35087323534924,15485.419821888423
3537,12.911034307550874,1789,381,1,1,90.0053200374939,32457.407269572854
4064,7.4057620076550705,1577,369,0,0,67.84118562284503,727.3402674264489
3374,15.73185433039725,1213,338,1,0,59.4622536885395,-2939.948381406566
1597,15.534479294568362,921,484,1,1,93.26602404969611,15066.959746313518
4062,19.504270885007713,1348,310,0,1,99.16533331137225,2927.107367095733
3336,9.502882764584967,1997,291,0,1,90.43741176206312,19649.413669041794
1592,16.34668214551298,1766,419,0,1,86.25647568743568,16350.822037827216
2687,11.510978917964435,1877,204,1,0,50.047927988828064,-2341.777489067108
4644,13.377091874242025,1911,219,0,1,55.29869631163356,33043.71054020698
1572,17.246807834008372,1701,300,0,1,83.54718959267021,13313.124296989916
4425,8.329925675284635,974,494,1,1,70.4782252098869,5056.03628672439
3075,10.143031092911224,904,356,0,0,50.97376621598172,7468.667949785326
4001,16.599630052963953,535,200,0,1,87.04348332660268,9168.518598078912
3090,13.556868729317914,857,411,1,0,70.93825379803958,9541.859729574282
2704,6.386343753576053,1057,318,1,0,82.9412514267944,19783.094439021137
3470,11.452788001677696,1850,459,1,1,73.41678725835371,8303.372516166573
4669,13.799499694595244,1567,374,1,1,51.32488571965637,14879.91207152524
1176,18.64275974667579,819,333,1,0,81.79622840327065,1701.982946289008
1528,7.82732074907958,1237,301,0,1,89.40429919387512,13839.726487176704
2633,17.089294525662243,1157,261,1,1,57.798839443310065,11422.337528065525
1965,6.9593672461488705,971,253,1,0,94.554107845903,-9600.19230724573
2517,8.633534901137107,1792,206,0,0,59.07808815587096,5892.54719376935
1197,8.650158252351845,1024,202,1,0,71.1418317446797,-8136.25527227306
3657,18.16218793863249,524,348,1,0,76.35935117045139,22926.635950630596
4648,7.985265380224806,1139,487,0,1,65.69328789451092,19203.30603955031
3889,16.804410904781136,1680,211,0,1,75.02285994771889,-216.06335693320761
1852,11.927098010294298,1375,303,0,1,85.9178194643211,18364.44104586506
4588,19.98636151695966,1708,310,0,0,85.7227600313675,5305.991216641214
2537,17.58637247978158,673,462,0,1,96.11413635506004,5676.8106986180155
3069,16.09554701671727,1917,372,0,0,93.10454654782328,-9914.351484724308
4183,18.060894599782934,685,294,1,1,99.25527908569742,13022.446828029575
2080,14.510455889075503,1804,402,0,0,79.7689881562192,13070.463627012014
4137,17.654783847927465,1500,244,0,0,70.02573321558182,-8472.67141647197
3889,8.916902710421837,1818,233,0,0,62.00490571903305,26303.072134573486
1097,6.465548166516124,1027,410,0,1,62.19846851891797,19290.064560757215
4215,14.238980106300032,1711,424,1,0,57.54619993272815,13483.800654003388
2903,11.520355889953791,1935,463,0,0,86.333348702526,6699.733101389562
1434,11.396611929386479,1471,425,1,0,82.7121148627551,6553.790532668647
1636,12.901217786450694,1183,303,1,1,64.61470980532764,26580.221697142475
4750,10.420739173483138,685,420,0,0,94.60687418860002,25031.930532521892
4157,14.390892971642437,1074,322,1,1,77.61431726534482,5691.327487421492
1587,5.458525510214448,1824,421,0,0,53.450951462767236,-6808.669870448644
1343,19.548370128226452,808,242,1,0,53.072546246636755,3505.7140431919297
2317,18.870634880683557,1712,409,1,1,57.159347504053684,23111.27202305727
2979,19.029052438729003,1934,210,1,1,60.5631684031483,7402.266259251899
1570,10.475052433755774,1037,415,1,0,94.37186707141316,-2346.291993494173
4721,12.978364364886497,1910,363,0,1,88.92241895918174,33025.26273203929
1610,19.31195904586363,1357,424,1,1,60.08620695086026,-6841.7186486705195
2727,18.535190846413798,692,424,0,0,62.424617612532884,16153.52475330558
3290,16.85366713851721,1686,445,1,1,81.83940114561487,12056.91670717259
2854,11.109973847713887,552,345,0,0,93.5761536458854,4473.3012593463245
3608,13.465088347732602,974,390,1,1,65.8364561786604,14033.486034952108
1959,16.893687113249715,673,460,0,1,76.27482867608526,2362.407536405166
3079,9.095179933100475,1719,486,1,1,94.5188774384101,13128.599276093286
3438,14.39674052342167,1734,215,0,1,88.53158836032705,4489.590884599256
3324,17.41901487277785,1199,393,0,1,94.57547291439064,4266.855596811478
1531,15.61182187599352,889,208,1,1,63.90369253234829,15514.425362421378
2177,12.19220946786501,1831,201,1,0,84.54670739908026,1966.085676110397
3430,13.769125393327375,956,492,1,0,55.70062969297731,15318.990124049158
2091,19.830133147186913,1854,283,1,1,80.81039289851293,10446.143874711617
2901,14.029816919708152,1852,408,1,1,65.20127682582319,1110.3571899175222
1883,16.784266310279655,1552,257,0,1,85.07401572212447,8611.83163353422
3261,15.899071465664939,621,305,0,1,57.09372864910544,9742.446820991383
2678,15.522359232940449,1981,335,1,1,83.27901345260378,6335.186652864931
3423,15.745535826710654,917,276,1,0,85.42595676322091,22656.919793927
3791,11.816146269221958,658,409,1,1,92.85781577461441,18133.62343434206
3260,12.11240261777188,1097,431,1,0,84.3538295516001,15184.836697519837
3126,12.017941060411735,1015,324,1,0,76.14321408875409,6786.85151093391
2749,5.498819108189121,1525,379,0,1,89.20798261776582,21106.86928855928
3675,8.615979954984851,1825,489,0,0,64.22165884611762,22413.66057786996
3651,7.318460099748242,1602,413,0,0,83.8733242726316,5238.7370403186405
1781,18.29667517095886,1158,296,1,0,86.22638632268496,7405.03134897556
4994,9.124540496794236,1177,448,1,0,69.62706005427171,9443.233157149578
4452,7.076639516983105,814,420,1,1,99.4483258876653,9756.347924990303
4048,6.796503978663274,827,212,0,1,67.80448572982291,25100.108101174068
3727,15.49984751828238,775,290,1,0,54.224558469745226,19327.71089757256
3105,5.09124966372439,1215,392,1,1,65.17371897620045,23192.864638098836
4867,12.069566026347623,951,398,1,1,54.97185690549537,16647.134650112956
4097,6.783066583972944,985,459,0,0,66.96520787427207,8412.524436693499
1880,17.744950664538578,1630,263,0,1,56.3936441625465,7684.666789897693
1446,19.376755346786872,1066,431,0,1,71.97674319296046,8770.652503965832
3113,19.381319243223555,745,426,0,0,88.8987735264334,-12704.479401847242
4992,11.62946163420154,1434,366,0,1,53.372152655025126,20526.498521832815
2783,14.667722366521946,1388,450,0,1,78.15539627344317,17998.17075564807
2277,13.995562047661169,663,385,1,1,52.191379195120774,-2569.747656495014
4970,10.250583520789295,1026,448,1,0,94.23045846092828,-3052.731804946574
2991,11.660967371307969,500,471,1,1,96.06913230408938,12589.963837113268
