Job ID,Job Title,Company,Location,Experience Required (Years),Skills,Employment Type,Salary ($)
637,UX Designer,Creative Solutions,San Francisco,8,"Communication, Project Management, Agile",Contract,51555
638,UX Designer,Tech Corp,Austin,7,"Django, SQL, Communication",Contract,103677
639,Project Manager,Creative Solutions,Remote,7,"Adobe XD, Wireframing, Collaboration",Part-time,80672
640,Data Analyst,Tech Corp,Remote,2,"Excel, Problem-Solving, SQL",Full-time,123060
641,Data Analyst,NextGen Tech,Austin,4,"HTML, CSS, JavaScript",Full-time,95658
642,UX Designer,Creative Solutions,Remote,9,"CSS, Responsive Design, JavaScript",Part-time,119978
643,Software Engineer,NextGen Tech,San Francisco,5,"Leadership, Agile, Communication",Part-time,50845
644,Software Engineer,Innovate LLC,Chicago,8,"SQL, Problem-Solving, Data Visualization",Part-time,124439
645,Web Developer,Data Inc,San Francisco,3,"Leadership, Agile, Communication",Part-time,145647
646,Project Manager,Tech Corp,Austin,7,"Communication, Leadership, Project Management",Part-time,140935
647,UX Designer,Creative Solutions,San Francisco,10,"CSS, Responsive Design, HTML",Part-time,132866
648,Software Engineer,Data Inc,New York,1,"Python, SQL, Django",Full-time,51700
649,Data Analyst,Tech Corp,Remote,4,"Communication, Leadership, Project Management",Part-time,146303
650,Project Manager,Tech Corp,New York,8,"JavaScript, CSS, HTML",Full-time,78798
651,Software Engineer,Data Inc,Chicago,3,"SQL, Problem-Solving, Data Visualization",Contract,96562
652,Data Analyst,Innovate LLC,Remote,5,"Adobe XD, Collaboration, Usability Testing",Contract,82831
653,Software Engineer,NextGen Tech,New York,8,"Project Management, Communication, Leadership",Full-time,52755
654,Data Analyst,Innovate LLC,Chicago,9,"Data Visualization, Problem-Solving, Excel",Part-time,57929
655,UX Designer,Creative Solutions,Remote,9,"HTML, Responsive Design, CSS",Full-time,76945
656,Software Engineer,Innovate LLC,San Francisco,9,"Python, Communication, Django",Full-time,149767
657,Project Manager,Tech Corp,Austin,1,"Agile, Leadership, Communication",Contract,135902
658,Web Developer,Innovate LLC,Remote,7,"Communication, Python, SQL",Part-time,140984
659,Data Analyst,Data Inc,Chicago,6,"Wireframing, Adobe XD, Usability Testing",Full-time,129992
660,Web Developer,NextGen Tech,San Francisco,7,"CSS, Responsive Design, HTML",Part-time,77854
661,Software Engineer,Data Inc,Remote,9,"Communication, Leadership, Project Management",Part-time,117214
662,Web Developer,NextGen Tech,New York,8,"Problem-Solving, SQL, Data Visualization",Full-time,94346
663,Web Developer,Creative Solutions,Remote,8,"Responsive Design, CSS, JavaScript",Part-time,146529
664,Web Developer,Data Inc,Remote,5,"Collaboration, Adobe XD, Usability Testing",Full-time,71159
665,Software Engineer,Data Inc,Remote,5,"Project Management, Communication, Leadership",Part-time,146280
666,Project Manager,Tech Corp,Chicago,2,"Collaboration, Wireframing, Usability Testing",Full-time,83312
667,Project Manager,Creative Solutions,Chicago,7,"Project Management, Agile, Communication",Contract,60217
668,Data Analyst,Tech Corp,New York,5,"Communication, Django, Python",Full-time,57257
669,Software Engineer,Tech Corp,Chicago,1,"Communication, Agile, Leadership",Part-time,63385
670,Project Manager,Data Inc,Austin,8,"Problem-Solving, SQL, Data Visualization",Full-time,58533
671,Software Engineer,Tech Corp,San Francisco,1,"Problem-Solving, SQL, Data Visualization",Contract,137082
672,Web Developer,Data Inc,New York,5,"Collaboration, Usability Testing, Wireframing",Part-time,111086
673,UX Designer,NextGen Tech,Chicago,4,"CSS, Responsive Design, JavaScript",Full-time,84539
674,UX Designer,NextGen Tech,Austin,5,"Data Visualization, Excel, SQL",Full-time,94571
675,Web Developer,Innovate LLC,Remote,2,"Project Management, Leadership, Agile",Part-time,127837
676,Project Manager,Innovate LLC,Chicago,7,"Python, Django, Communication",Full-time,88739
677,Web Developer,Creative Solutions,New York,9,"Problem-Solving, Excel, SQL",Full-time,132489
678,Web Developer,Creative Solutions,Austin,1,"Wireframing, Usability Testing, Collaboration",Full-time,71967
679,Web Developer,NextGen Tech,Remote,7,"CSS, JavaScript, HTML",Full-time,125208
680,Software Engineer,Tech Corp,Austin,4,"Data Visualization, Problem-Solving, Excel",Contract,124766
681,Web Developer,Tech Corp,San Francisco,8,"Project Management, Agile, Communication",Part-time,123870
682,Project Manager,Creative Solutions,Austin,5,"Wireframing, Adobe XD, Usability Testing",Part-time,52700
683,Data Analyst,Data Inc,Remote,4,"Usability Testing, Adobe XD, Collaboration",Contract,71025
684,Software Engineer,NextGen Tech,Remote,7,"Usability Testing, Adobe XD, Wireframing",Full-time,131499
685,Software Engineer,NextGen Tech,New York,5,"Collaboration, Adobe XD, Usability Testing",Full-time,132680
686,Web Developer,Creative Solutions,New York,6,"Project Management, Leadership, Agile",Full-time,147625
687,Software Engineer,Creative Solutions,New York,2,"Django, Python, Communication",Part-time,75737
688,UX Designer,Data Inc,Austin,2,"SQL, Problem-Solving, Data Visualization",Full-time,145006
689,UX Designer,Innovate LLC,New York,2,"Communication, Python, SQL",Part-time,70445
690,Project Manager,Data Inc,New York,5,"Responsive Design, HTML, JavaScript",Contract,64967
691,Data Analyst,Innovate LLC,San Francisco,4,"HTML, Responsive Design, CSS",Full-time,145889
692,Data Analyst,Data Inc,Remote,2,"Agile, Project Management, Leadership",Part-time,85013
693,Web Developer,NextGen Tech,San Francisco,5,"Communication, Agile, Leadership",Full-time,53640
694,Web Developer,Creative Solutions,Austin,9,"Responsive Design, CSS, HTML",Part-time,59209
695,Project Manager,Creative Solutions,Austin,10,"JavaScript, Responsive Design, HTML",Part-time,58599
696,Software Engineer,Tech Corp,Remote,3,"Usability Testing, Wireframing, Collaboration",Full-time,144953
697,Project Manager,Innovate LLC,San Francisco,6,"HTML, Responsive Design, CSS",Part-time,105652
698,Data Analyst,Data Inc,San Francisco,3,"Excel, Problem-Solving, Data Visualization",Part-time,148896
699,UX Designer,Innovate LLC,New York,5,"SQL, Problem-Solving, Excel",Contract,56857
700,Web Developer,Innovate LLC,Chicago,1,"Python, Django, Communication",Full-time,57681
701,Project Manager,Tech Corp,New York,5,"Excel, SQL, Problem-Solving",Part-time,86728
702,UX Designer,NextGen Tech,Remote,1,"Communication, Python, SQL",Contract,69725
703,Project Manager,Innovate LLC,Chicago,6,"Django, Python, Communication",Full-time,103599
704,Data Analyst,Tech Corp,Remote,8,"Python, Communication, Django",Part-time,92208
705,Data Analyst,Innovate LLC,Remote,4,"Responsive Design, HTML, JavaScript",Part-time,54004
706,Project Manager,Tech Corp,Chicago,2,"Agile, Project Management, Leadership",Contract,102342
707,Data Analyst,NextGen Tech,San Francisco,9,"SQL, Communication, Python",Part-time,141715
708,Project Manager,Innovate LLC,San Francisco,4,"Project Management, Agile, Leadership",Part-time,132856
709,UX Designer,Creative Solutions,Chicago,2,"Responsive Design, JavaScript, CSS",Part-time,75226
710,Project Manager,Innovate LLC,Remote,8,"Responsive Design, HTML, JavaScript",Part-time,104042
711,Software Engineer,NextGen Tech,San Francisco,8,"HTML, JavaScript, Responsive Design",Part-time,145518
712,UX Designer,NextGen Tech,Chicago,3,"Wireframing, Usability Testing, Adobe XD",Part-time,72097
713,Web Developer,Data Inc,Chicago,2,"Data Visualization, Problem-Solving, SQL",Part-time,56146
714,Web Developer,Data Inc,New York,8,"SQL, Python, Django",Full-time,56143
715,Data Analyst,Data Inc,New York,3,"Adobe XD, Collaboration, Usability Testing",Contract,141879
716,UX Designer,Creative Solutions,New York,10,"Leadership, Agile, Project Management",Contract,60686
717,Web Developer,NextGen Tech,Remote,2,"Wireframing, Collaboration, Usability Testing",Full-time,118320
718,UX Designer,Data Inc,Chicago,3,"HTML, CSS, JavaScript",Contract,79140
719,Project Manager,Data Inc,New York,5,"SQL, Python, Django",Full-time,96221
720,Project Manager,Data Inc,San Francisco,8,"Responsive Design, JavaScript, HTML",Part-time,115283
721,Web Developer,Tech Corp,San Francisco,6,"Wireframing, Usability Testing, Adobe XD",Full-time,139319
722,Data Analyst,Tech Corp,New York,2,"Usability Testing, Adobe XD, Wireframing",Full-time,111159
723,Software Engineer,Tech Corp,Chicago,9,"Communication, Project Management, Leadership",Contract,55812
724,Web Developer,Creative Solutions,Chicago,3,"Communication, Agile, Leadership",Contract,137667
725,Data Analyst,Innovate LLC,Chicago,6,"HTML, Responsive Design, JavaScript",Contract,142252
726,Web Developer,Innovate LLC,Remote,2,"Adobe XD, Usability Testing, Collaboration",Contract,53646
727,Data Analyst,Tech Corp,New York,9,"Project Management, Leadership, Agile",Contract,88669
728,Web Developer,Data Inc,San Francisco,4,"Python, SQL, Django",Full-time,65659
729,Project Manager,Data Inc,Remote,3,"Communication, Leadership, Project Management",Full-time,106034
730,Data Analyst,Tech Corp,Remote,1,"HTML, Responsive Design, JavaScript",Part-time,114393
731,Software Engineer,Tech Corp,Austin,6,"Responsive Design, JavaScript, CSS",Contract,148949
732,UX Designer,Creative Solutions,New York,9,"Agile, Leadership, Project Management",Full-time,136116
733,Software Engineer,Data Inc,Chicago,5,"Data Visualization, Excel, Problem-Solving",Full-time,62885
734,Data Analyst,Data Inc,Chicago,7,"Collaboration, Wireframing, Usability Testing",Contract,74322
735,Project Manager,NextGen Tech,Remote,4,"Agile, Communication, Leadership",Contract,120706
736,Web Developer,Creative Solutions,Remote,9,"Django, SQL, Python",Part-time,56738
737,UX Designer,Creative Solutions,San Francisco,10,"Project Management, Leadership, Agile",Part-time,71617
738,Data Analyst,Tech Corp,Chicago,6,"SQL, Python, Communication",Part-time,94369
739,Software Engineer,Data Inc,San Francisco,8,"Wireframing, Usability Testing, Adobe XD",Contract,95379
740,Data Analyst,Tech Corp,San Francisco,9,"SQL, Problem-Solving, Excel",Full-time,75412
741,Software Engineer,Tech Corp,Chicago,7,"CSS, Responsive Design, HTML",Contract,91404
742,Project Manager,NextGen Tech,Austin,3,"SQL, Problem-Solving, Data Visualization",Part-time,101478
743,Web Developer,Data Inc,San Francisco,3,"SQL, Python, Django",Full-time,130898
744,Software Engineer,Data Inc,Austin,3,"Problem-Solving, Excel, Data Visualization",Contract,109604
745,Software Engineer,Data Inc,New York,7,"Collaboration, Wireframing, Usability Testing",Part-time,142150
746,Software Engineer,Data Inc,Remote,2,"Project Management, Leadership, Communication",Contract,52124
747,UX Designer,NextGen Tech,New York,9,"Leadership, Project Management, Agile",Contract,89651
748,Project Manager,Creative Solutions,New York,3,"Project Management, Leadership, Communication",Contract,53630
749,Project Manager,Data Inc,San Francisco,10,"Leadership, Agile, Communication",Full-time,95452
750,UX Designer,Creative Solutions,San Francisco,10,"Agile, Project Management, Communication",Full-time,130735
751,Web Developer,Creative Solutions,San Francisco,2,"Django, SQL, Python",Part-time,130706
752,Software Engineer,Innovate LLC,New York,10,"Agile, Project Management, Communication",Full-time,102190
753,Data Analyst,Data Inc,Remote,3,"Collaboration, Usability Testing, Wireframing",Full-time,87970
754,UX Designer,Innovate LLC,Chicago,1,"Communication, Python, SQL",Part-time,94807
755,Data Analyst,NextGen Tech,New York,10,"JavaScript, HTML, CSS",Contract,110981
756,Data Analyst,Data Inc,Austin,10,"CSS, HTML, Responsive Design",Part-time,145251
757,Software Engineer,Creative Solutions,Remote,3,"Responsive Design, JavaScript, CSS",Part-time,109510
758,Data Analyst,NextGen Tech,Chicago,10,"SQL, Data Visualization, Excel",Contract,88376
759,Software Engineer,Creative Solutions,Chicago,1,"Communication, Leadership, Project Management",Part-time,87217
760,Software Engineer,Creative Solutions,Chicago,3,"SQL, Django, Communication",Contract,116535
761,UX Designer,Data Inc,Austin,9,"Wireframing, Collaboration, Usability Testing",Full-time,118504
762,Web Developer,Tech Corp,Chicago,4,"Python, Communication, Django",Part-time,75746
763,Software Engineer,Innovate LLC,Chicago,4,"Problem-Solving, Excel, Data Visualization",Contract,66142
764,UX Designer,Data Inc,Austin,4,"Usability Testing, Wireframing, Adobe XD",Contract,108251
765,UX Designer,Tech Corp,Remote,5,"Problem-Solving, SQL, Data Visualization",Full-time,65496
766,Project Manager,Data Inc,Chicago,6,"Django, SQL, Python",Full-time,110819
767,Software Engineer,Data Inc,New York,2,"HTML, CSS, JavaScript",Part-time,116864
768,UX Designer,Tech Corp,New York,5,"Django, SQL, Communication",Part-time,114108
769,Data Analyst,NextGen Tech,Chicago,7,"Python, Django, SQL",Full-time,146676
770,Data Analyst,Innovate LLC,Chicago,1,"Adobe XD, Wireframing, Usability Testing",Full-time,71126
771,Software Engineer,NextGen Tech,Chicago,1,"Django, Communication, Python",Contract,117703
772,Data Analyst,Innovate LLC,Chicago,1,"Adobe XD, Usability Testing, Collaboration",Contract,61129
773,Project Manager,Creative Solutions,Chicago,1,"SQL, Communication, Django",Part-time,99729
774,Software Engineer,Tech Corp,Remote,2,"Data Visualization, SQL, Excel",Part-time,137331
775,Data Analyst,Creative Solutions,Austin,4,"Data Visualization, Problem-Solving, Excel",Part-time,142745
776,Data Analyst,Data Inc,Remote,3,"Python, Communication, Django",Full-time,125865
777,Software Engineer,NextGen Tech,New York,6,"Collaboration, Wireframing, Usability Testing",Part-time,117519
778,UX Designer,Creative Solutions,Remote,7,"SQL, Problem-Solving, Data Visualization",Part-time,62102
779,UX Designer,NextGen Tech,Austin,6,"Project Management, Communication, Agile",Contract,50650
780,UX Designer,NextGen Tech,San Francisco,3,"Project Management, Agile, Communication",Contract,107486
781,Software Engineer,Tech Corp,Remote,6,"CSS, JavaScript, HTML",Full-time,78033
782,Project Manager,NextGen Tech,Remote,9,"Problem-Solving, Excel, Data Visualization",Full-time,107677
783,Project Manager,Tech Corp,San Francisco,6,"Django, Python, Communication",Full-time,116850
784,Data Analyst,NextGen Tech,Austin,8,"Data Visualization, SQL, Problem-Solving",Full-time,130869
785,Data Analyst,NextGen Tech,Remote,4,"CSS, HTML, Responsive Design",Part-time,50305
786,Project Manager,Innovate LLC,Chicago,10,"Data Visualization, Problem-Solving, Excel",Full-time,86645
787,Web Developer,NextGen Tech,Chicago,8,"SQL, Python, Django",Part-time,84785
788,UX Designer,Data Inc,Remote,8,"JavaScript, HTML, Responsive Design",Contract,105013
789,Software Engineer,Creative Solutions,Chicago,2,"Adobe XD, Usability Testing, Wireframing",Contract,61044
790,Web Developer,Creative Solutions,Chicago,6,"Project Management, Communication, Agile",Contract,74627
791,Project Manager,Tech Corp,New York,4,"Agile, Communication, Project Management",Contract,142756
792,Web Developer,NextGen Tech,Austin,10,"SQL, Django, Python",Part-time,133132
793,Project Manager,Tech Corp,San Francisco,3,"Data Visualization, Excel, Problem-Solving",Contract,95572
794,Web Developer,NextGen Tech,New York,5,"Data Visualization, Excel, Problem-Solving",Contract,101406
795,Web Developer,Data Inc,Austin,5,"Communication, Python, Django",Part-time,109049
796,UX Designer,Innovate LLC,New York,10,"SQL, Excel, Problem-Solving",Full-time,120510
797,Data Analyst,Creative Solutions,Chicago,10,"Communication, Django, Python",Full-time,149842
798,UX Designer,Innovate LLC,New York,6,"JavaScript, HTML, CSS",Contract,107263
799,Data Analyst,Innovate LLC,Chicago,9,"Communication, SQL, Python",Contract,121567
800,Web Developer,Innovate LLC,Remote,7,"Problem-Solving, SQL, Data Visualization",Part-time,54557
801,Software Engineer,NextGen Tech,Remote,6,"Usability Testing, Adobe XD, Wireframing",Part-time,77968
802,UX Designer,Innovate LLC,Remote,6,"Usability Testing, Adobe XD, Collaboration",Part-time,52917
803,Software Engineer,Tech Corp,Chicago,2,"Agile, Project Management, Communication",Part-time,148619
804,Data Analyst,Creative Solutions,New York,8,"SQL, Python, Django",Full-time,145726
805,Software Engineer,Creative Solutions,San Francisco,3,"Data Visualization, Excel, Problem-Solving",Part-time,86904
806,UX Designer,Data Inc,Austin,5,"JavaScript, Responsive Design, CSS",Contract,92245
807,Software Engineer,NextGen Tech,New York,2,"Wireframing, Collaboration, Adobe XD",Full-time,102701
808,UX Designer,NextGen Tech,San Francisco,9,"Data Visualization, Excel, Problem-Solving",Full-time,78755
809,Web Developer,NextGen Tech,Remote,6,"SQL, Communication, Django",Part-time,90508
810,Data Analyst,Creative Solutions,San Francisco,4,"CSS, Responsive Design, JavaScript",Full-time,130881
811,Project Manager,NextGen Tech,New York,2,"Wireframing, Collaboration, Adobe XD",Part-time,132412
812,Web Developer,Innovate LLC,San Francisco,2,"Adobe XD, Usability Testing, Collaboration",Part-time,124519
813,Project Manager,Creative Solutions,Remote,1,"Data Visualization, Excel, SQL",Part-time,84914
814,Data Analyst,Innovate LLC,Austin,10,"Communication, SQL, Python",Part-time,130795
815,Software Engineer,Creative Solutions,Austin,10,"Wireframing, Collaboration, Adobe XD",Full-time,130275
816,Data Analyst,NextGen Tech,San Francisco,7,"Wireframing, Collaboration, Usability Testing",Full-time,146244
817,Web Developer,NextGen Tech,Chicago,8,"Wireframing, Usability Testing, Collaboration",Full-time,74457
818,UX Designer,Tech Corp,Chicago,7,"HTML, CSS, JavaScript",Contract,58700
819,Project Manager,Data Inc,San Francisco,10,"Django, SQL, Communication",Part-time,60772
820,Web Developer,Innovate LLC,Remote,8,"Communication, Agile, Leadership",Part-time,126410
821,Project Manager,Innovate LLC,Remote,7,"Project Management, Communication, Leadership",Full-time,110226
822,Project Manager,NextGen Tech,Austin,1,"Usability Testing, Wireframing, Adobe XD",Full-time,61910
823,Web Developer,NextGen Tech,Chicago,3,"CSS, HTML, JavaScript",Contract,103941
824,UX Designer,NextGen Tech,Chicago,3,"Problem-Solving, SQL, Data Visualization",Part-time,81649
825,UX Designer,NextGen Tech,Austin,10,"Communication, Python, SQL",Full-time,140259
826,Project Manager,Creative Solutions,Remote,6,"Usability Testing, Adobe XD, Collaboration",Contract,117007
827,Project Manager,Innovate LLC,New York,2,"Responsive Design, HTML, CSS",Full-time,98072
828,UX Designer,Data Inc,Chicago,6,"Problem-Solving, Excel, SQL",Contract,120836
829,Project Manager,NextGen Tech,New York,3,"CSS, Responsive Design, JavaScript",Part-time,125032
830,Software Engineer,Tech Corp,Chicago,6,"Usability Testing, Collaboration, Adobe XD",Full-time,76039
831,UX Designer,Data Inc,San Francisco,1,"Data Visualization, SQL, Problem-Solving",Full-time,53955
832,UX Designer,Tech Corp,New York,3,"HTML, JavaScript, Responsive Design",Part-time,69660
833,Software Engineer,Data Inc,San Francisco,4,"Responsive Design, JavaScript, HTML",Full-time,124064
834,Software Engineer,Innovate LLC,Chicago,1,"Adobe XD, Usability Testing, Wireframing",Contract,98480
835,Web Developer,Tech Corp,Chicago,9,"Adobe XD, Collaboration, Usability Testing",Contract,102766
836,Software Engineer,Data Inc,New York,8,"SQL, Python, Django",Full-time,140880
837,Software Engineer,Data Inc,San Francisco,9,"JavaScript, Responsive Design, CSS",Full-time,119009
838,UX Designer,Innovate LLC,Austin,2,"Usability Testing, Collaboration, Wireframing",Contract,99222
839,Project Manager,NextGen Tech,Austin,8,"JavaScript, Responsive Design, CSS",Contract,136036
840,UX Designer,Tech Corp,Chicago,5,"SQL, Communication, Python",Full-time,57009
841,Project Manager,Innovate LLC,San Francisco,8,"Collaboration, Adobe XD, Wireframing",Full-time,66808
842,Data Analyst,NextGen Tech,Remote,7,"Collaboration, Usability Testing, Adobe XD",Full-time,112402
843,Project Manager,Data Inc,San Francisco,6,"Adobe XD, Wireframing, Usability Testing",Part-time,94891
844,Data Analyst,Data Inc,Austin,5,"Leadership, Project Management, Communication",Part-time,99998
845,UX Designer,NextGen Tech,Chicago,8,"CSS, HTML, Responsive Design",Part-time,69836
846,Web Developer,Data Inc,San Francisco,1,"SQL, Python, Django",Full-time,138222
847,Project Manager,Tech Corp,Remote,3,"Communication, Django, Python",Part-time,61263
848,Data Analyst,Creative Solutions,New York,5,"Collaboration, Wireframing, Adobe XD",Part-time,78885
849,Project Manager,Data Inc,Remote,7,"HTML, JavaScript, CSS",Part-time,84141
850,Project Manager,Creative Solutions,Remote,7,"Wireframing, Adobe XD, Usability Testing",Contract,86296
851,Software Engineer,NextGen Tech,Austin,6,"SQL, Problem-Solving, Excel",Part-time,141448
852,Software Engineer,Data Inc,Chicago,5,"Responsive Design, JavaScript, HTML",Contract,98724
853,Web Developer,Creative Solutions,San Francisco,5,"Responsive Design, CSS, JavaScript",Full-time,111688
854,Software Engineer,Tech Corp,Chicago,3,"Communication, SQL, Django",Contract,59790
855,Project Manager,Data Inc,Austin,9,"Responsive Design, JavaScript, HTML",Contract,129232
856,Project Manager,NextGen Tech,Austin,8,"Adobe XD, Collaboration, Wireframing",Part-time,73680
857,UX Designer,Innovate LLC,Austin,2,"Adobe XD, Collaboration, Wireframing",Part-time,78328
858,Data Analyst,Creative Solutions,San Francisco,2,"SQL, Data Visualization, Problem-Solving",Contract,77337
859,Software Engineer,Innovate LLC,Remote,4,"HTML, Responsive Design, JavaScript",Contract,109353
860,Data Analyst,Data Inc,Remote,4,"Usability Testing, Collaboration, Wireframing",Full-time,107703
861,UX Designer,Innovate LLC,New York,1,"Usability Testing, Wireframing, Collaboration",Part-time,75303
862,UX Designer,Data Inc,San Francisco,5,"Problem-Solving, SQL, Excel",Contract,87195
863,Software Engineer,Creative Solutions,New York,3,"CSS, HTML, Responsive Design",Part-time,132592
864,Web Developer,Data Inc,Austin,8,"Project Management, Agile, Leadership",Part-time,141952
865,UX Designer,Tech Corp,San Francisco,2,"JavaScript, CSS, Responsive Design",Part-time,113355
866,Software Engineer,NextGen Tech,Remote,1,"Communication, Django, SQL",Contract,62970
867,Web Developer,Tech Corp,San Francisco,9,"CSS, JavaScript, HTML",Full-time,123086
868,Project Manager,NextGen Tech,Austin,1,"JavaScript, HTML, CSS",Part-time,77972
869,UX Designer,Tech Corp,Chicago,2,"Agile, Communication, Project Management",Contract,140191
870,UX Designer,Innovate LLC,New York,5,"Usability Testing, Adobe XD, Wireframing",Full-time,58471
871,Project Manager,Innovate LLC,Austin,4,"Leadership, Communication, Agile",Part-time,122209
872,Software Engineer,Data Inc,New York,7,"CSS, HTML, JavaScript",Contract,148754
873,Data Analyst,NextGen Tech,Austin,1,"Communication, Python, Django",Contract,85192
874,UX Designer,Innovate LLC,New York,1,"Agile, Project Management, Leadership",Contract,146336
875,Web Developer,Innovate LLC,Chicago,8,"Problem-Solving, Data Visualization, Excel",Full-time,120031
876,Data Analyst,Tech Corp,Remote,8,"SQL, Django, Communication",Part-time,113279
877,Data Analyst,Tech Corp,Austin,9,"Wireframing, Usability Testing, Collaboration",Part-time,145922
878,Project Manager,Creative Solutions,San Francisco,7,"CSS, HTML, Responsive Design",Part-time,56125
879,Software Engineer,Creative Solutions,Remote,2,"Responsive Design, CSS, JavaScript",Contract,98962
880,Data Analyst,Data Inc,Austin,7,"Django, Python, Communication",Full-time,53352
881,UX Designer,Data Inc,Remote,8,"Excel, SQL, Problem-Solving",Full-time,116409
882,Software Engineer,Tech Corp,New York,1,"Communication, SQL, Python",Contract,148057
883,Project Manager,Data Inc,San Francisco,3,"CSS, Responsive Design, JavaScript",Full-time,64185
884,Data Analyst,Innovate LLC,New York,9,"Django, SQL, Python",Part-time,147273
885,Project Manager,Creative Solutions,Chicago,2,"SQL, Communication, Python",Contract,63002
886,Software Engineer,Data Inc,Austin,2,"CSS, HTML, Responsive Design",Full-time,115799
887,Web Developer,Innovate LLC,Austin,5,"Communication, Python, SQL",Contract,89476
888,UX Designer,Creative Solutions,New York,10,"Problem-Solving, Data Visualization, Excel",Contract,52660
889,Project Manager,Tech Corp,New York,7,"Collaboration, Usability Testing, Wireframing",Full-time,98964
890,Web Developer,Innovate LLC,New York,9,"Data Visualization, Problem-Solving, Excel",Contract,78300
891,Project Manager,NextGen Tech,Austin,4,"Communication, Django, SQL",Full-time,103688
892,UX Designer,Tech Corp,Austin,6,"SQL, Excel, Data Visualization",Contract,127463
893,Software Engineer,Tech Corp,San Francisco,9,"Wireframing, Collaboration, Usability Testing",Part-time,99378
894,Data Analyst,NextGen Tech,Remote,4,"Usability Testing, Adobe XD, Wireframing",Part-time,54120
895,UX Designer,Tech Corp,Chicago,2,"Leadership, Communication, Project Management",Full-time,85845
896,Web Developer,Tech Corp,Remote,2,"Wireframing, Usability Testing, Collaboration",Contract,103025
897,Web Developer,Tech Corp,Chicago,2,"CSS, JavaScript, Responsive Design",Part-time,71565
898,Web Developer,Data Inc,San Francisco,7,"Adobe XD, Wireframing, Usability Testing",Part-time,111850
899,Project Manager,Tech Corp,New York,4,"Django, SQL, Python",Full-time,74111
900,Project Manager,Tech Corp,Chicago,1,"Communication, Django, SQL",Part-time,146916
901,Project Manager,Innovate LLC,San Francisco,6,"HTML, CSS, JavaScript",Full-time,98097
902,Data Analyst,Data Inc,New York,5,"Python, SQL, Django",Full-time,81717
903,Project Manager,Innovate LLC,Austin,1,"SQL, Python, Communication",Part-time,129188
904,Project Manager,Data Inc,Austin,7,"Leadership, Communication, Project Management",Full-time,107977
905,Software Engineer,Innovate LLC,New York,6,"Python, SQL, Communication",Part-time,50013
906,Project Manager,NextGen Tech,New York,9,"Agile, Communication, Project Management",Contract,106375
907,Data Analyst,Tech Corp,Austin,7,"Usability Testing, Adobe XD, Wireframing",Contract,114349
908,Project Manager,Data Inc,New York,3,"Wireframing, Usability Testing, Collaboration",Contract,127103
909,Data Analyst,Creative Solutions,Remote,9,"HTML, CSS, Responsive Design",Contract,124463
910,Software Engineer,Tech Corp,New York,6,"Leadership, Project Management, Agile",Part-time,96447
911,Data Analyst,Creative Solutions,Austin,1,"Data Visualization, SQL, Problem-Solving",Contract,66358
912,UX Designer,Data Inc,Chicago,3,"Leadership, Project Management, Communication",Contract,67582
913,Data Analyst,NextGen Tech,New York,6,"HTML, Responsive Design, CSS",Contract,90688
914,Project Manager,NextGen Tech,Remote,1,"HTML, JavaScript, Responsive Design",Contract,59151
915,UX Designer,Tech Corp,New York,1,"Communication, Python, SQL",Contract,82845
916,Software Engineer,Tech Corp,San Francisco,2,"Leadership, Agile, Communication",Full-time,133689
917,Data Analyst,Data Inc,San Francisco,3,"Responsive Design, JavaScript, HTML",Contract,51937
918,Project Manager,Creative Solutions,Remote,3,"JavaScript, HTML, Responsive Design",Contract,121864
919,UX Designer,Tech Corp,New York,8,"Adobe XD, Collaboration, Usability Testing",Part-time,89084
920,UX Designer,Creative Solutions,Austin,9,"Usability Testing, Collaboration, Wireframing",Contract,126152
921,Software Engineer,Tech Corp,Chicago,8,"Collaboration, Usability Testing, Wireframing",Full-time,76130
922,Web Developer,NextGen Tech,Remote,7,"Python, Communication, SQL",Full-time,101446
923,Software Engineer,Creative Solutions,Austin,4,"Usability Testing, Collaboration, Adobe XD",Contract,147001
924,UX Designer,Creative Solutions,Austin,9,"Excel, Data Visualization, Problem-Solving",Contract,149039
925,Web Developer,NextGen Tech,San Francisco,7,"Project Management, Agile, Communication",Contract,84396
926,Web Developer,Creative Solutions,Chicago,4,"Django, SQL, Communication",Part-time,88558
927,Software Engineer,Tech Corp,Austin,4,"Usability Testing, Adobe XD, Collaboration",Part-time,92551
928,Software Engineer,Creative Solutions,New York,5,"Collaboration, Adobe XD, Wireframing",Full-time,145231
929,Project Manager,NextGen Tech,San Francisco,1,"Excel, Data Visualization, SQL",Full-time,59115
930,Project Manager,Creative Solutions,Austin,5,"Python, Django, Communication",Full-time,121998
931,UX Designer,Creative Solutions,New York,1,"CSS, HTML, Responsive Design",Full-time,74176
932,Web Developer,NextGen Tech,Austin,9,"CSS, JavaScript, HTML",Full-time,104076
933,Software Engineer,Tech Corp,San Francisco,4,"Problem-Solving, Data Visualization, Excel",Full-time,129194
934,Data Analyst,Data Inc,Austin,8,"HTML, CSS, JavaScript",Part-time,122988
935,Data Analyst,NextGen Tech,Remote,6,"Python, SQL, Communication",Full-time,84487
936,Software Engineer,Creative Solutions,Chicago,7,"Responsive Design, JavaScript, CSS",Contract,108798
937,Software Engineer,NextGen Tech,New York,8,"SQL, Data Visualization, Problem-Solving",Contract,78021
