ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags
43942444,40,0,HONDA,FIT,2004,Hatchback,0,Petrol,1.3,160000,4,Variator,Front,Right-hand drive,White,2
45725877,15994,0,TOYOTA,Prius,2010,Hatchback,0,Hybrid,1.8,182000,4,Variator,Front,Left wheel,Silver,0
45805261,4500,0,MAZDA,323 F,1995,Hatchback,1,Petrol,1.5,147000,4,Manual,Front,Left wheel,Silver,2
45814561,10036,0,NISSAN,Tiida,2005,Hatchback,1,Petrol,1.5,0,4,Automatic,Front,Left wheel,Silver,4
45764665,6272,0,LEXUS,RX 300,2000,Jeep,1,CNG,3,145000,6,Automatic,4x4,Left wheel,Silver,4
45453122,9095,0,VOLKSWAGEN,Jetta,2004,Sedan,1,Diesel,1.9 Turbo,127000,4,Manual,Front,Left wheel,Grey,6
45745377,29793,0,MERCEDES-BENZ,Sprinter,2012,Microbus,1,Diesel,3.2 Turbo,195000,5,Tiptronic,Rear,Left wheel,White,8
45735293,8467,0,OPEL,Zafira,2001,Minivan,0,Diesel,2.0 Turbo,220000,4,Manual,Front,Left wheel,White,8
45649195,21326,0,FORD,Escape,2009,Jeep,1,Hybrid,2.5,169000,4,Automatic,4x4,Left wheel,Blue,6
45786988,17249,0,SUBARU,Impreza,2009,Sedan,0,Petrol,2.5 Turbo,172800,4,Manual,4x4,Left wheel,Black,4
45798430,23834,0,TOYOTA,Prius,2012,Hatchback,1,Hybrid,1.8,64500,4,Automatic,Front,Left wheel,Blue,12
45805988,48610,0,FORD,Mustang ecoboost,2017,Coupe,0,Petrol,2.3 Turbo,59805,4,Tiptronic,Rear,Left wheel,Black,12
45781245,17249,0,TOYOTA,Prius,2011,Sedan,0,Petrol,1.8,121000,4,Variator,Front,Left wheel,Silver,10
45775556,4234,0,OPEL,Corsa,2000,Hatchback,0,Petrol,1.2,0,4,Manual,Front,Left wheel,Black,2
45813477,11917,0,FORD,Transit,1998,Microbus,0,Diesel,2.5 Turbo,0,6,Manual,Rear,Left wheel,White,2
45805325,23521,0,NISSAN,Juke,2012,Jeep,0,Petrol,1.6,39200,4,Automatic,Front,Left wheel,Red,6
45789771,28852,0,FORD,Fusion,2017,Sedan,1,Hybrid,2,27000,4,Automatic,Front,Left wheel,Blue,10
45794605,7213,0,TOYOTA,Vitz,2005,Hatchback,0,Petrol,1,0,3,Automatic,Front,Right-hand drive,Silver,4
44782614,59586,0,MERCEDES-BENZ,GL 550,2011,Jeep,1,Petrol,5.5,125000,8,Tiptronic,4x4,Left wheel,Grey,12
45769001,58018,0,MERCEDES-BENZ,CLA 250,2018,Sedan,1,Petrol,2,44000,4,Automatic,Front,Left wheel,Black,10
45789733,16308,0,TOYOTA,Prius,2008,Sedan,1,Petrol,1.5,259200,4,Automatic,Front,Left wheel,Green,8
45459425,37633,0,TOYOTA,Camry,2016,Sedan,1,Petrol,2.5,20800,4,Tiptronic,Front,Left wheel,Grey,8
45749193,4234,0,MERCEDES-BENZ,E 230,1995,Sedan,1,CNG,2.3,0,4,Manual,Rear,Left wheel,Blue,2
45794593,20385,0,TOYOTA,Prius,2012,Sedan,0,Hybrid,1.8,130000,4,Variator,Front,Left wheel,Grey,8
45437492,20385,0,BMW,328 i,2009,Sedan,1,Petrol,3,192000,6,Tiptronic,Rear,Left wheel,Silver,8
45790382,7840,0,MERCEDES-BENZ,E 240,1999,Sedan,1,Petrol,2.4,200000,5,Automatic,Front,Left wheel,Silver,4
45800780,17249,0,TOYOTA,Prius,2011,Sedan,1,Hybrid,1.8,115023,4,Automatic,Front,Left wheel,Grey,8
45757982,10036,0,VOLKSWAGEN,Passat,2007,Sedan,1,Petrol,2.0 Turbo,222500,4,Tiptronic,Front,Left wheel,Green,8
45491803,7213,0,MERCEDES-BENZ,C 320,2001,Universal,1,Petrol,3.2,210000,6,Tiptronic,Rear,Left wheel,Silver,8
45758707,24462,0,HYUNDAI,Sonata,2016,Sedan,0,Petrol,2.4,60800,4,Tiptronic,Front,Left wheel,White,8
45607541,4200,0,MINI,One,2001,Hatchback,0,Petrol,1.6,11111,2,Automatic,Rear,Right-hand drive,Green,6
45776887,19444,0,MERCEDES-BENZ,Vito,2007,Goods wagon,0,Diesel,2.2 Turbo,385000,4,Manual,Rear,Left wheel,White,4
45790870,2500,0,OPEL,Omega,1999,Sedan,0,CNG,2,25000,4,Automatic,Rear,Left wheel,Red,2
44957866,11604,0,AUDI,TT,2000,Coupe,1,Petrol,1.8 Turbo,175650,4,Manual,4x4,Left wheel,Silver,6
45114236,20071,0,HYUNDAI,Santa FE,2007,Jeep,1,Diesel,2.2 Turbo,69500,4,Tiptronic,Front,Left wheel,Black,6
45794626,20698,0,HYUNDAI,Sonata,2015,Sedan,0,Petrol,2,106112,4,Tiptronic,Front,Left wheel,Silver,12
45802011,11290,0,HONDA,FIT,2010,Sedan,0,Petrol,1.3,155000,4,Automatic,Front,Right-hand drive,Black,4
45453483,16308,0,FORD,Fiesta,2015,Sedan,0,Petrol,1.6,103000,4,Automatic,Front,Left wheel,Silver,8
45814467,30,0,OPEL,Astra,1998,Hatchback,0,Petrol,1.8,200000,4,Manual,4x4,Left wheel,Black,12
45782211,15210,0,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,143000,8,Automatic,Front,Right-hand drive,Red,6
45761546,2500,0,VOLKSWAGEN,Golf,1998,Sedan,0,Petrol,1.6,0,4,Manual,Front,Left wheel,Black,2
45793336,7840,0,HONDA,Stream,2000,Minivan,0,Petrol,2,186000,4,Tiptronic,Front,Right-hand drive,White,0
45528330,30734,0,LAND ROVER,Land Rover Sport,2008,Jeep,1,Diesel,3.6 Turbo,180000,6,Tiptronic,4x4,Left wheel,Black,10
44917682,29793,0,TOYOTA,Avalon Limited,2013,Sedan,1,Hybrid,2.5,200000,6,Tiptronic,Front,Left wheel,Blue,0
45815361,14113,0,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,100000,4,Variator,Front,Right-hand drive,White,6
45796223,37633,0,MERCEDES-BENZ,S 550,2008,Sedan,1,Petrol,5.5,250001,8,Tiptronic,4x4,Left wheel,Black,16
44294557,12544,0,BMW,X5,2003,Jeep,1,Petrol,3,206000,6,Tiptronic,4x4,Left wheel,Silver,12
45806138,3763,0,VOLKSWAGEN,Passat,1999,Sedan,0,Petrol,1.8 Turbo,0,4,Tiptronic,Front,Left wheel,Black,4
45788834,19,0,BMW,X5,2005,Jeep,1,Diesel,3.0 Turbo,330000,6,Tiptronic,4x4,Left wheel,Grey,12
44607769,78403,0,BMW,X6,2011,Jeep,1,Diesel,4.0 Turbo,277100,6,Automatic,Rear,Left wheel,White,6
45328661,74639,0,MITSUBISHI,L 200,2019,Pickup,0,Diesel,2.5 Turbo,0,4,Manual,4x4,Left wheel,Grey,4
45806092,3500,0,OPEL,Astra,1998,Sedan,0,Petrol,1.6,2800000,1,Manual,Front,Left wheel,Blue,1
45795475,50178,0,MERCEDES-BENZ,S 350,2005,Sedan,1,Petrol,3.5,79000,6,Tiptronic,Rear,Left wheel,White,12
44996190,16935,0,FORD,Escape,2008,Jeep,1,Hybrid,2.3,86400,4,Automatic,Front,Left wheel,Sky blue,10
44609764,8000,0,HONDA,Odyssey,2003,Universal,0,Petrol,2.4,1111,4,Automatic,Front,Right-hand drive,Black,10
45788431,18189,0,HYUNDAI,Sonata,2011,Sedan,1,Petrol,2.4,0,1,Tiptronic,Rear,Left wheel,Silver,12
45796472,800,0,VAZ,2109,1990,Sedan,0,Petrol,1.5,0,4,Manual,Front,Left wheel,Blue,0
45786633,35,0,TOYOTA,Prius,2007,Hatchback,0,CNG,1.5,220000,4,Automatic,Front,Left wheel,White,4
45781385,43905,0,BMW,X5 M,2009,Universal,1,Petrol,4.4 Turbo,170000,8,Tiptronic,4x4,Left wheel,Blue,12
45452982,29479,0,MERCEDES-BENZ,S 550,2006,Sedan,1,Petrol,5.5 Turbo,128000,8,Tiptronic,Rear,Left wheel,Black,12
45814312,8154,0,OPEL,Vectra B,2001,Sedan,1,Petrol,1.8,1000,4,Manual,Front,Left wheel,Silver,4
43153632,116036,0,TOYOTA,Highlander,2017,Jeep,1,Hybrid,3.5,17202,4,Tiptronic,4x4,Left wheel,White,12
45784910,17876,0,VOLKSWAGEN,Jetta,2011,Sedan,1,LPG,2.5,147200,5,Tiptronic,Front,Left wheel,White,8
45085819,18189,0,HYUNDAI,Veloster,2012,Sedan,1,Petrol,1.6,110000,4,Tiptronic,Front,Left wheel,Red,12
45770152,43000,0,BMW,328 i,2014,Sedan,0,Petrol,2.0 Turbo,92361,4,Tiptronic,Rear,Left wheel,Sky blue,0
45496305,7683,0,HONDA,FIT,2003,Hatchback,0,Petrol,1.3,180000,4,Automatic,Front,Right-hand drive,Blue,4
45786739,17249,0,MERCEDES-BENZ,ML 500 AMG,2006,Jeep,1,Petrol,5,101000,8,Tiptronic,4x4,Left wheel,Golden,12
45761408,15681,0,TOYOTA,Prius C,2013,Hatchback,0,Hybrid,1.4,228800,4,Automatic,Front,Left wheel,Red,0
34286300,50,0,HONDA,Insight,2009,Hatchback,0,Hybrid,1.3,141000,6,Automatic,Rear,Left wheel,Grey,6
45324007,150,0,MERCEDES-BENZ,Sprinter,2009,Microbus,1,Diesel,2.7 Turbo,30000,5,Manual,Rear,Left wheel,White,3
45805834,11917,0,MERCEDES-BENZ,C 240,2003,Sedan,1,Petrol,2.4,220000,4,Tiptronic,Rear,Left wheel,Green,0
45800974,15500,0,SKODA,Octavia,2013,Sedan,0,Petrol,1.8 Turbo,200000,4,Manual,Front,Left wheel,White,6
45476060,941,0,MITSUBISHI,Space Runner,2001,Hatchback,0,Petrol,2,199999,4,Manual,Front,Left wheel,Grey,0
45806513,17249,0,TOYOTA,Aqua s,2013,Hatchback,0,Petrol,1.4,31563,4,Automatic,Front,Right-hand drive,Grey,6
45810772,17876,0,HYUNDAI,H1,2005,Microbus,0,Diesel,2.5 Turbo,107000,6,Automatic,Rear,Left wheel,Silver,0
45497145,7213,0,MITSUBISHI,Pajero,1995,Jeep,0,Diesel,2.5 Turbo,275124,4,Automatic,4x4,Right-hand drive,Green,0
45793884,5331,0,MERCEDES-BENZ,A 160,2000,Sedan,0,CNG,1.6,200000,4,Automatic,Front,Left wheel,Silver,2
43613078,7056,0,MITSUBISHI,Colt,2003,Hatchback,0,Petrol,1.3,178000,4,Automatic,Front,Right-hand drive,Sky blue,5
45791770,11917,0,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,0,4,Automatic,Front,Left wheel,Grey,6
45767162,36692,0,LEXUS,GX 470,2005,Jeep,1,Petrol,4.7,147000,8,Tiptronic,4x4,Left wheel,Black,8
45773749,15681,0,HONDA,Civic,2011,Sedan,0,Petrol,1.8,230000,4,Automatic,Front,Left wheel,Black,6
44839957,23834,0,BMW,328,2012,Sedan,1,Petrol,2.0 Turbo,0,6,Tiptronic,Rear,Left wheel,Grey,6
45788585,28225,0,LEXUS,CT 200h,2013,Hatchback,1,Hybrid,1.8,112000,4,Automatic,Front,Left wheel,Silver,8
45770031,15500,0,HYUNDAI,Sonata,2011,Sedan,0,Hybrid,2.4,240000,4,Automatic,Front,Left wheel,Silver,6
45774606,36065,0,INFINITI,Q50 S Red,2015,Sedan,1,Petrol,3.7,104800,6,Tiptronic,4x4,Left wheel,Black,8
45675996,14113,0,VOLKSWAGEN,CC,2009,Sedan,1,Petrol,2.0 Turbo,158400,4,Tiptronic,Front,Left wheel,Silver,12
45792926,4000,0,UAZ,31514,1987,Jeep,0,Petrol,2.9,120000,4,Manual,4x4,Left wheel,Blue,9
45787944,10976,0,HONDA,Civic,2003,Coupe,0,Petrol,2,180000,4,Tiptronic,Front,Right-hand drive,Black,4
45805467,9408,0,MERCEDES-BENZ,C 180,1998,Sedan,0,Petrol,1.8,281000,4,Manual,Rear,Left wheel,Black,4
45781592,8781,0,SUZUKI,SX4,2006,Hatchback,0,LPG,1.5,182000,4,Automatic,Front,Right-hand drive,White,6
45789779,11917,0,BMW,325,2003,Sedan,1,Petrol,2.5,244000,6,Tiptronic,Rear,Left wheel,Black,0
44960988,13642,0,HONDA,Insight,2011,Hatchback,0,Hybrid,1.3,209000,4,Automatic,Front,Left wheel,Grey,6
45657074,36379,0,MERCEDES-BENZ,ML 350,2011,Jeep,1,Petrol,3.5 Turbo,154000,6,Tiptronic,Rear,Left wheel,Black,12
45592286,90,0,TOYOTA,VOXY,2008,Minivan,0,Petrol,2,180000,4,Automatic,4x4,Left wheel,White,2
23242980,200,0,TOYOTA,Land Cruiser Prado,2017,Jeep,1,Petrol,2.7,95000,4,Automatic,4x4,Left wheel,Black,10
45798567,11604,0,TOYOTA,Prius,2007,Sedan,0,Hybrid,1.5,180000,4,Automatic,Front,Left wheel,Blue,8
45280672,18817,0,FORD,Escape,2009,Jeep,0,Hybrid,2.5,198000,4,Automatic,4x4,Left wheel,White,4
45815378,34497,0,NISSAN,Quest,2013,Minivan,1,CNG,3.5,45000,6,Automatic,Front,Left wheel,White,12
45806026,9252,0,MERCEDES-BENZ,C 200,2000,Goods wagon,0,CNG,2,21000,4,Manual,Rear,Left wheel,Silver,4
43802229,49864,0,TOYOTA,Land Cruiser Prado,2010,Jeep,1,Petrol,2.7,90000,4,Automatic,4x4,Left wheel,White,8
43805977,40769,0,TOYOTA,Hilux,2006,Jeep,0,LPG,4,220000,6,Automatic,4x4,Left wheel,White,6
45800343,5488,0,HONDA,FIT,2001,Hatchback,1,Petrol,1.9,147000,4,Automatic,Front,Right-hand drive,Black,4
45769023,5331,0,NISSAN,March,2002,Sedan,0,Petrol,1.2,0,4,Automatic,Front,Right-hand drive,Yellow,2
45161909,43278,0,MERCEDES-BENZ,S 350 CDI 320,2011,Sedan,1,Diesel,3.2 Turbo,240000,6,Tiptronic,Rear,Left wheel,Black,12
39856789,144261,0,BMW,M4 Competition,2017,Coupe,1,Petrol,3.0 Turbo,17000,6,Tiptronic,Rear,Left wheel,Orange,12
45667886,16308,0,TOYOTA,Prius C,2014,Sedan,1,Hybrid,1.5,75000,4,Automatic,Front,Left wheel,Silver,8
45793955,100,0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,1.8,34343,4,Tiptronic,Front,Left wheel,Carnelian red,10
44287084,32929,0,LAND ROVER,Range Rover,2007,Jeep,1,Diesel,3.6 Turbo,200000,8,Tiptronic,4x4,Left wheel,Black,12
45784404,4704,0,HONDA,Civic,1992,Sedan,0,Petrol,1.5,0,4,Manual,Front,Left wheel,White,0
45644280,7213,0,HONDA,Cr-v,1999,Jeep,0,Petrol,2,189000,4,Automatic,4x4,Right-hand drive,Red,4
45815825,18817,0,FORD,Transit,1997,Microbus,0,Diesel,2.0 Turbo,204000,4,Manual,Rear,Left wheel,White,2
45681534,30,0,TOYOTA,Prius,2008,Sedan,0,Hybrid,1.5,211200,4,Automatic,Front,Left wheel,White,8
45791695,30,0,TOYOTA,Prius,2009,Sedan,1,Hybrid,1.5,200000,4,Automatic,Front,Left wheel,White,6
45769750,60,0,TOYOTA,ISIS,2008,Minivan,0,Petrol,2,200000,4,Automatic,Front,Right-hand drive,White,8
45762191,3763,0,TOYOTA,Hilux Surf,1995,Jeep,0,Petrol,3,170000,6,Automatic,4x4,Right-hand drive,Red,2
43226487,40,0,HONDA,FIT,2007,Hatchback,0,Petrol,1.3,170000,4,Automatic,Front,Right-hand drive,White,0
45800416,7213,0,NISSAN,March,2005,Hatchback,0,Petrol,1.4,139000,4,Automatic,Front,Right-hand drive,Yellow,4
45787321,7840,0,OPEL,Zafira,2001,Minivan,0,Petrol,2.2,72000,4,Manual,Front,Right-hand drive,White,2
45794537,21953,0,BMW,530,2004,Sedan,1,Petrol,3,0,6,Tiptronic,Rear,Left wheel,Black,10
45765633,15053,0,MERCEDES-BENZ,230,2006,Sedan,1,Petrol,2.5,270000,6,Tiptronic,Rear,Left wheel,Black,8
44708655,15367,0,OPEL,Astra GTC 1.9 turbo dies,2008,Hatchback,1,Diesel,1.9 Turbo,209000,4,Manual,Front,Left wheel,Sky blue,8
45437488,15053,0,HONDA,Insight,2011,Hatchback,0,Hybrid,1.3,80000,4,Automatic,Front,Left wheel,Silver,5
45794076,3763,0,MAZDA,323,1997,Sedan,0,Petrol,1.5,111111,4,Manual,Front,Left wheel,Blue,4
43432352,54000,0,ASTON MARTIN,Virage,2007,Coupe,1,Petrol,4.3,72000,8,Tiptronic,Rear,Left wheel,Black,8
44956069,193184,0,MERCEDES-BENZ,"GLE 400 Coupe, AMG Kit",2018,Jeep,1,Petrol,3.0 Turbo,20000,6,Automatic,4x4,Left wheel,Silver,12
41228647,89379,0,MERCEDES-BENZ,ML 300,2015,Jeep,1,Petrol,3.0 Turbo,66000,12,Tiptronic,4x4,Left wheel,Black,10
45453862,10500,0,FORD,Fiesta,2010,Sedan,0,Petrol,1.6,11111,2,Automatic,Front,Left wheel,White,6
45769302,7213,0,HONDA,Cr-v,1997,Jeep,0,Petrol,2,200000,4,Automatic,4x4,Right-hand drive,Silver,1
44655439,10036,0,SUZUKI,SX4,2006,Hatchback,0,Petrol,1.5,142000,4,Automatic,Front,Right-hand drive,Orange,4
45776418,6272,0,HONDA,FIT,2001,Hatchback,0,Petrol,1.3,169300,4,Variator,Front,Right-hand drive,Sky blue,2
45761435,5018,0,HONDA,Civic,1997,Coupe,0,Petrol,1.4,200000,4,Manual,Front,Left wheel,Red,2
45505872,16308,0,HONDA,FIT,2013,Hatchback,0,Petrol,1.5,110325,4,Automatic,Front,Right-hand drive,Grey,12
45799222,7840,0,SUZUKI,Jimny,2003,Jeep,0,Petrol,1.3,128000,4,Manual,4x4,Left wheel,Golden,2
45775006,163077,0,BMW,M6 Gran cupe,2014,Sedan,1,Petrol,0.4 Turbo,100000,8,Automatic,Rear,Left wheel,Black,12
45724397,9408,0,NISSAN,Tiida,2008,Hatchback,1,Petrol,1.8,156620,4,Automatic,Front,Right-hand drive,Silver,0
45774892,5331,0,MERCEDES-BENZ,C 180,1996,Sedan,0,CNG,1.8,0,4,Manual,Rear,Left wheel,Red,4
44921503,13172,0,TOYOTA,Prius,2007,Hatchback,0,Petrol,1.5,0,4,Automatic,Front,Left wheel,Blue,4
44555129,42337,0,BMW,X5,2009,Jeep,1,Diesel,3.0 Turbo,220000,6,Tiptronic,4x4,Left wheel,Black,6
42411603,14897,0,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,159000,4,Automatic,Front,Right-hand drive,Blue,2
45788943,20071,0,TOYOTA,Camry,2010,Sedan,1,Hybrid,2.4,120000,4,Variator,Front,Left wheel,Grey,10
45797532,7840,0,OPEL,Vectra,2000,Universal,0,Petrol,1.8,217500,4,Manual,Front,Left wheel,Silver,4
42866939,22580,0,FORD,Fusion,2013,Sedan,0,Hybrid,2,155000,4,Automatic,Front,Left wheel,White,12
45720645,30,0,HONDA,FIT,2006,Hatchback,0,Petrol,1.3,0,4,Automatic,Front,Right-hand drive,Silver,4
45739579,9722,0,HONDA,FIT,2006,Hatchback,0,Petrol,1.3,202000,4,Variator,Front,Right-hand drive,Black,2
45522602,4704,0,OPEL,Astra,1994,Universal,0,CNG,1.6,156788,4,Manual,Front,Left wheel,Green,0
45798739,34497,0,MERCEDES-BENZ,ML 350,2011,Jeep,1,Petrol,3.5,182400,8,Automatic,Front,Left wheel,White,6
45793614,7840,0,HYUNDAI,Accent,2007,Sedan,0,Petrol,1.6,229000,4,Automatic,Front,Left wheel,Black,10
45769732,10976,0,MERCEDES-BENZ,E 270,2000,Sedan,0,Diesel,2.7 Turbo,210000,5,Tiptronic,Rear,Left wheel,Black,10
45763169,5645,0,OPEL,Corsa,2003,Sedan,0,Petrol,1,0,3,Manual,Front,Left wheel,Silver,2
45779842,21326,0,TOYOTA,Prius,2013,Sedan,0,Hybrid,1.8,136600,4,Automatic,Front,Left wheel,White,8
45795124,8154,0,OPEL,Monterey,1993,Jeep,0,Petrol,3.2,275652,6,Automatic,4x4,Left wheel,Grey,2
45798752,37633,0,PEUGEOT,3008,2013,Hatchback,1,Hybrid,2,130000,4,Tiptronic,4x4,Left wheel,Black,10
44236528,23521,0,HYUNDAI,Sonata,2015,Sedan,1,Hybrid,2.4,94000,4,Automatic,Front,Left wheel,Sky blue,8
45792185,15994,0,TOYOTA,Camry,2006,Sedan,1,Petrol,2.4,15000,4,Variator,Front,Left wheel,Grey,10
45711211,1300,0,VAZ,2101 01,1978,Sedan,0,Petrol,1.6,98000,4,Manual,Rear,Left wheel,Yellow,5
45677703,45473,0,TOYOTA,Prius,2018,Sedan,1,Hybrid,1.8,5700,4,Automatic,Front,Left wheel,White,12
45788273,6586,0,NISSAN,March,2004,Hatchback,0,Petrol,1.4,170000,4,Automatic,Front,Right-hand drive,Yellow,4
45776838,6272,0,VAZ,2121 (Niva),1993,Jeep,0,Petrol,1.6,120000,4,Manual,4x4,Left wheel,White,0
44679265,16621,0,SUBARU,Forester,2003,Jeep,1,Petrol,2.0 Turbo,145000,4,Manual,4x4,Right-hand drive,White,4
45749511,17249,0,MERCEDES-BENZ,B 200,2007,Hatchback,1,Diesel,2.0 Turbo,218000,4,Automatic,Front,Left wheel,Silver,6
45815540,4700,0,OPEL,Frontera A B,1995,Jeep,1,Petrol,2,147000,4,Manual,4x4,Left wheel,Silver,2
45781201,9722,0,BMW,525,2002,Sedan,1,LPG,2.5,166818,6,Tiptronic,Rear,Left wheel,Pink,8
44910787,8624,0,NISSAN,Serena,2009,Minivan,0,Petrol,2,211000,4,Variator,Front,Right-hand drive,White,4
44940194,20385,0,KIA,Optima,2014,Sedan,0,Petrol,2.4,75600,4,Tiptronic,Front,Left wheel,Grey,12
45314858,52373,0,MERCEDES-BENZ,S 500,2010,Sedan,1,Petrol,5,125000,8,Tiptronic,Rear,Left wheel,Black,12
45798209,10976,0,KIA,Sorento,2004,Jeep,1,LPG,2.4,0,4,Manual,4x4,Left wheel,Black,8
43695282,8154,0,MERCEDES-BENZ,C 180,1997,Universal,0,Petrol,1.8,183987,4,Automatic,Rear,Left wheel,White,4
45800176,15053,0,HYUNDAI,Accent,2016,Hatchback,0,Petrol,1.6,57736,4,Tiptronic,Front,Left wheel,White,8
45748586,30,0,NISSAN,Tiida,2005,Hatchback,0,Petrol,1.8,0,4,Automatic,Front,Right-hand drive,Beige,4
44716364,11290,0,MERCEDES-BENZ,C 240 w203,2004,Universal,0,Petrol,2.6,143000,6,Automatic,Rear,Right-hand drive,White,8
45689461,9408,0,BMW,520,1994,Sedan,0,CNG,2,111111,6,Manual,Rear,Left wheel,Black,1
45789007,10663,0,VOLKSWAGEN,Caddy,2004,Goods wagon,0,Diesel,2,195000,4,Manual,Front,Left wheel,Grey,2
45805497,5018,0,OPEL,Corsa,2001,Hatchback,0,Petrol,1.4,0,4,Automatic,Front,Right-hand drive,Silver,2
45781494,14113,0,FIAT,500 Abarth,2013,Hatchback,1,Petrol,1.4 Turbo,108000,4,Manual,Front,Left wheel,White,4
45772673,8781,0,OPEL,Vectra H,2007,Sedan,0,Diesel,1.9 Turbo,126000,4,Manual,Front,Left wheel,Black,2
45816056,17876,0,HYUNDAI,Elantra,2015,Sedan,0,Petrol,1.8,95000,4,Automatic,Front,Left wheel,Silver,6
45776655,31361,0,MERCEDES-BENZ,Sprinter,2005,Microbus,1,Diesel,2.2 Turbo,0,4,Manual,Rear,Left wheel,White,2
45785571,10976,0,SUZUKI,SX4,2012,Sedan,0,Petrol,2,93900,4,Tiptronic,Front,Left wheel,Silver,4
45122194,80,0,NISSAN,Serena,2007,Minivan,0,Petrol,2,220000,4,Automatic,4x4,Left wheel,Black,2
45786017,7840,0,NISSAN,Tiida,2020,Hatchback,1,Petrol,1.5,116000,4,Automatic,Front,Right-hand drive,Silver,6
45785791,21953,0,LAND ROVER,Land Rover Sport,2006,Jeep,1,Diesel,2.7,0,6,Automatic,4x4,Left wheel,Black,12
45645955,18817,0,TOYOTA,Prius,2013,Sedan,0,Hybrid,1.8,169000,4,Automatic,Front,Left wheel,Silver,0
45781909,7527,0,BMW,328,1999,Sedan,0,LPG,2.8,25000,6,Manual,Rear,Left wheel,Black,6
45792214,6500,0,VOLKSWAGEN,Passat,1999,Sedan,1,Petrol,1.8 Turbo,3000,4,Manual,Front,Left wheel,Black,6
45795536,7213,0,BMW,320,1994,Coupe,1,Petrol,2,285000,6,Manual,Rear,Left wheel,Silver,4
45791722,18817,0,SUZUKI,Grand Vitara,2008,Jeep,1,Petrol,2.7,145000,6,Automatic,4x4,Left wheel,Grey,8
45779376,28225,0,BMW,X5,2009,Jeep,0,Petrol,3.0 Turbo,41000,6,Tiptronic,4x4,Left wheel,Carnelian red,8
45814032,17249,0,FORD,Mustang,2008,Coupe,0,Petrol,4.6,129600,8,Manual,Rear,Left wheel,Blue,4
44587422,17249,0,BMW,320,2005,Sedan,0,Diesel,1.9,349930,1,Automatic,Rear,Left wheel,Black,0
45738329,22580,0,MERCEDES-BENZ,ML 350,2006,Jeep,1,Petrol,3.5,286000,6,Tiptronic,4x4,Left wheel,Black,6
45794376,8781,0,HONDA,FIT,2005,Sedan,0,Petrol,1.5,1000,4,Automatic,Front,Right-hand drive,Silver,4
42711205,50,0,NISSAN,Tiida,2004,Hatchback,0,Petrol,1.5,19000,4,Automatic,Front,Right-hand drive,Silver,4
45337085,16935,0,TOYOTA,Prius C,2013,Hatchback,0,Hybrid,1.5,110000,4,Automatic,Front,Left wheel,Silver,12
24367759,85702,0,MERCEDES-BENZ,Sprinter 516,2013,Microbus,1,Diesel,2.2 Turbo,225000,6,Manual,Rear,Left wheel,White,4
45786236,4500,0,ALFA ROMEO,166,2001,Sedan,0,Petrol,2,200000,8,Manual,Front,Left wheel,Blue,4
45788831,5645,0,CHRYSLER,PT Cruiser pt cruiser,2003,Universal,0,Petrol,2,175000,4,Automatic,Front,Right-hand drive,Black,4
45611260,6899,0,TOYOTA,Fun Cargo,2000,Hatchback,0,CNG,1.5,215000,4,Automatic,Front,Right-hand drive,Black,8
45794448,37633,0,MERCEDES-BENZ,Sprinter,2010,Microbus,0,Petrol,2.7,190000,4,Manual,Rear,Left wheel,White,2
45790799,11917,0,MERCEDES-BENZ,E 320,2000,Sedan,1,Diesel,3.2,1111,6,Tiptronic,Rear,Left wheel,Blue,10
45815564,9408,0,MERCEDES-BENZ,E 240,2000,Sedan,0,Petrol,2.4,252000,6,Manual,Rear,Left wheel,Black,4
45043186,22580,0,NISSAN,Rogue,2012,Jeep,1,Petrol,2.5,115000,4,Automatic,4x4,Left wheel,Black,6
45810785,12544,0,MITSUBISHI,Delica,2000,Minivan,1,Petrol,3,195000,6,Automatic,4x4,Right-hand drive,White,2
45786550,21953,0,VOLKSWAGEN,Passat,2013,Sedan,0,LPG,2.5,47000,5,Tiptronic,Front,Left wheel,White,6
45792663,7997,0,PEUGEOT,807,2003,Minivan,0,Diesel,2.2 Turbo,187000,4,Manual,Front,Left wheel,Black,16
45796790,11604,0,NISSAN,Skyline,2006,Sedan,1,Petrol,2.5,150000,6,Tiptronic,Rear,Right-hand drive,Blue,8
45757145,19130,0,FORD,Transit,2003,Goods wagon,0,Diesel,2.5 Turbo,144325,4,Manual,Rear,Left wheel,White,2
45795320,6272,0,OPEL,Astra,2000,Goods wagon,0,CNG,1.6,274000,4,Manual,Front,Left wheel,Black,0
45788921,1400,0,MERCEDES-BENZ,190,1990,Sedan,0,Petrol,2,237065,4,Manual,Front,Left wheel,Silver,0
45798660,23834,0,TOYOTA,Prius,2014,Hatchback,0,Plug-in Hybrid,1.8,123000,4,Automatic,Front,Left wheel,White,12
