Customer_ID,Age,Income,Spending_Score,Location_Latitude,Location_Longitude,Sales_Rate,Education_Level,Marital_Status,Employment_Status,House_Ownership,Family_Size,Online_Shopping_Frequency
911,22,38300,64,6.5573182617043955,55.74804018054587,159,High School,Widowed,Self-Employed,Mortgaged,1,21
912,51,84384,59,60.36522375220065,-165.55363593182793,210,PhD,Single,Unemployed,Owned,4,2
913,23,115027,93,20.842659378249365,39.449266669296264,14,Master,Married,Self-Employed,Owned,2,30
914,19,141684,94,24.081915518100402,78.21780810744093,25,PhD,Single,Self-Employed,Rented,3,13
915,30,80892,90,7.385452031306059,-47.24992277797671,335,Master,Divorced,Self-Employed,Rented,4,17
916,60,55525,22,76.90781387365365,-102.45214610562951,218,PhD,Single,Unemployed,Rented,2,33
917,60,46532,97,77.74248319570859,13.547043577276213,254,Bachelor,Widowed,Retired,Mortgaged,2,39
918,65,26464,47,2.2901761932393896,119.94868959683276,484,High School,Widowed,Self-Employed,Mortgaged,5,16
919,28,36562,29,-34.9632923141692,-63.5229510132057,203,High School,Single,Employed,Mortgaged,3,40
920,68,127392,86,-7.274338941700094,-89.11105289233936,101,Master,Divorced,Retired,Rented,2,11
921,64,75514,45,-56.419575804789176,-79.58328889043244,361,High School,Single,Retired,Owned,1,38
922,40,133428,77,24.54197675725608,161.68757504999917,229,PhD,Married,Employed,Owned,3,32
923,33,132564,9,0.016620440801986547,-50.66031032475851,199,Bachelor,Married,Employed,Rented,3,31
924,48,128047,24,-71.40591399360962,-178.70247364021662,402,PhD,Single,Employed,Rented,4,20
925,28,94219,15,-54.423399398469236,101.40523486546311,178,PhD,Married,Unemployed,Owned,3,13
926,33,52634,36,-3.6662478840851804,71.73892632074046,276,Master,Married,Self-Employed,Owned,3,1
927,25,20060,13,69.76601832939451,-133.7154247429312,312,High School,Divorced,Retired,Mortgaged,5,48
928,21,29269,91,11.95032971359754,174.56552968856852,130,PhD,Single,Employed,Rented,3,6
929,57,83143,44,32.67630003752474,38.90242270984004,410,Master,Married,Self-Employed,Mortgaged,2,14
930,21,43065,71,-28.97486104609625,0.2806167386165441,279,PhD,Single,Self-Employed,Mortgaged,1,30
931,42,22895,72,12.854050747962162,-42.40106365575923,288,PhD,Single,Unemployed,Owned,5,27
932,20,100859,78,-9.471631925147861,143.52219200290966,141,PhD,Married,Retired,Rented,5,40
933,49,32352,76,28.643384272168916,-92.17314668931722,13,Master,Divorced,Self-Employed,Owned,5,7
934,20,130179,36,-80.89639810577813,-77.12319592083533,401,Bachelor,Divorced,Employed,Mortgaged,5,6
935,44,69737,61,-1.2059610769873501,-135.9321095928359,217,PhD,Widowed,Employed,Rented,4,35
936,46,124127,81,-36.721327474085946,93.28287441033359,186,PhD,Single,Unemployed,Mortgaged,5,9
937,49,116426,40,-31.286688969976332,34.397740946107206,470,Master,Widowed,Employed,Mortgaged,4,38
938,67,52016,93,82.96513768045105,39.26382093161939,27,High School,Divorced,Employed,Owned,4,46
939,68,81304,27,-57.1149337119511,-101.3506448329931,401,Bachelor,Married,Unemployed,Rented,3,29
940,36,31962,1,-33.975854535852555,54.42062008575019,218,Master,Married,Unemployed,Rented,1,44
941,38,53302,34,1.7806636315569193,95.56504100887105,422,High School,Divorced,Employed,Rented,3,39
942,22,105382,68,65.34485066693225,-51.16012893875185,14,Master,Divorced,Retired,Rented,4,40
943,35,24011,88,-14.999385022853318,108.4849718262164,142,Master,Single,Retired,Mortgaged,3,40
944,45,149716,21,43.89575055987078,-54.43538812847247,396,Bachelor,Widowed,Unemployed,Owned,2,4
945,59,39782,33,64.14733767866443,92.92984614334358,325,Bachelor,Widowed,Retired,Rented,5,20
946,39,87691,7,-34.19705595206719,-167.85716131522116,485,Bachelor,Divorced,Retired,Mortgaged,5,5
947,38,140654,65,-19.304966963032214,18.419256530514957,324,Bachelor,Single,Retired,Owned,4,15
948,23,142017,3,-25.81987973609587,169.02956183035917,55,High School,Married,Unemployed,Owned,3,15
949,18,59725,51,59.9140455512258,173.24805624566068,191,PhD,Divorced,Retired,Owned,2,23
950,22,29196,79,-82.0175648483518,-78.56907179697338,285,Master,Widowed,Employed,Rented,2,45
951,58,63459,95,-34.484204010837594,-21.096327211072037,89,Bachelor,Single,Employed,Mortgaged,2,18
952,29,107245,54,32.29354036712337,-157.3279531248121,45,PhD,Single,Unemployed,Owned,4,18
953,43,149613,80,11.779829921761689,134.40287073765592,132,High School,Single,Retired,Owned,3,47
954,63,98863,74,-11.467915327135032,24.68597513047709,498,Bachelor,Widowed,Self-Employed,Owned,2,36
955,51,143206,93,7.190680899849184,-41.36375558141387,400,Master,Single,Self-Employed,Mortgaged,2,32
956,66,139391,59,-54.43477455090271,-139.40259894390488,498,PhD,Married,Employed,Mortgaged,3,4
957,31,121010,6,-12.471008110558131,160.83622277888009,66,Bachelor,Widowed,Employed,Rented,3,8
958,43,52769,29,0.30653715174283036,10.87885721555773,279,Master,Divorced,Self-Employed,Rented,5,20
959,62,127529,17,72.2140419518283,-78.1459455301546,324,PhD,Single,Unemployed,Mortgaged,1,6
960,44,145361,60,-43.049670695284256,-53.922553152656576,148,Master,Widowed,Retired,Rented,1,41
961,26,44700,22,66.20913038968786,-82.54901486802683,145,High School,Divorced,Self-Employed,Mortgaged,2,24
962,43,135792,24,25.96345214867675,36.65153118851305,436,Bachelor,Divorced,Retired,Rented,3,46
963,64,100356,81,-86.33865040783182,154.7868872809836,6,Bachelor,Married,Self-Employed,Rented,5,20
964,39,96427,85,40.43364064189086,128.4097691975632,82,Master,Divorced,Employed,Mortgaged,4,43
965,64,120165,51,-83.60066204117008,-14.262884846648092,468,PhD,Married,Retired,Owned,1,12
966,47,25269,50,89.52860282648635,117.53977042836283,123,Bachelor,Widowed,Unemployed,Owned,1,49
967,60,141631,11,67.07460378441561,-27.682026740521252,167,Master,Married,Retired,Rented,3,20
968,65,63880,56,-36.47812544279178,-89.16942932689031,237,High School,Widowed,Retired,Owned,4,9
969,34,134003,71,-43.665978564593026,174.02944149591406,105,Bachelor,Widowed,Self-Employed,Owned,1,23
970,43,28320,42,-21.340605220990398,-70.60047553050414,290,Master,Single,Unemployed,Rented,5,26
971,53,69589,39,-25.88994624340026,-63.459276844712974,488,PhD,Married,Employed,Owned,1,32
972,18,139534,69,-22.979192690631407,176.289432403148,238,Bachelor,Widowed,Retired,Mortgaged,3,25
973,25,96276,48,-32.71022169849353,-131.78610246036425,310,Bachelor,Single,Retired,Mortgaged,3,35
974,66,55897,57,21.804013232699646,93.79223568349022,472,High School,Married,Self-Employed,Owned,4,16
975,52,78565,21,-60.43254053028769,156.89259305378152,82,Master,Married,Employed,Mortgaged,1,20
976,69,50930,82,62.27663264028237,4.246197939150704,94,PhD,Divorced,Self-Employed,Mortgaged,4,44
977,32,77233,99,56.23244712563675,-179.0921657869848,321,High School,Single,Unemployed,Owned,1,1
978,64,102821,20,-4.2330225860513195,-44.97878011928174,343,High School,Divorced,Employed,Mortgaged,2,14
979,39,34380,15,63.49139375013857,-139.83516274146226,285,High School,Widowed,Unemployed,Rented,1,43
980,31,96896,69,-45.51388739454721,-30.17244206386954,297,Master,Married,Self-Employed,Rented,3,1
981,43,90934,77,-86.83821797328595,104.4096341912225,361,Master,Widowed,Employed,Rented,3,6
982,45,75830,51,21.457426505368147,-22.063842401831835,319,Bachelor,Single,Unemployed,Owned,2,35
983,40,25529,76,-7.576306746351236,-24.506956315467875,416,Master,Married,Unemployed,Mortgaged,1,45
984,31,141292,62,12.089618333256723,20.444211690784783,66,High School,Widowed,Self-Employed,Owned,1,49
985,41,114598,85,71.88109362331255,29.408610509164873,112,Master,Married,Employed,Owned,3,42
986,19,122222,37,84.58660324186982,128.26667116762968,356,PhD,Divorced,Unemployed,Mortgaged,2,31
987,62,102987,6,24.20156515600854,-68.99204187757746,429,Bachelor,Single,Retired,Mortgaged,3,2
988,43,69178,71,47.53000617343892,115.80165517248577,401,High School,Single,Employed,Mortgaged,2,2
989,31,26937,26,-74.91448197231043,23.73614952913701,171,Bachelor,Single,Employed,Owned,3,49
990,68,141952,8,-61.07119471952899,-71.80936210182709,247,Master,Married,Retired,Owned,5,32
991,24,59886,73,41.9768648915358,-73.75462415781224,66,Bachelor,Widowed,Employed,Rented,1,44
992,20,69699,91,-12.354217850159657,-49.990493841939184,68,Bachelor,Widowed,Employed,Owned,4,24
993,64,96396,4,-9.726251327206967,44.169567343191176,492,Master,Single,Retired,Mortgaged,5,36
994,40,110678,21,-34.45061730562141,-96.9077767104183,34,Bachelor,Married,Self-Employed,Owned,3,35
995,63,45279,31,19.324149025993876,151.3200822020163,1,Master,Married,Unemployed,Rented,2,34
996,60,58106,21,-56.67029182508353,26.968530304044123,151,High School,Married,Retired,Mortgaged,4,18
997,64,130776,25,22.844930276501202,151.20567971856246,390,Bachelor,Widowed,Employed,Rented,2,44
998,62,121444,15,-58.716205715656855,-163.29443091150432,272,PhD,Single,Unemployed,Owned,2,47
999,35,126300,35,-78.51131375225155,-56.65990663386958,258,PhD,Widowed,Unemployed,Owned,1,18
1000,55,133793,49,-30.535616034169017,-171.7892421524557,238,High School,Divorced,Unemployed,Rented,3,32
1001,52,136278,43,-48.39473843822742,-81.98934656473087,116,Master,Married,Self-Employed,Rented,1,17
1002,68,99737,41,70.01849494013982,130.32233001669175,76,Master,Divorced,Employed,Mortgaged,2,26
1003,32,60544,37,-80.10837830364721,-166.8205022968077,283,Bachelor,Single,Employed,Mortgaged,1,29
1004,42,123247,57,-58.209535336657886,-22.987044030331845,19,Bachelor,Single,Unemployed,Rented,5,30
1005,54,131190,42,8.769529004948893,-137.675854629638,284,PhD,Widowed,Unemployed,Mortgaged,2,38
1006,45,28997,47,-3.407905647454754,-29.93736266626763,35,PhD,Single,Self-Employed,Rented,2,2
1007,27,126102,92,-81.74663669255372,121.98657033517583,371,Master,Single,Self-Employed,Rented,5,21
1008,56,105711,61,-88.694562957274,44.305572024906894,491,PhD,Widowed,Unemployed,Owned,2,9
1009,34,136045,14,87.85222955300699,85.23228431931233,324,Master,Widowed,Employed,Rented,4,7
1010,56,60860,68,28.590246064590872,-54.32251843815085,305,High School,Widowed,Retired,Mortgaged,4,33
1011,39,23225,53,-24.226896437719773,159.98317020365096,241,High School,Widowed,Self-Employed,Rented,3,41
1012,43,130114,84,-5.322195420616566,75.33435376062005,7,PhD,Single,Employed,Owned,3,17
1013,61,79470,34,-42.02097831822835,-28.152425057568877,37,Bachelor,Divorced,Self-Employed,Mortgaged,1,11
1014,42,133218,76,-27.922718935222242,-26.472671918260232,371,PhD,Widowed,Employed,Rented,1,45
1015,34,148854,97,26.82800410827852,150.7263040595871,153,PhD,Single,Unemployed,Owned,5,31
1016,30,120764,24,68.90612379612674,27.50568963674104,245,PhD,Single,Self-Employed,Mortgaged,5,1
1017,37,127041,20,-56.85659584538672,74.296515565095,250,Bachelor,Single,Retired,Owned,2,16
1018,42,132224,69,61.26507096935737,-29.86731917525853,115,PhD,Single,Unemployed,Owned,3,11
1019,21,83656,30,-68.11980668671157,-99.47060468470292,41,Bachelor,Single,Self-Employed,Mortgaged,3,6
1020,27,71880,88,-51.30139975408958,80.48134511799071,337,PhD,Widowed,Unemployed,Owned,3,14
1021,20,81078,7,-83.30844815106373,38.81655797089962,62,Bachelor,Widowed,Retired,Owned,3,1
1022,58,108646,36,-64.65386482326011,0.4834369529205844,169,Bachelor,Married,Self-Employed,Owned,1,26
1023,62,96290,38,75.11456618352909,44.647538398006986,142,Bachelor,Married,Self-Employed,Mortgaged,4,25
1024,35,76633,80,-7.301025608691859,-105.01718901687589,485,Bachelor,Widowed,Self-Employed,Owned,5,24
1025,64,46655,52,-76.02014487989636,105.81793435150428,438,Bachelor,Widowed,Employed,Rented,5,11
1026,53,141118,15,82.75083084701305,161.3386098073101,258,High School,Widowed,Employed,Owned,3,16
1027,64,63601,46,68.21861539655703,140.79713190037302,88,Master,Divorced,Self-Employed,Rented,3,0
1028,39,23114,23,45.84285375626541,-64.28313168947383,463,Master,Widowed,Unemployed,Owned,1,30
1029,51,46502,12,78.0251025505604,-33.8379216184527,48,Bachelor,Single,Unemployed,Rented,1,39
1030,64,69768,93,-50.37670424956245,111.02482792712203,435,Master,Divorced,Self-Employed,Mortgaged,5,4
1031,25,68128,44,60.546472741815535,34.24216709685737,481,Bachelor,Divorced,Retired,Owned,3,27
1032,57,40028,15,34.19841534377511,17.249199723593705,311,PhD,Single,Retired,Rented,3,27
1033,66,75565,93,66.5566649221839,153.59110831204026,12,High School,Single,Retired,Mortgaged,5,7
1034,61,103123,49,53.44408183367335,12.96898595173829,211,PhD,Married,Employed,Owned,1,13
1035,36,128255,21,-27.630888628171505,5.377924651431556,244,PhD,Single,Employed,Owned,5,5
1036,59,55333,15,49.391736663106,-164.87330714411053,239,Bachelor,Widowed,Employed,Owned,1,17
1037,58,23174,14,-42.75786546271974,-155.00989490755046,197,PhD,Widowed,Employed,Mortgaged,1,36
1038,54,137769,42,-30.85341065495013,-177.32868916296593,257,High School,Married,Unemployed,Mortgaged,1,9
1039,23,55398,80,-70.57697089986429,148.7679212821081,235,PhD,Divorced,Self-Employed,Rented,3,46
1040,69,55929,15,78.31379087648438,-32.98080239362778,187,High School,Divorced,Self-Employed,Owned,5,34
1041,43,24321,63,-37.61939458794932,-11.317904591971484,201,High School,Married,Self-Employed,Rented,1,34
1042,51,143549,68,3.7120437308613248,124.33930113328631,103,Bachelor,Widowed,Unemployed,Rented,4,16
1043,62,115971,27,-19.56008943608532,39.32867173528004,290,High School,Married,Retired,Rented,1,45
1044,23,131508,87,82.78706170503028,39.420574700609194,221,PhD,Widowed,Retired,Rented,1,26
1045,54,75421,93,-29.69114923107317,-73.24760543226752,497,Bachelor,Widowed,Employed,Rented,1,23
1046,50,92635,53,50.138247856084035,120.20701461282692,496,High School,Single,Employed,Owned,2,9
1047,39,43760,52,63.974907833612406,-120.30120862578224,368,High School,Married,Unemployed,Mortgaged,4,47
1048,38,31360,63,-11.590830453426136,-160.86614681773875,302,Master,Married,Unemployed,Rented,3,16
1049,23,30313,73,-21.929073398472383,-111.02279129332837,187,Bachelor,Widowed,Retired,Mortgaged,5,44
1050,23,131806,53,44.59424776787304,-83.6146012411567,450,Master,Widowed,Self-Employed,Rented,5,32
1051,65,105998,57,74.32127645512213,-78.36801917248557,403,High School,Single,Self-Employed,Owned,5,32
1052,21,25801,52,45.88771195300288,61.384895502756336,412,Master,Widowed,Unemployed,Rented,3,16
1053,47,34130,43,-49.11725419346419,-101.58314856168833,99,PhD,Widowed,Unemployed,Rented,1,17
1054,28,34271,7,69.89539453878697,63.59698961819444,424,PhD,Divorced,Unemployed,Rented,4,48
1055,47,36075,42,-20.235299861370038,-147.1924176358321,245,High School,Married,Employed,Owned,5,43
1056,48,122455,4,13.721294120028176,-127.00711400475275,313,Master,Single,Self-Employed,Rented,2,37
1057,41,127215,69,59.65841147268799,3.175721456758197,307,Master,Single,Unemployed,Owned,2,6
1058,26,38984,5,-56.0889418679114,151.88248892759134,496,Bachelor,Widowed,Unemployed,Mortgaged,4,48
1059,20,108095,75,51.21182442195956,129.444331972001,22,PhD,Married,Employed,Mortgaged,5,25
1060,68,80942,92,17.30930362392195,168.7512392794091,68,PhD,Divorced,Unemployed,Mortgaged,1,47
1061,48,32861,80,70.80149552896947,54.17246350014153,392,Bachelor,Single,Self-Employed,Owned,5,0
1062,57,118970,41,-59.04532766816227,63.29335190979313,316,PhD,Widowed,Employed,Rented,1,10
1063,54,102203,94,-14.27719733263288,45.00827961533713,65,Master,Married,Unemployed,Mortgaged,5,9
1064,53,91376,4,59.91175671603074,44.21481222895102,292,Master,Divorced,Self-Employed,Mortgaged,2,30
1065,41,81247,2,-86.53829337778316,-127.03667577566952,455,PhD,Married,Self-Employed,Rented,3,24
1066,48,89101,67,-69.80375398218429,15.746024219014316,217,Bachelor,Single,Employed,Mortgaged,4,0
1067,23,128730,21,88.30173829621225,-41.015543957378725,29,High School,Widowed,Self-Employed,Mortgaged,1,42
1068,19,40977,70,-39.529047853736905,-20.68660232017436,193,High School,Widowed,Employed,Rented,3,2
1069,37,70617,43,85.59777487031161,8.496206301325458,56,High School,Single,Self-Employed,Owned,1,47
1070,45,77473,82,-57.14432081843869,-133.77737815118942,338,High School,Single,Unemployed,Owned,4,0
1071,28,106654,69,-25.00300025867959,-50.58441581323686,388,Master,Married,Employed,Mortgaged,3,6
1072,21,108177,9,45.516500010642716,-157.15815808442272,212,High School,Single,Self-Employed,Mortgaged,3,42
1073,32,92902,84,28.40011330287213,172.68052695206364,238,Master,Married,Employed,Owned,4,48
1074,23,112172,28,14.602031987230006,-137.32990962475458,200,Master,Widowed,Self-Employed,Mortgaged,4,13
1075,66,35630,26,5.38185164490136,-86.93109412381638,475,High School,Divorced,Employed,Owned,1,22
1076,47,40056,82,61.81927985965325,140.865453613223,178,High School,Widowed,Unemployed,Mortgaged,3,47
1077,55,27382,83,-47.70925868998931,-6.224383353908934,423,High School,Widowed,Employed,Mortgaged,4,16
1078,68,75739,3,-10.355233141166678,-131.1706074525731,419,PhD,Divorced,Employed,Owned,1,13
1079,19,101685,73,-62.018587411837686,-41.6770063058344,153,PhD,Divorced,Unemployed,Rented,5,8
1080,32,68639,95,17.26948723152678,-138.2875220911011,462,Bachelor,Divorced,Self-Employed,Mortgaged,4,20
1081,28,79838,49,-44.902003631162366,-107.92224104957936,44,Master,Widowed,Retired,Mortgaged,3,44
1082,25,66041,17,-29.908428418190553,-161.2692550980558,431,High School,Single,Unemployed,Rented,5,1
1083,43,20992,63,-5.174871007764935,-22.238101962324038,168,PhD,Widowed,Employed,Mortgaged,4,31
1084,68,92394,55,-85.18129457343699,110.38900382109352,287,Bachelor,Single,Unemployed,Rented,2,7
1085,62,87657,23,-73.45117153424923,30.94890433196238,197,Master,Married,Unemployed,Rented,3,35
1086,61,47160,34,33.46725972747953,38.28430997446023,337,Master,Widowed,Employed,Owned,3,25
1087,22,65156,69,-12.785403470848692,-107.78974917003349,74,Master,Divorced,Employed,Rented,1,36
1088,23,71375,15,65.66223995998118,-56.19821642914806,171,PhD,Widowed,Retired,Owned,2,14
1089,43,106442,47,35.0409606559559,124.28715738269949,380,High School,Widowed,Unemployed,Owned,4,33
1090,21,39572,3,-88.54183050348196,-148.37177364245477,183,High School,Divorced,Employed,Owned,2,20
1091,36,137925,83,21.008219538084276,128.85503532067213,16,Master,Married,Self-Employed,Mortgaged,4,22
1092,37,24136,28,-73.12952410925104,-5.8715905446771615,496,Master,Married,Self-Employed,Mortgaged,1,8
1093,50,81868,3,50.56797236228897,121.37307527704223,68,Bachelor,Married,Self-Employed,Rented,5,39
1094,37,102263,4,88.47138389013037,-65.51768901801589,375,Bachelor,Married,Self-Employed,Owned,2,25
1095,66,52167,88,5.615782963472071,-58.01653743011251,325,Master,Widowed,Unemployed,Mortgaged,3,42
1096,29,130957,31,32.90031003494346,90.57775259633138,42,Bachelor,Widowed,Unemployed,Mortgaged,4,21
1097,64,35479,45,-47.28345103894472,102.59862242119925,110,PhD,Divorced,Retired,Rented,2,12
1098,18,139392,59,-11.232406124317151,-97.32791592354717,41,Master,Single,Unemployed,Mortgaged,4,24
1099,43,51376,45,64.09715980254907,170.23367693588597,306,Bachelor,Divorced,Employed,Mortgaged,2,6
1100,31,24823,75,-59.86386940567478,-149.58356247186157,468,Master,Married,Retired,Mortgaged,3,26
1101,55,145156,37,-42.20359098952282,-155.33893328323288,6,High School,Single,Unemployed,Mortgaged,4,14
1102,54,90456,65,-9.821938448514572,34.381517502996985,331,PhD,Divorced,Unemployed,Mortgaged,4,11
1103,28,39585,9,38.2048005319225,80.18667639778374,181,Master,Married,Employed,Mortgaged,5,44
1104,53,123775,17,-22.340888136778716,165.9190065209906,273,High School,Single,Employed,Rented,1,32
1105,30,37272,65,76.99181036094069,-34.219518912409825,361,Master,Single,Employed,Owned,2,20
1106,60,46619,3,-72.99773077163056,-170.89509276373207,185,High School,Married,Self-Employed,Mortgaged,3,24
1107,20,95069,26,-23.255244441927445,37.04268220070651,323,Bachelor,Single,Unemployed,Owned,5,39
1108,50,59895,53,37.611742217115946,-75.70943258444213,144,High School,Divorced,Unemployed,Rented,5,46
1109,23,23720,31,-49.322382180931356,-24.1390363696552,436,PhD,Divorced,Unemployed,Rented,1,21
1110,67,39267,26,28.154364161341135,-4.15098639002332,100,PhD,Divorced,Retired,Owned,3,13
1111,27,35696,23,-60.44094751907773,-156.77546013430782,90,Bachelor,Single,Retired,Owned,2,7
1112,22,49968,30,-79.92354872489645,-5.0465575569230054,472,Master,Single,Retired,Rented,4,23
1113,40,73364,10,-68.2171709852432,-26.524919950446673,246,PhD,Married,Retired,Mortgaged,1,2
1114,27,43345,72,77.39726096414424,76.51593550317358,239,Bachelor,Married,Retired,Owned,4,11
1115,61,71567,89,9.315158929119235,52.43972803644405,418,PhD,Single,Employed,Owned,5,46
1116,19,111229,64,53.34223958633683,-113.32234146579803,212,Bachelor,Divorced,Retired,Mortgaged,4,21
1117,30,81607,22,-30.12218983709078,-105.78998944425709,81,PhD,Single,Unemployed,Owned,2,15
1118,57,39385,15,16.6785566193804,-89.63777564122563,115,Bachelor,Widowed,Self-Employed,Mortgaged,2,6
1119,19,103658,56,-0.9086159331015153,-115.57784149301617,276,PhD,Divorced,Unemployed,Rented,4,17
1120,37,86900,74,80.23283269241293,56.596751880648185,80,Master,Widowed,Unemployed,Owned,4,44
1121,18,88244,20,44.56343448973985,177.99486451209742,56,High School,Married,Employed,Mortgaged,1,22
1122,54,85425,47,41.49767366938423,54.759002585737164,179,PhD,Single,Self-Employed,Mortgaged,2,25
1123,26,98518,87,-81.65641150182968,38.40535662886484,309,Bachelor,Widowed,Unemployed,Rented,4,37
1124,34,102844,53,8.94054042066439,-32.42594399361391,49,Master,Single,Employed,Owned,3,1
1125,26,52919,53,-5.941538297673333,-67.47110681048615,260,PhD,Widowed,Self-Employed,Mortgaged,1,1
1126,28,110697,1,77.01160798911502,147.98655248633253,274,Bachelor,Single,Self-Employed,Owned,1,21
1127,32,77196,2,-43.678442125884196,168.84067469117508,292,High School,Divorced,Employed,Mortgaged,1,37
1128,41,135600,58,-41.42997840760302,-1.160576788417984,373,Bachelor,Married,Retired,Owned,1,41
1129,55,120625,19,-15.957675201329934,-75.52782161763932,291,PhD,Divorced,Employed,Owned,4,27
1130,52,99401,62,-46.19345158685231,97.24399476111637,30,Bachelor,Married,Employed,Mortgaged,5,16
1131,47,20495,78,-66.74689479442509,-132.31555528792376,374,Bachelor,Divorced,Retired,Mortgaged,3,47
1132,48,64755,72,64.33467239714415,95.61176555172534,252,High School,Married,Employed,Owned,5,17
1133,66,87684,12,10.489774392704845,114.82141475208192,63,PhD,Divorced,Employed,Owned,5,1
1134,22,53324,26,65.04528941218203,-135.03457993421975,82,PhD,Single,Employed,Rented,4,34
1135,61,98929,27,59.60425777266525,171.67012876676296,405,High School,Divorced,Unemployed,Mortgaged,1,14
1136,67,21552,29,-39.232376137859205,174.78442453985224,436,Master,Widowed,Employed,Owned,1,14
1137,31,71272,15,8.592739978369309,157.21901255784644,480,Bachelor,Widowed,Employed,Owned,4,43
1138,28,55853,46,-75.02081350678732,-1.4274686137448498,325,Bachelor,Single,Self-Employed,Mortgaged,4,44
1139,26,138192,1,74.7453391255365,-91.41330878034177,381,Bachelor,Single,Self-Employed,Owned,2,33
1140,51,52924,60,-17.23271128827244,29.523341117488656,169,PhD,Single,Self-Employed,Owned,1,49
1141,29,94462,92,-19.13828689997615,-28.82381815028313,310,PhD,Widowed,Employed,Rented,3,14
1142,52,116387,57,-35.50403328876842,-105.85848790180904,343,Bachelor,Divorced,Retired,Rented,2,17
1143,52,43889,3,-7.080525952073316,-27.47649253757487,158,PhD,Single,Employed,Mortgaged,5,12
1144,18,125466,18,-44.68331042181935,59.00034084393258,475,High School,Divorced,Unemployed,Mortgaged,1,37
1145,57,74675,52,-22.526590896575186,-154.4712081170432,56,High School,Married,Unemployed,Mortgaged,4,7
1146,39,142231,60,53.99046874527875,-59.969519479434055,335,PhD,Divorced,Unemployed,Rented,4,15
1147,46,93591,34,60.165990645330936,-173.59383959538292,425,Bachelor,Divorced,Unemployed,Rented,4,19
1148,25,90190,96,-35.24715402686709,89.81838196620322,142,Bachelor,Widowed,Employed,Rented,1,25
1149,28,42634,93,-5.577402500498181,50.648856342012294,149,Bachelor,Divorced,Self-Employed,Owned,3,34
1150,58,52363,89,67.28755973040941,-157.4380315072923,376,Bachelor,Widowed,Employed,Rented,4,16
1151,54,83752,60,-80.51880027065451,167.30552145670845,226,PhD,Married,Employed,Rented,1,25
1152,31,97004,26,70.04609315924137,-171.85623943424375,474,Master,Widowed,Employed,Mortgaged,5,17
1153,47,76398,72,-50.5468177825803,32.3858327313919,25,Master,Married,Employed,Rented,2,43
1154,52,118458,19,32.137063958587646,99.4922862476601,178,Bachelor,Married,Retired,Rented,1,6
1155,38,60718,22,14.859305349228038,103.64267269610025,365,Bachelor,Single,Self-Employed,Owned,1,43
1156,54,133627,93,9.529334674065382,-167.65735118644665,95,Bachelor,Divorced,Self-Employed,Rented,4,34
1157,22,102916,33,64.68484045550784,146.30944775055815,53,Master,Divorced,Unemployed,Mortgaged,2,11
1158,36,46870,38,-71.71701414396097,150.64260189376398,304,High School,Single,Employed,Owned,2,46
1159,31,57394,35,-27.534955441385513,22.100534335574167,70,Master,Single,Unemployed,Rented,4,48
1160,43,72057,67,6.885494342057811,-6.450048400627395,176,PhD,Divorced,Self-Employed,Rented,3,43
1161,21,99795,83,56.03199371028717,-163.84771329746405,132,Master,Single,Self-Employed,Rented,1,40
1162,42,100409,10,-51.04024498589913,22.303491303552704,408,PhD,Single,Unemployed,Owned,4,0
1163,62,33016,91,54.52737144736972,-32.62353056271692,490,Bachelor,Married,Self-Employed,Owned,3,24
1164,59,62137,15,-18.065073151091568,98.21030666711619,415,PhD,Single,Self-Employed,Rented,4,15
1165,42,20153,11,-55.99550584193483,-34.601915921008384,339,Bachelor,Single,Retired,Mortgaged,5,14
1166,35,27853,90,46.61755927982688,66.08909999689553,459,High School,Widowed,Employed,Rented,3,10
1167,57,32379,24,-73.6381977345814,-143.49306735448891,413,Bachelor,Divorced,Employed,Owned,3,36
1168,25,35792,77,2.6581273335797277,-132.1371825242519,389,Bachelor,Widowed,Self-Employed,Owned,2,38
1169,56,141169,96,-78.50235890486009,-129.704331366303,338,High School,Single,Self-Employed,Owned,1,2
1170,57,58367,4,-25.844786071598236,-163.61082007209234,451,Bachelor,Single,Retired,Mortgaged,4,44
1171,31,38100,13,18.193823821150673,14.878389337129363,360,Bachelor,Widowed,Unemployed,Rented,4,44
1172,49,146082,73,10.100797467698357,105.82838137570894,331,Bachelor,Single,Retired,Rented,1,41
1173,68,133089,57,-17.162024777160028,39.74803332971979,213,Master,Married,Retired,Owned,1,38
1174,55,83456,98,-12.77136108501918,26.983758799028237,478,PhD,Widowed,Unemployed,Rented,2,19
1175,50,31049,37,-49.18148039686202,65.02461422498513,211,Bachelor,Widowed,Self-Employed,Mortgaged,1,22
1176,40,20786,48,-7.941134083661481,-57.727683694074685,437,Master,Divorced,Employed,Mortgaged,5,14
1177,32,89904,71,81.58587402975016,-49.69653420663761,345,Bachelor,Widowed,Retired,Rented,2,17
1178,50,50699,1,63.08152520108226,-66.86276464046787,64,PhD,Married,Retired,Rented,3,38
1179,42,142784,60,-63.85808356625812,76.35921582728719,35,Bachelor,Single,Employed,Rented,1,34
1180,34,67691,12,-84.63945828223423,-121.80947915852126,12,PhD,Widowed,Retired,Rented,3,28
1181,50,57040,21,78.03437628899351,-175.31089908734722,431,Master,Widowed,Unemployed,Rented,2,19
1182,64,138455,11,4.814954978534573,34.63072082009725,346,Master,Divorced,Employed,Rented,5,41
