ProductID,ProductName,Category,Brand,Size,Color,Price,Discount,QuantityInStock,Material,Season,Manufacturer
P557,Product557,Dresses,BrandD,S,Blue,32.7,0.05658597783696692,59,Cotton,Fall,Manufacturer557
P558,Product558,Jeans,BrandD,M,Green,53.1,0.2328713829169814,50,Denim,Summer,Manufacturer558
P559,Product559,Dresses,BrandB,M,Yellow,66.77,0.2893757622448455,88,Wool,Spring,Manufacturer559
P560,Product560,Jeans,BrandC,XL,Blue,23.45,0.2155770924805484,10,Polyester,Fall,Manufacturer560
P561,Product561,Sweaters,BrandA,M,Green,71.32,0.008668821276406512,20,Denim,Winter,Manufacturer561
P562,Product562,Jeans,BrandD,XL,Red,27.86,0.18138525441000972,56,Denim,Fall,Manufacturer562
P563,Product563,Jeans,BrandA,M,Red,99.24,0.1655812080729262,31,Cotton,Winter,Manufacturer563
P564,Product564,T-Shirts,BrandB,XL,Black,34.05,0.09535840090972576,99,Wool,Winter,Manufacturer564
P565,Product565,Sweaters,BrandC,L,Yellow,62.58,0.14855879350335052,2,Denim,Spring,Manufacturer565
P566,Product566,Jeans,BrandA,XL,Black,72.56,0.056337884685524,72,Cotton,Winter,Manufacturer566
P567,Product567,Dresses,BrandC,XS,Black,56.76,0.11061794650013808,85,Wool,Spring,Manufacturer567
P568,Product568,T-Shirts,BrandB,M,Yellow,84.0,0.17941948017928955,4,Cotton,Summer,Manufacturer568
P569,Product569,Jeans,BrandC,XS,Green,58.1,0.08271350760039752,90,Polyester,Spring,Manufacturer569
P570,Product570,T-Shirts,BrandA,XS,Red,18.95,0.25032712888929204,25,Cotton,Winter,Manufacturer570
P571,Product571,Dresses,BrandB,XL,Black,38.97,0.16177597423496526,57,Polyester,Winter,Manufacturer571
P572,Product572,Jeans,BrandB,M,Black,74.55,0.12353741995302445,83,Polyester,Summer,Manufacturer572
P573,Product573,Sweaters,BrandA,XL,Blue,89.37,0.2749482423340204,16,Cotton,Summer,Manufacturer573
P574,Product574,Dresses,BrandD,XS,Green,36.04,0.16762922626459337,76,Denim,Fall,Manufacturer574
P575,Product575,Jeans,BrandD,XL,Black,53.9,0.2831577114035397,46,Wool,Winter,Manufacturer575
P576,Product576,Dresses,BrandD,XL,Blue,47.44,0.12253788936756986,17,Polyester,Fall,Manufacturer576
P577,Product577,Sweaters,BrandA,S,Yellow,80.16,0.17519971482540975,36,Wool,Summer,Manufacturer577
P578,Product578,Sweaters,BrandC,L,Blue,90.01,0.006805758286079311,98,Polyester,Winter,Manufacturer578
P579,Product579,T-Shirts,BrandA,S,White,30.02,0.12286454672560616,45,Denim,Spring,Manufacturer579
P580,Product580,Sweaters,BrandC,L,Red,93.31,0.0698691779738333,19,Wool,Summer,Manufacturer580
P581,Product581,T-Shirts,BrandB,XL,Black,33.96,0.23008564503794726,4,Wool,Winter,Manufacturer581
P582,Product582,Dresses,BrandC,XL,Green,94.19,0.19555944812373457,21,Denim,Summer,Manufacturer582
P583,Product583,Jeans,BrandC,L,White,67.51,0.006911756817667147,43,Polyester,Summer,Manufacturer583
P584,Product584,Sweaters,BrandC,XL,Yellow,29.07,0.06027905918465922,43,Cotton,Summer,Manufacturer584
P585,Product585,Jeans,BrandD,L,Blue,20.47,0.20682155200250077,3,Wool,Spring,Manufacturer585
P586,Product586,Sweaters,BrandA,L,Yellow,95.87,0.28153301920580315,42,Cotton,Spring,Manufacturer586
P587,Product587,Dresses,BrandB,XL,Black,92.93,0.2779137721218853,30,Denim,Fall,Manufacturer587
P588,Product588,Sweaters,BrandC,S,Red,64.77,0.023718305992599796,63,Denim,Summer,Manufacturer588
P589,Product589,Dresses,BrandC,XS,White,43.87,0.2543592621053658,90,Denim,Winter,Manufacturer589
P590,Product590,Jeans,BrandD,S,Red,30.71,0.189237905177425,16,Denim,Spring,Manufacturer590
P591,Product591,Jeans,BrandC,XL,White,82.35,0.10165187291245209,89,Denim,Winter,Manufacturer591
P592,Product592,Dresses,BrandD,S,White,18.3,0.20116718991634006,63,Polyester,Winter,Manufacturer592
P593,Product593,Sweaters,BrandA,XL,Red,79.53,0.035352147508437515,17,Denim,Summer,Manufacturer593
P594,Product594,Sweaters,BrandA,XS,Red,73.79,0.022418902767035474,43,Wool,Summer,Manufacturer594
P595,Product595,Jeans,BrandA,M,Yellow,11.24,0.16811020411855757,25,Denim,Fall,Manufacturer595
P596,Product596,Sweaters,BrandC,M,Black,29.41,0.09297799128820368,67,Denim,Winter,Manufacturer596
P597,Product597,T-Shirts,BrandC,XL,Blue,78.56,0.10502980715253553,41,Denim,Spring,Manufacturer597
P598,Product598,Sweaters,BrandD,S,White,42.28,0.08087670934113382,49,Wool,Fall,Manufacturer598
P599,Product599,T-Shirts,BrandD,XS,Yellow,93.93,0.10040827097233265,59,Polyester,Summer,Manufacturer599
P600,Product600,T-Shirts,BrandA,M,Blue,85.33,0.24547979322436614,15,Polyester,Summer,Manufacturer600
P601,Product601,Jeans,BrandB,XS,Black,41.55,0.29335907578488296,100,Denim,Fall,Manufacturer601
P602,Product602,T-Shirts,BrandA,M,Red,68.63,0.0033046041811779837,60,Denim,Spring,Manufacturer602
P603,Product603,T-Shirts,BrandC,XS,Red,58.51,0.09365948648871682,26,Cotton,Spring,Manufacturer603
P604,Product604,Sweaters,BrandA,L,Blue,82.12,0.27770219042382516,24,Polyester,Summer,Manufacturer604
P605,Product605,Jeans,BrandB,S,Red,36.95,0.10420926428852803,66,Denim,Winter,Manufacturer605
P606,Product606,Jeans,BrandA,M,Green,76.15,0.03401351412566654,15,Polyester,Winter,Manufacturer606
P607,Product607,Dresses,BrandC,S,Black,51.14,0.28303051051384026,20,Denim,Spring,Manufacturer607
P608,Product608,Dresses,BrandB,S,White,61.39,0.11906391282411086,69,Cotton,Summer,Manufacturer608
P609,Product609,Dresses,BrandC,S,White,64.94,0.023524582429666062,3,Polyester,Winter,Manufacturer609
P610,Product610,Dresses,BrandC,L,Black,62.49,0.16459480665166923,9,Wool,Summer,Manufacturer610
P611,Product611,Jeans,BrandB,M,Black,18.59,0.2271067962609161,39,Wool,Winter,Manufacturer611
P612,Product612,Jeans,BrandC,XL,Red,96.13,0.004278985715587169,25,Polyester,Spring,Manufacturer612
P613,Product613,Dresses,BrandB,S,Green,84.96,0.2168131255908943,34,Cotton,Fall,Manufacturer613
P614,Product614,Jeans,BrandA,XL,Yellow,22.94,0.19495736713622888,84,Denim,Spring,Manufacturer614
P615,Product615,Jeans,BrandA,M,Red,11.08,0.08680903163072233,59,Cotton,Winter,Manufacturer615
P616,Product616,Dresses,BrandB,M,Red,86.69,0.03947518734280348,33,Wool,Summer,Manufacturer616
P617,Product617,Sweaters,BrandA,XL,White,12.53,0.21968691906554602,21,Polyester,Fall,Manufacturer617
P618,Product618,Sweaters,BrandB,XL,Black,69.46,0.18846625297029326,23,Denim,Fall,Manufacturer618
P619,Product619,Dresses,BrandB,XS,White,55.82,0.19047087219851425,78,Polyester,Winter,Manufacturer619
P620,Product620,Sweaters,BrandB,XL,Green,13.67,0.29632992082236503,51,Wool,Winter,Manufacturer620
P621,Product621,T-Shirts,BrandA,M,Black,83.7,0.02933219904081631,54,Denim,Fall,Manufacturer621
P622,Product622,Sweaters,BrandB,S,Yellow,54.85,0.07127593185156023,84,Wool,Spring,Manufacturer622
P623,Product623,Dresses,BrandB,S,Green,11.93,0.21952451356388866,12,Wool,Fall,Manufacturer623
P624,Product624,Sweaters,BrandC,S,Red,12.37,0.19410938067804195,49,Wool,Spring,Manufacturer624
P625,Product625,Sweaters,BrandD,M,Yellow,70.29,0.06855547773696297,14,Denim,Fall,Manufacturer625
P626,Product626,T-Shirts,BrandB,L,White,52.14,0.025155454220348327,3,Denim,Summer,Manufacturer626
P627,Product627,Sweaters,BrandD,XS,Yellow,15.59,0.1877941441811096,10,Polyester,Summer,Manufacturer627
P628,Product628,Sweaters,BrandC,XS,Green,59.51,0.11146631278482129,71,Polyester,Spring,Manufacturer628
P629,Product629,Sweaters,BrandD,XL,White,72.13,0.15544519020165465,15,Wool,Fall,Manufacturer629
P630,Product630,Jeans,BrandC,M,Red,53.63,0.06653315944658984,92,Wool,Summer,Manufacturer630
P631,Product631,Sweaters,BrandC,S,Red,27.2,0.29842889821895857,28,Wool,Winter,Manufacturer631
P632,Product632,Sweaters,BrandD,L,Red,89.84,0.1510506630577566,24,Cotton,Summer,Manufacturer632
P633,Product633,Dresses,BrandB,L,White,16.29,0.154817348698342,9,Cotton,Summer,Manufacturer633
P634,Product634,Sweaters,BrandC,XL,White,63.94,0.05187795922958309,18,Denim,Spring,Manufacturer634
P635,Product635,Dresses,BrandC,XL,Red,93.83,0.14202437153323072,46,Polyester,Fall,Manufacturer635
P636,Product636,Dresses,BrandC,M,White,65.41,0.15521905310880194,90,Polyester,Fall,Manufacturer636
P637,Product637,Sweaters,BrandD,M,White,44.79,0.26706917376988637,27,Wool,Spring,Manufacturer637
P638,Product638,Sweaters,BrandB,S,White,12.22,0.23709329878944735,60,Denim,Fall,Manufacturer638
P639,Product639,Jeans,BrandC,XL,Blue,40.79,0.23081086699482817,60,Polyester,Summer,Manufacturer639
P640,Product640,Dresses,BrandD,S,Blue,82.32,0.1921264554692871,26,Wool,Winter,Manufacturer640
P641,Product641,Dresses,BrandD,M,Red,88.52,0.025619714419678252,13,Cotton,Spring,Manufacturer641
P642,Product642,T-Shirts,BrandC,L,Yellow,13.64,0.037122550081227654,88,Cotton,Spring,Manufacturer642
P643,Product643,T-Shirts,BrandC,L,Blue,93.21,0.25723127011305885,79,Wool,Winter,Manufacturer643
P644,Product644,Dresses,BrandA,XL,White,25.17,0.04295215017743603,38,Denim,Winter,Manufacturer644
P645,Product645,T-Shirts,BrandB,S,Black,37.15,0.28615424782597576,37,Wool,Summer,Manufacturer645
P646,Product646,Sweaters,BrandA,L,White,74.04,0.1000886698168463,89,Polyester,Spring,Manufacturer646
P647,Product647,Jeans,BrandA,XL,Blue,93.74,0.1912436960872406,4,Wool,Summer,Manufacturer647
P648,Product648,T-Shirts,BrandB,L,White,25.13,0.13195895049132086,88,Denim,Spring,Manufacturer648
P649,Product649,Dresses,BrandA,S,Red,47.28,0.2718902756360861,52,Wool,Spring,Manufacturer649
P650,Product650,Jeans,BrandB,S,Yellow,72.63,0.17444444502042564,48,Denim,Winter,Manufacturer650
P651,Product651,T-Shirts,BrandB,XL,Red,24.08,0.25033075194177673,56,Cotton,Winter,Manufacturer651
P652,Product652,Sweaters,BrandD,S,Red,40.02,0.18768958406958386,97,Polyester,Spring,Manufacturer652
P653,Product653,Jeans,BrandB,L,Yellow,96.53,0.2733515394665048,62,Wool,Summer,Manufacturer653
P654,Product654,Sweaters,BrandC,L,Green,67.48,0.27687835627128327,99,Cotton,Fall,Manufacturer654
P655,Product655,Sweaters,BrandA,XL,Black,75.04,0.16677996705743617,81,Wool,Fall,Manufacturer655
P656,Product656,Jeans,BrandB,XS,Black,78.9,0.02408423773694347,89,Wool,Winter,Manufacturer656
P657,Product657,Dresses,BrandA,M,White,28.0,0.21657403058334956,55,Wool,Summer,Manufacturer657
P658,Product658,Jeans,BrandA,M,Blue,24.41,0.247955261073168,34,Cotton,Spring,Manufacturer658
P659,Product659,Dresses,BrandA,L,Yellow,78.44,0.053612383806099305,88,Polyester,Spring,Manufacturer659
P660,Product660,T-Shirts,BrandB,XS,Blue,64.78,0.0038847253485569497,22,Cotton,Winter,Manufacturer660
P661,Product661,Jeans,BrandA,S,Green,30.61,0.12413358947785942,53,Cotton,Fall,Manufacturer661
P662,Product662,T-Shirts,BrandD,S,Yellow,48.94,0.044828909314415306,41,Cotton,Fall,Manufacturer662
P663,Product663,Dresses,BrandC,L,Blue,53.76,0.06960740800879246,14,Cotton,Fall,Manufacturer663
P664,Product664,T-Shirts,BrandB,XS,Blue,46.59,0.05439846416898703,42,Cotton,Summer,Manufacturer664
P665,Product665,Jeans,BrandD,XS,Yellow,47.87,0.08831922492412915,35,Polyester,Winter,Manufacturer665
P666,Product666,Dresses,BrandC,S,Red,93.7,0.20608312536739937,76,Polyester,Spring,Manufacturer666
P667,Product667,Sweaters,BrandD,XL,Black,66.53,0.16799061285923964,72,Wool,Summer,Manufacturer667
P668,Product668,Dresses,BrandC,XS,Blue,74.04,0.05327601016428574,86,Cotton,Spring,Manufacturer668
P669,Product669,Jeans,BrandB,M,Yellow,39.21,0.18363378140231895,65,Polyester,Winter,Manufacturer669
P670,Product670,Sweaters,BrandD,XL,Green,12.58,0.21218147777852825,39,Wool,Summer,Manufacturer670
P671,Product671,Dresses,BrandC,XS,Yellow,70.96,0.14208968301393723,21,Denim,Summer,Manufacturer671
P672,Product672,Sweaters,BrandC,L,Green,46.65,0.17903765297780477,36,Wool,Spring,Manufacturer672
P673,Product673,Dresses,BrandC,XL,Green,67.95,0.2330765128742486,89,Denim,Spring,Manufacturer673
P674,Product674,Jeans,BrandD,M,Black,34.47,0.19969354427454775,93,Wool,Winter,Manufacturer674
P675,Product675,Sweaters,BrandB,S,Blue,66.83,0.1503553783691892,12,Cotton,Winter,Manufacturer675
P676,Product676,Dresses,BrandA,S,Red,16.59,0.20027469724386135,69,Denim,Spring,Manufacturer676
P677,Product677,T-Shirts,BrandC,S,Green,70.92,0.004781848903454844,82,Wool,Spring,Manufacturer677
P678,Product678,Jeans,BrandD,M,White,67.45,0.0431991972929986,40,Cotton,Winter,Manufacturer678
P679,Product679,T-Shirts,BrandC,XL,Blue,46.96,0.21437759783233604,11,Cotton,Summer,Manufacturer679
P680,Product680,Sweaters,BrandB,S,Yellow,89.77,0.09255664401248807,29,Denim,Spring,Manufacturer680
P681,Product681,T-Shirts,BrandC,S,Black,99.68,0.15548228463746977,23,Polyester,Winter,Manufacturer681
P682,Product682,T-Shirts,BrandC,XS,Blue,47.02,0.174180719287598,71,Cotton,Spring,Manufacturer682
P683,Product683,Sweaters,BrandB,XS,Blue,61.15,0.12503842415347508,77,Polyester,Fall,Manufacturer683
P684,Product684,Sweaters,BrandB,M,Yellow,48.95,0.010940449794756068,97,Polyester,Fall,Manufacturer684
P685,Product685,Dresses,BrandB,XS,White,32.19,0.2826375334857719,1,Polyester,Winter,Manufacturer685
P686,Product686,Sweaters,BrandD,XS,Black,82.32,0.2251152965922445,37,Polyester,Winter,Manufacturer686
P687,Product687,Sweaters,BrandD,S,Blue,70.76,0.17327469868990625,7,Cotton,Fall,Manufacturer687
P688,Product688,T-Shirts,BrandD,S,Yellow,15.9,0.08140388737392155,49,Cotton,Spring,Manufacturer688
P689,Product689,Jeans,BrandC,XL,Yellow,90.72,0.19386521111215121,4,Polyester,Summer,Manufacturer689
P690,Product690,Dresses,BrandC,S,White,18.95,0.05248842275843869,46,Cotton,Winter,Manufacturer690
P691,Product691,T-Shirts,BrandD,XS,White,13.51,0.27349631974817407,49,Cotton,Spring,Manufacturer691
P692,Product692,Dresses,BrandD,L,White,81.91,0.00482618410338298,1,Polyester,Summer,Manufacturer692
P693,Product693,Dresses,BrandD,M,Red,57.47,0.20174695860339892,94,Wool,Spring,Manufacturer693
P694,Product694,T-Shirts,BrandA,XL,Red,82.2,0.06596583344499997,97,Denim,Fall,Manufacturer694
P695,Product695,Jeans,BrandC,S,Blue,46.95,0.2963435393043845,26,Denim,Summer,Manufacturer695
P696,Product696,Jeans,BrandB,M,Blue,48.47,0.26918531668831563,61,Polyester,Summer,Manufacturer696
P697,Product697,T-Shirts,BrandB,M,White,41.61,0.0334435314022929,35,Polyester,Summer,Manufacturer697
P698,Product698,Sweaters,BrandC,S,Red,78.51,0.0008654132667964554,7,Cotton,Fall,Manufacturer698
P699,Product699,Jeans,BrandD,XL,Blue,96.19,0.18664133404513555,80,Wool,Fall,Manufacturer699
P700,Product700,T-Shirts,BrandD,M,Green,40.33,0.10499341408193098,42,Wool,Summer,Manufacturer700
P701,Product701,Jeans,BrandA,S,White,32.57,0.09565872594131866,51,Cotton,Fall,Manufacturer701
P702,Product702,Sweaters,BrandD,M,Blue,39.92,0.12303413843651084,67,Polyester,Winter,Manufacturer702
P703,Product703,Sweaters,BrandB,L,Black,34.97,0.0016146600910193598,64,Polyester,Fall,Manufacturer703
P704,Product704,T-Shirts,BrandD,M,Red,29.51,0.1477824273466817,84,Denim,Fall,Manufacturer704
P705,Product705,Jeans,BrandB,XL,White,56.48,0.05721582909233561,13,Wool,Fall,Manufacturer705
P706,Product706,Jeans,BrandD,XL,Green,78.38,0.08857389747749445,36,Cotton,Spring,Manufacturer706
P707,Product707,T-Shirts,BrandD,M,Black,24.43,0.289828489435761,86,Polyester,Winter,Manufacturer707
P708,Product708,Jeans,BrandD,XL,Blue,33.99,0.1566580544827117,90,Denim,Winter,Manufacturer708
P709,Product709,T-Shirts,BrandA,XL,White,54.21,0.2815349499454705,60,Denim,Spring,Manufacturer709
P710,Product710,Jeans,BrandD,S,Black,86.24,0.2535120328074742,22,Cotton,Spring,Manufacturer710
P711,Product711,Dresses,BrandD,L,Yellow,33.96,0.28370021325034034,46,Wool,Summer,Manufacturer711
P712,Product712,Jeans,BrandC,XS,Green,93.74,0.2671728752052972,47,Wool,Summer,Manufacturer712
P713,Product713,Jeans,BrandB,XL,White,75.56,0.10695491904414955,11,Cotton,Summer,Manufacturer713
P714,Product714,Dresses,BrandB,XS,Yellow,16.16,0.03259676580387872,94,Denim,Winter,Manufacturer714
P715,Product715,Dresses,BrandB,XL,White,19.68,0.08492647558738688,45,Wool,Winter,Manufacturer715
P716,Product716,Jeans,BrandC,S,Yellow,11.16,0.008420418150824104,52,Wool,Winter,Manufacturer716
P717,Product717,Sweaters,BrandA,L,Green,11.9,0.13016932616484503,76,Cotton,Summer,Manufacturer717
P718,Product718,Sweaters,BrandA,XL,Black,19.47,0.01987776230714543,99,Cotton,Fall,Manufacturer718
P719,Product719,Sweaters,BrandD,XS,Black,50.57,0.23333264987992383,27,Wool,Winter,Manufacturer719
P720,Product720,Sweaters,BrandD,XS,Green,55.57,0.2714089300737149,21,Wool,Spring,Manufacturer720
P721,Product721,Dresses,BrandD,M,Black,24.05,0.05382200205264983,57,Denim,Winter,Manufacturer721
P722,Product722,Sweaters,BrandD,M,Yellow,44.57,0.220713826569936,68,Denim,Spring,Manufacturer722
P723,Product723,Sweaters,BrandA,XS,Yellow,13.4,0.23095197983709917,81,Polyester,Winter,Manufacturer723
P724,Product724,T-Shirts,BrandD,XS,Green,76.38,0.01860261576216462,46,Cotton,Spring,Manufacturer724
P725,Product725,Dresses,BrandB,S,Blue,55.09,0.0851694907566455,98,Denim,Winter,Manufacturer725
P726,Product726,Jeans,BrandC,XL,Red,54.41,0.017250276248251237,81,Polyester,Spring,Manufacturer726
P727,Product727,Sweaters,BrandD,M,White,71.34,0.04694130734894506,100,Wool,Spring,Manufacturer727
P728,Product728,Sweaters,BrandC,M,White,93.09,0.10085586679692252,45,Denim,Fall,Manufacturer728
P729,Product729,Sweaters,BrandD,L,Blue,16.16,0.14724767110135797,80,Cotton,Winter,Manufacturer729
P730,Product730,Dresses,BrandB,L,Green,50.44,0.013051400661338208,71,Denim,Summer,Manufacturer730
P731,Product731,T-Shirts,BrandC,XL,Red,82.81,0.25605352067938075,63,Wool,Fall,Manufacturer731
P732,Product732,Jeans,BrandB,XS,Red,53.49,0.1896888828096446,47,Wool,Summer,Manufacturer732
P733,Product733,Jeans,BrandB,L,Red,18.24,0.2041906807159133,80,Denim,Fall,Manufacturer733
P734,Product734,T-Shirts,BrandD,XS,Blue,13.18,0.16326212019462435,35,Cotton,Winter,Manufacturer734
P735,Product735,Jeans,BrandC,XL,Green,18.42,0.19071402798417134,75,Wool,Fall,Manufacturer735
P736,Product736,Sweaters,BrandA,S,Yellow,38.79,0.06388074507900848,20,Denim,Fall,Manufacturer736
P737,Product737,T-Shirts,BrandA,L,Green,69.36,0.07585086086691169,18,Cotton,Fall,Manufacturer737
P738,Product738,T-Shirts,BrandA,XS,White,70.37,0.011121494679069222,49,Polyester,Spring,Manufacturer738
P739,Product739,Sweaters,BrandB,XS,White,28.49,0.2498084537576426,53,Polyester,Summer,Manufacturer739
P740,Product740,T-Shirts,BrandA,M,White,53.49,0.22011437904646466,77,Denim,Winter,Manufacturer740
P741,Product741,T-Shirts,BrandB,XL,Blue,17.53,0.25540149469348294,2,Cotton,Winter,Manufacturer741
P742,Product742,Dresses,BrandD,XL,White,16.41,0.02150375951031399,91,Denim,Summer,Manufacturer742
P743,Product743,T-Shirts,BrandD,XL,Green,60.22,0.24548367060594412,45,Denim,Summer,Manufacturer743
P744,Product744,Sweaters,BrandC,M,Black,58.81,0.10822472312260696,65,Polyester,Summer,Manufacturer744
P745,Product745,Dresses,BrandB,L,Black,57.69,0.21170102248386666,88,Polyester,Fall,Manufacturer745
P746,Product746,T-Shirts,BrandD,M,Black,96.6,0.08639054835525635,6,Wool,Spring,Manufacturer746
P747,Product747,Dresses,BrandB,XL,Green,91.15,0.2327378014631225,88,Polyester,Fall,Manufacturer747
P748,Product748,Sweaters,BrandC,L,Blue,52.35,0.18522760675424146,80,Denim,Winter,Manufacturer748
P749,Product749,Jeans,BrandC,S,Green,91.62,0.09880000830007098,9,Denim,Spring,Manufacturer749
P750,Product750,Sweaters,BrandC,M,White,68.76,0.13290803658159805,47,Polyester,Spring,Manufacturer750
P751,Product751,Sweaters,BrandC,XL,Green,83.89,0.13032771840224458,87,Denim,Summer,Manufacturer751
P752,Product752,T-Shirts,BrandA,XS,Yellow,26.97,0.27283300598013605,43,Wool,Fall,Manufacturer752
P753,Product753,Dresses,BrandB,M,Green,46.84,0.23528733575607028,92,Cotton,Spring,Manufacturer753
P754,Product754,Dresses,BrandC,L,Red,11.26,0.06147064417674507,63,Denim,Fall,Manufacturer754
P755,Product755,Dresses,BrandD,M,Green,82.63,0.17370433713810776,81,Polyester,Summer,Manufacturer755
P756,Product756,Dresses,BrandD,S,Yellow,85.17,0.27808404141024684,93,Wool,Summer,Manufacturer756
P757,Product757,Dresses,BrandA,S,Black,86.91,0.1289322776341723,29,Cotton,Spring,Manufacturer757
P758,Product758,Jeans,BrandA,S,Green,37.52,0.13206481259472955,2,Wool,Winter,Manufacturer758
P759,Product759,Jeans,BrandD,M,Green,36.64,0.1330071133172659,85,Cotton,Winter,Manufacturer759
P760,Product760,T-Shirts,BrandC,S,Yellow,20.39,0.07265005400574683,12,Polyester,Spring,Manufacturer760
P761,Product761,Jeans,BrandA,L,Red,56.81,0.11771487628582199,19,Wool,Spring,Manufacturer761
P762,Product762,Jeans,BrandA,XS,White,38.59,0.21131877885965256,11,Denim,Spring,Manufacturer762
P763,Product763,Jeans,BrandA,S,Blue,43.82,0.2465688260949132,59,Wool,Spring,Manufacturer763
P764,Product764,T-Shirts,BrandD,M,Blue,93.43,0.0287147183625567,42,Polyester,Fall,Manufacturer764
P765,Product765,Jeans,BrandB,S,Red,33.58,0.007096548418016091,37,Wool,Spring,Manufacturer765
P766,Product766,Jeans,BrandC,XL,Yellow,11.37,0.17949549117603728,21,Cotton,Winter,Manufacturer766
P767,Product767,Dresses,BrandB,L,Blue,21.63,0.06067782603159102,71,Polyester,Spring,Manufacturer767
P768,Product768,Jeans,BrandA,M,Red,47.56,0.26834206290123996,38,Polyester,Winter,Manufacturer768
P769,Product769,T-Shirts,BrandC,XS,Red,69.53,0.22289863302772922,20,Cotton,Summer,Manufacturer769
P770,Product770,T-Shirts,BrandA,L,Blue,58.16,0.04527862035811837,91,Denim,Spring,Manufacturer770
P771,Product771,Sweaters,BrandB,S,Green,99.53,0.2129286467357421,72,Polyester,Fall,Manufacturer771
P772,Product772,Sweaters,BrandA,M,Blue,82.71,0.02486888708305086,61,Denim,Summer,Manufacturer772
P773,Product773,Sweaters,BrandD,L,Black,43.05,0.19137627279423178,88,Denim,Spring,Manufacturer773
P774,Product774,Dresses,BrandD,XL,Green,63.86,0.2742967571106697,43,Denim,Summer,Manufacturer774
P775,Product775,T-Shirts,BrandD,XS,Yellow,92.13,0.28372609976503593,15,Wool,Winter,Manufacturer775
P776,Product776,T-Shirts,BrandC,S,Red,98.69,0.2364123676806123,75,Cotton,Winter,Manufacturer776
P777,Product777,T-Shirts,BrandC,XS,Black,70.0,0.2552225241938771,33,Wool,Winter,Manufacturer777
P778,Product778,Dresses,BrandD,S,Black,77.69,0.11936688608127516,32,Polyester,Winter,Manufacturer778
P779,Product779,Sweaters,BrandC,XS,Green,21.07,0.19238846729431536,79,Wool,Summer,Manufacturer779
P780,Product780,Dresses,BrandD,M,Blue,35.63,0.1428427422986174,9,Wool,Fall,Manufacturer780
P781,Product781,Dresses,BrandA,XS,Red,16.68,0.16486541052259657,89,Denim,Spring,Manufacturer781
P782,Product782,Jeans,BrandD,S,Black,11.97,0.28489486748839415,58,Cotton,Spring,Manufacturer782
P783,Product783,Jeans,BrandB,XS,White,56.84,0.12390980456896675,43,Cotton,Spring,Manufacturer783
P784,Product784,Jeans,BrandD,M,Red,77.93,0.10198091109901715,54,Polyester,Spring,Manufacturer784
P785,Product785,T-Shirts,BrandB,S,Yellow,85.83,0.24496146430037588,68,Polyester,Spring,Manufacturer785
P786,Product786,Jeans,BrandC,XS,Red,14.37,0.2350742673656095,92,Cotton,Fall,Manufacturer786
P787,Product787,Sweaters,BrandC,S,Black,20.0,0.039736159807212124,15,Denim,Summer,Manufacturer787
P788,Product788,T-Shirts,BrandB,S,White,34.5,0.13870195694012233,86,Wool,Winter,Manufacturer788
P789,Product789,T-Shirts,BrandB,L,White,22.21,0.21260519315974566,87,Denim,Summer,Manufacturer789
P790,Product790,Sweaters,BrandD,XL,Red,12.45,0.00014518925724492647,12,Wool,Fall,Manufacturer790
P791,Product791,T-Shirts,BrandB,M,Green,95.46,0.18061860020793427,20,Polyester,Fall,Manufacturer791
P792,Product792,Jeans,BrandB,S,Black,15.92,0.17392784603363778,97,Denim,Spring,Manufacturer792
P793,Product793,Dresses,BrandD,XL,Black,47.69,0.24922545807872692,65,Denim,Winter,Manufacturer793
P794,Product794,Sweaters,BrandA,XS,Red,19.93,0.07579106335272295,7,Cotton,Summer,Manufacturer794
P795,Product795,Dresses,BrandD,S,Black,84.77,0.001255918159580527,15,Denim,Summer,Manufacturer795
P796,Product796,Sweaters,BrandC,S,Black,21.51,0.18857858889355497,5,Wool,Spring,Manufacturer796
P797,Product797,Sweaters,BrandB,XS,Green,16.94,0.08830984706635459,48,Wool,Winter,Manufacturer797
P798,Product798,Dresses,BrandB,S,White,95.26,0.02525688087052108,14,Wool,Summer,Manufacturer798
P799,Product799,Sweaters,BrandD,XL,Black,44.51,0.24955400526205654,7,Cotton,Fall,Manufacturer799
P800,Product800,Jeans,BrandC,S,Yellow,28.68,0.2213835117880101,38,Cotton,Summer,Manufacturer800
P801,Product801,Sweaters,BrandC,XL,Red,19.87,0.16795000451880274,6,Wool,Fall,Manufacturer801
P802,Product802,Jeans,BrandB,XL,Red,36.43,0.02985756363775872,52,Polyester,Winter,Manufacturer802
P803,Product803,Jeans,BrandD,M,Black,70.85,0.04492109754446309,19,Polyester,Spring,Manufacturer803
P804,Product804,Dresses,BrandD,S,Black,80.22,0.190860085916627,12,Denim,Spring,Manufacturer804
P805,Product805,Dresses,BrandD,XL,Black,48.5,0.28378118112722117,5,Denim,Winter,Manufacturer805
P806,Product806,Jeans,BrandC,XL,Yellow,34.09,0.1909592395121923,44,Wool,Winter,Manufacturer806
P807,Product807,Sweaters,BrandD,L,Red,23.73,0.04506989190642367,86,Wool,Fall,Manufacturer807
P808,Product808,Sweaters,BrandD,L,Black,14.2,0.055123123776998524,95,Polyester,Fall,Manufacturer808
P809,Product809,Dresses,BrandA,XS,Black,73.39,0.13508733243434182,11,Cotton,Summer,Manufacturer809
P810,Product810,Jeans,BrandA,S,Green,10.38,0.03775168789511788,47,Wool,Spring,Manufacturer810
