Year,Technology,Category,Popularity_Index,Growth_Rate,Usage,Market_Share,Region,Industry,Comments
2016,Java,IDE,78.41194815027248,5.721326181566845,342442,27.35924249087492,Europe,Manufacturing,None
2014,Java,Tool,59.613301973768785,6.401363239983951,990077,37.717419977525665,Africa,Manufacturing,None
2017,Swift,Tool,18.187303979852487,6.3719751956709985,637410,32.88020555261533,North America,Healthcare,None
2013,C++,Tool,23.321773997246854,-3.443774226994929,87211,11.60274031432479,North America,Manufacturing,None
2010,C++,Tool,90.41922273922056,-8.228730987091435,102299,10.924096930517468,South America,Healthcare,None
2015,Java,Programming Language,39.61878473951832,-7.025507388203376,521923,42.35536486514698,North America,Healthcare,None
2021,C#,Tool,85.37008950604815,-6.891152056046974,763462,44.7229612661709,Africa,IT,None
2021,Java,Language,97.7471097459519,3.421793690731892,23559,41.935967202371984,Asia,Education,None
2019,JavaScript,IDE,35.786729925057884,1.165872810863215,169563,2.74108146352835,Europe,IT,None
2013,Kotlin,Tool,1.2917682763974647,-6.379668494601159,929225,13.577808750319814,South America,Finance,None
2017,JavaScript,Framework,72.7788750592016,-0.9836019136135032,933455,19.05521311761462,North America,Manufacturing,None
2015,Kotlin,IDE,48.543813533456074,0.1684885243575014,699729,4.681429034748258,Europe,Education,None
2015,Swift,Language,88.74218163011605,5.558899803747398,627039,22.076639420430578,Asia,IT,None
2022,C#,Platform,16.922909038690193,1.6513775959779657,160157,23.62429158703252,South America,Manufacturing,None
2018,Java,Programming Language,24.32475502126199,-2.456455584298281,725640,20.59393095907441,Africa,Finance,None
2021,Ruby,Tool,47.16417357681792,8.987991902765245,750200,42.19416895745696,Asia,Healthcare,None
2010,Python,Programming Language,13.577579001831186,0.051607342476994944,41885,24.447152967869982,Europe,Finance,None
2018,Java,Tool,36.0333998408083,7.231041138430232,649519,37.37001791274958,Asia,Healthcare,None
2013,Ruby,Platform,1.5563724730939699,-1.1665623388161617,662337,36.14124652173786,Africa,Education,None
2016,C#,Framework,80.17804307853092,-9.700751527842206,292251,11.290950844298264,Europe,IT,None
2019,C#,Platform,10.070408158219157,2.0426607049821754,333665,29.346390424476056,South America,Finance,None
2020,C#,Language,59.58579436462104,6.048516669578067,309489,2.6705357303253576,South America,Education,None
2013,C++,Language,26.22313130237879,-4.323043249261991,199536,24.938726248406883,Europe,IT,None
2012,JavaScript,IDE,3.0014971255053924,4.126901205513114,8335,5.897816639782189,South America,Education,None
2021,Kotlin,Tool,10.969515288532294,-0.7307758537001661,454612,0.11251967213426473,North America,Education,None
2017,Go,Programming Language,69.9215167873968,-2.9193694584222474,694330,18.935792220609965,North America,Manufacturing,None
2010,Python,IDE,89.10623143547654,-8.797524290484267,656882,48.15735038892804,South America,IT,None
2013,Kotlin,Library,5.467774925692403,-2.886729122172942,626549,34.174328395022364,Africa,Finance,None
2020,JavaScript,Database,28.14366442134969,6.175345547569361,719495,17.472281953507,Asia,Manufacturing,None
2010,C#,Language,39.84317060739332,5.915694889131643,237076,35.70705933513001,Europe,Manufacturing,None
2013,Swift,Language,97.86826215250231,6.84597060276587,476488,27.961777298581346,South America,Education,None
2016,Rust,Platform,44.266794756830976,5.978091910770473,857671,32.987501009713675,Africa,Healthcare,None
2011,C++,Framework,82.48608765285228,5.3340987808910185,666030,5.911907190005267,Europe,Education,None
2022,C#,Framework,28.111987606693457,6.671792086738247,341290,23.50200519471432,North America,IT,None
2021,C++,Framework,46.816970752746776,6.3926269461328715,433808,39.42361501912325,North America,Healthcare,None
2019,Go,Tool,82.58616403155806,-5.580344756766853,399781,19.19249414660137,Africa,Healthcare,None
2012,Ruby,IDE,76.86920896939245,4.145150992691942,55264,47.77207165547577,Europe,Education,None
2019,Java,Platform,23.856602572266784,9.92899066325004,512707,29.928272976577347,North America,Finance,None
2014,Java,Tool,25.271748777558923,-7.097884083935966,4541,47.10083194516142,Europe,IT,None
2019,JavaScript,Programming Language,54.8472985132384,4.7086618530180715,666332,28.554670138756883,Asia,Healthcare,None
2021,Ruby,Framework,93.80150047976812,8.443424222780124,543636,10.511223781182116,Africa,Manufacturing,None
2011,Swift,Programming Language,11.992793797598456,3.03484271563155,742979,13.069681961843655,Europe,Education,None
2013,Java,IDE,77.20619880324344,-3.1598477058171337,990152,29.00236777818653,South America,IT,None
2012,Kotlin,Tool,73.76005448122118,3.442304420080527,914151,41.468916389045205,North America,IT,None
2014,Python,IDE,85.07756472326466,8.555447658532572,787984,9.750192130264907,Asia,Healthcare,None
2019,C#,Framework,88.92003677540366,8.706772629740648,499826,27.257884294374357,North America,Finance,None
2017,Kotlin,Tool,88.3425456709705,7.325687503430103,762012,17.521676708469787,North America,IT,None
2014,Go,IDE,90.0915898603207,1.1303442325590964,863917,41.42296839933199,North America,Education,None
2019,Rust,Tool,98.07048401602006,1.4366760359646396,177522,38.266565259036675,Europe,Manufacturing,None
2014,C#,Platform,33.24295407771456,9.18953692777697,160834,2.0425775396585744,Europe,Manufacturing,None
2011,C#,Tool,92.90113286766231,3.246692100341022,128990,10.606261510812775,North America,Education,None
2012,Ruby,Programming Language,94.75603114809199,-9.595522827430292,255838,29.940939323969516,Asia,Manufacturing,None
2017,Go,Database,64.81822785294827,-4.459562370440626,481149,42.145675355342284,South America,Education,None
2012,Kotlin,Tool,66.45907440712826,-2.1898600575690663,877196,31.14144329285929,Asia,Finance,None
2013,C#,Platform,35.85585546461532,-0.26413236142764696,271002,46.225441454517416,Africa,Finance,None
2019,C#,IDE,74.53039257574423,-3.926644758184505,160471,23.608026253655844,North America,Finance,None
2020,C++,Programming Language,60.2560945535233,-5.7114923332425,622844,37.216929031991356,Asia,Healthcare,None
2017,JavaScript,Platform,78.63189771806526,4.211794868363585,452000,16.896914268780357,Asia,Manufacturing,None
2020,Rust,Programming Language,15.351360575498784,-6.616605099232751,553319,3.735386394053297,North America,Finance,None
2016,Swift,IDE,81.45926584868197,-8.178151178841997,453709,37.741841720214545,Asia,Education,None
2016,C++,IDE,72.33816185079431,-1.7990966401774031,127648,15.872608804089966,South America,Manufacturing,None
2022,C++,Framework,54.59453059479227,6.210510593001409,989601,22.267402873553344,South America,Education,None
2012,C++,IDE,25.971651395090966,5.205430277321728,823930,13.22166289713672,Asia,Education,None
2020,JavaScript,Tool,9.767420497731816,-5.272147228290605,387450,15.609494235440135,South America,Education,None
2013,Go,Language,48.483331690666574,-4.662089192660481,954884,39.28240011417523,Europe,Manufacturing,None
2016,Kotlin,Library,14.462155907453855,9.74295189947695,280426,2.1764857598710496,Asia,IT,None
2010,Ruby,Platform,76.1773167168019,-8.514100333978254,72217,2.2964897244032114,Asia,Finance,None
2022,Kotlin,Tool,92.45589331753298,-8.427039169392769,555287,31.3616007125558,Africa,IT,None
2020,Ruby,Platform,82.03213035248098,-8.186821477916723,542875,2.4957549961876047,North America,Manufacturing,None
2018,Kotlin,Database,33.04589094697634,-3.524487993253393,191947,32.592369949729374,North America,Manufacturing,None
2010,Swift,Framework,14.600434863649149,5.2767397064292325,461534,7.745444412355285,North America,Healthcare,None
2020,Kotlin,Library,0.7913253289598021,7.813835936247106,708280,23.31409800049874,Africa,Manufacturing,None
2021,Python,Language,66.36581318368606,8.648295239587263,758873,30.42765997788548,Africa,Education,None
2017,Go,Tool,18.76120792108017,-4.951861360550465,670134,10.851092581905542,Europe,Education,None
2016,C++,Language,71.65543241648112,-0.7964052009931848,649590,30.441831404281928,Asia,Manufacturing,None
2015,Python,Database,57.543281449971,-8.129840926321384,863984,4.9438496317756435,Europe,Education,None
2019,C#,Framework,47.00174829462942,1.1246684639687548,108454,27.424704946665308,South America,Education,None
2016,C++,Framework,76.75392416193176,-9.869198580228888,367341,30.307366320911903,North America,Manufacturing,None
2015,Ruby,Tool,98.1066222940361,-0.807327604738763,275756,0.2739517118804158,North America,IT,None
2021,C#,Tool,12.859414493097166,9.608207530016944,797203,49.53167000882189,Europe,Finance,None
2012,Ruby,Tool,55.05186880730702,-7.191510657474584,527757,4.8222594108292105,North America,Healthcare,None
2017,Java,Framework,31.322288531522847,-5.78487311081886,921005,22.51145718978832,North America,Manufacturing,None
2022,Swift,Tool,2.7955380229443882,-4.4471085670670885,171798,7.754210434423903,Africa,IT,None
2011,C++,Framework,2.93462669194976,7.3357736629181645,146604,2.130879605912639,Europe,Healthcare,None
2019,Ruby,Database,57.76220045897807,7.799862474609295,747537,25.07810119885127,South America,Finance,None
2012,C++,Framework,8.291544320366118,8.905609420764648,883574,29.807631081659597,Africa,IT,None
2012,Rust,Tool,4.392826228233493,-5.031867222227124,611832,11.955510417371611,Africa,Education,None
2022,C++,Tool,17.28785337287241,-0.9301269479142888,785600,33.506606305371136,Africa,Education,None
2015,Python,Programming Language,45.9864680163911,-2.3598629455308746,530589,37.89424147931646,Europe,IT,None
2021,Swift,Language,50.0767659479403,1.9171557702944,61186,44.26321938835116,North America,Finance,None
2016,C++,Platform,91.52665197395412,-4.0808408622071095,804897,25.91382685615805,Africa,Manufacturing,None
2014,Go,IDE,41.966918426416676,6.580316334610838,813809,26.733209311250228,Europe,IT,None
2012,Rust,Database,10.777881408818379,8.122790726506125,645656,21.940926972718618,Africa,Manufacturing,None
2022,Java,Framework,23.091592447466624,7.999395557049372,498748,26.996252538877425,Africa,Manufacturing,None
2012,JavaScript,Library,94.54086862291832,-4.7363445979963315,835650,1.441537094884554,Africa,Education,None
2011,JavaScript,Language,59.515203818704606,-0.31021693712579435,508904,29.03338967719295,North America,IT,None
2022,C#,Tool,35.53426161530129,0.7570190802820154,394421,32.1149967337087,Africa,Finance,None
2010,Python,Library,89.27115179196812,9.398518769752467,867435,49.90396708692302,Europe,Finance,None
2019,C++,Framework,30.057420613818365,-1.2415974329326964,49450,13.86031547421171,Africa,Manufacturing,None
2010,Rust,Platform,88.10947001037039,-8.603493207812017,812018,46.493182906995564,Europe,Manufacturing,None
2012,Swift,Framework,12.113373262755701,2.8679873801299003,286677,43.509740905329664,Africa,Healthcare,None
2018,Swift,Framework,93.82293572294633,-6.51071371196922,495288,21.43246365516585,Asia,Healthcare,None
2013,Ruby,Framework,93.76863574360613,-2.6961603942999135,144035,39.51037602133168,Africa,Finance,None
2020,C++,Database,34.52698491688009,0.36150830672435674,358890,26.911301164240463,Asia,IT,None
2010,C#,Database,1.7548760207973246,9.255511887223943,225198,5.457022807359086,North America,Education,None
2020,C#,Tool,35.30414342252241,-6.806856168845455,373156,3.415062007561298,Africa,IT,None
2021,Go,Programming Language,18.081101523469556,7.037443385439804,914392,12.870189946936078,Europe,Education,None
2018,Kotlin,Framework,26.606710144373345,-9.624331398087186,527175,14.913214574609363,North America,IT,None
2018,JavaScript,Database,62.568287726914285,-9.041883247055749,445572,23.77301877432253,Europe,Education,None
2011,Ruby,IDE,44.30981856449206,-0.4107226590165638,951773,21.616454934813024,Europe,Education,None
2010,Java,Framework,73.63126921193683,1.447360680751462,320672,11.322431187766608,North America,IT,None
2015,JavaScript,Tool,63.703703846876344,-6.2198344454686065,498492,33.047258818157054,Africa,Manufacturing,None
2018,Rust,Tool,30.055720552985797,-6.299165386240347,786670,48.900569664574036,South America,Education,None
2012,Java,Tool,32.38765385320617,4.394403886225373,58361,30.51328334174191,Africa,Finance,None
2013,Python,Programming Language,79.81464066514448,-3.8314129774808015,759779,2.9619807275863774,North America,Manufacturing,None
2022,Ruby,Framework,53.21630482223539,4.205119923253104,416667,18.16802662345829,North America,IT,None
2015,Rust,IDE,12.73805927994307,0.3499028443808676,116476,14.965155119649348,Europe,Healthcare,None
2021,C++,Tool,58.67231170319713,-2.661233544276511,501059,7.922184952381267,South America,Education,None
2013,Python,Library,13.797893874112432,-9.08455826301308,593530,6.919508025786403,Europe,Healthcare,None
2018,Swift,Framework,86.87081651119821,9.450037369644036,629210,11.319479792764081,South America,Healthcare,None
2016,Kotlin,Platform,12.927019493137893,-2.3997594299811915,730285,28.76654443189926,South America,Healthcare,None
2014,Rust,Language,66.94081198913719,5.792710167300916,156347,12.855636781414297,Asia,Manufacturing,None
2016,Kotlin,Database,89.68103716642098,-3.2661516668401696,265753,48.475925484917454,Europe,Finance,None
2022,Go,Tool,9.81235254509205,7.955700094598498,543209,5.0803495876456495,Asia,Manufacturing,None
2013,Kotlin,Tool,53.023217991510094,-8.557462949832466,202871,12.40404935878675,South America,Finance,None
2016,Go,Database,95.80908736851642,-4.372378796711629,375157,17.29385845992986,Africa,Healthcare,None
2012,C++,Framework,27.79427788119584,0.524073489650581,195376,4.273390480398081,Europe,Education,None
2022,Swift,Tool,28.10679399476984,2.2595777698742285,464658,40.79875256019839,North America,Finance,None
2022,Java,Framework,47.00524001631885,2.8690860116073598,759373,14.397699006802439,Europe,Finance,None
2016,Kotlin,Framework,94.77032937252791,-2.162007980457677,418523,20.511516624414096,South America,Manufacturing,None
2015,C++,Language,80.10136921584467,2.553551473807044,969964,49.37407580965476,Asia,Finance,None
2021,Java,Platform,27.11856325092864,7.324478621675638,655878,43.30686267208523,South America,Manufacturing,None
2015,C#,Tool,23.1585356349136,6.761492324802983,673678,14.966168300735227,North America,Healthcare,None
2019,Swift,Library,19.861675008444745,-4.954196798412496,965216,0.9434181643996287,Africa,Manufacturing,None
2014,Java,Framework,42.97254996178557,-9.168059708902806,280494,3.807220823198121,Africa,Finance,None
2016,JavaScript,Programming Language,80.79056781049219,-5.207064824401817,267099,31.470817543130092,North America,IT,None
2015,Swift,IDE,15.230220596863441,6.39010826231857,190361,32.413262704512,Asia,Manufacturing,None
2021,Ruby,Tool,61.70596792638465,3.1783368604950972,50579,21.757090905483107,South America,Manufacturing,None
2011,C#,Framework,47.22903862895588,-7.509995470191346,971585,9.293261009690596,Europe,Finance,None
2013,Python,Library,64.63208098872278,-6.714478779572557,791432,27.521210570405795,Asia,Finance,None
2013,Java,Library,40.34851981773661,-4.697038290452746,483602,44.08403176167677,South America,Education,None
2020,Java,Tool,75.98222111880885,7.085783120519039,852261,44.270778466558895,Europe,Education,None
2018,Python,Programming Language,32.1007527361849,-2.0406929935776397,312413,9.31318446589675,Europe,IT,None
2019,Kotlin,Framework,72.21673932959276,-3.2069201968703513,609577,8.43011971347697,North America,Education,None
2015,JavaScript,Framework,95.96583803377433,-5.48693630792269,817091,13.157190486390597,Europe,Manufacturing,None
2015,C#,Tool,57.92417513872286,3.478438699896513,595368,15.129122813084084,South America,IT,None
2016,Swift,Platform,63.45606678753152,9.360777853689044,241060,6.392698469665136,Asia,Manufacturing,None
2010,Ruby,Tool,52.48011997585795,-8.413005086403897,323304,37.44911107195835,Africa,Education,None
2019,Python,Framework,48.59503769750728,0.05453034001105195,424823,29.52226030378889,Africa,Manufacturing,None
2017,Go,Platform,16.854681952346773,8.050903924444722,526952,33.81422763668504,Asia,Healthcare,None
2015,Kotlin,Platform,68.7548957563442,-4.648428066055523,730314,5.216519681435782,North America,Finance,None
2011,Kotlin,Language,60.617186381248686,-3.2192717231059964,291791,13.803432210093074,Asia,IT,None
2015,Python,Library,55.28857604818299,-0.13084328110400278,35074,14.50558276289044,Europe,Finance,None
2016,Swift,Language,30.64269786968398,-7.197521517250818,804041,5.9805598795323265,Africa,IT,None
2022,Python,Framework,39.449140807009364,6.075693342709858,308953,24.394673965400234,South America,Education,None
2020,JavaScript,Tool,43.31938558454651,-4.9637819401490795,135273,14.365523496590077,Africa,Finance,None
2020,Go,Database,65.74850962962141,-8.82358284264801,763428,25.838080037887046,Europe,Finance,None
2021,Ruby,Programming Language,72.58936267585587,3.295004900987635,523463,3.045757037397634,Africa,IT,None
2016,Ruby,Tool,31.29534571101282,0.9059591178734667,22914,35.317536880269905,Asia,Finance,None
2018,C#,IDE,61.47364965366232,8.592762173434025,864869,42.56918311225276,South America,Education,None
2017,Java,Tool,37.037426869160925,5.652819265616236,56715,29.50866472352036,Asia,Finance,None
2015,Java,Library,48.521167305300516,-9.279607938231479,940178,7.07383413083792,Europe,Manufacturing,None
2021,Go,IDE,8.191750017650257,0.5959776628712721,934979,30.128875164205855,Asia,Education,None
2020,C#,Library,57.86776243621785,7.356598362321748,615100,5.997472951970501,Asia,Education,None
2013,Swift,Programming Language,89.64421192282558,-9.633287067044359,588708,6.276362276855946,North America,Manufacturing,None
2020,C#,Platform,95.34053465033483,-2.530704677233661,335099,31.660946932842048,Europe,Education,None
2012,Kotlin,Library,33.463513117034594,6.661835084458929,505531,4.977315809494309,Africa,Education,None
2019,Go,IDE,17.012610063108625,-5.013287705608067,504932,3.944440870910354,South America,Manufacturing,None
2021,C#,Database,97.66405959313926,-9.756362578086609,724909,14.043618294489486,Europe,Finance,None
2019,C#,Tool,79.67050019462197,-3.188552801710573,216855,3.6806789210088398,Europe,Education,None
2013,Kotlin,Programming Language,29.31764521824164,-9.308209239508184,233382,43.434708504480824,North America,Finance,None
2012,Java,Framework,0.44900439730064523,8.313805985271213,696682,29.210764522014955,Asia,Healthcare,None
2015,Java,IDE,26.420426422417275,7.055576707736016,582599,21.877338691714947,South America,Healthcare,None
2020,Java,Framework,95.49452669146841,-1.5615698501579658,437107,22.23853818375171,Asia,Finance,None
2014,Ruby,Language,47.42667929910924,-1.843625160048239,446297,39.661929958001444,Europe,Education,None
2011,C#,Database,29.43140138776522,9.5885186593401,963833,34.15431486292207,South America,Healthcare,None
2015,Python,Database,34.239271585671084,-0.2147759835397185,678060,19.356398923844253,North America,Education,None
2018,Go,Tool,22.919683496941843,-1.2662128578996157,821687,36.16303939711486,Asia,Healthcare,None
2013,Swift,Tool,56.530440581048566,-1.9906083512102413,499617,48.87887175576815,South America,IT,None
2015,Swift,Framework,21.716706413224195,-3.6460499517821905,694633,0.9046065102524592,Africa,Finance,None
2018,Java,Framework,69.5891552714483,-3.135374383589305,501096,46.29717657508742,North America,Education,None
2014,Rust,Language,47.2763112802699,-1.1123245916287274,855531,11.008434108327103,Europe,IT,None
2020,Python,Framework,15.900980740939563,8.470467810628136,872480,42.51471430167141,South America,Finance,None
2011,Ruby,Programming Language,98.84063415798207,7.556961515435688,815402,44.190238932898104,Europe,Healthcare,None
2017,Kotlin,Database,39.77297631197415,5.255378031567769,922798,43.25048280441373,Asia,IT,None
2018,Ruby,Tool,38.94396675072025,5.675686563487153,191144,40.428506307505494,Europe,IT,None
2011,Go,Framework,44.285344886288215,-1.5215594055308994,763178,11.012377656592086,Europe,Finance,None
2012,Ruby,Library,21.757109779496098,1.656429628975797,531382,3.0335828073455637,North America,IT,None
2011,Python,Platform,96.28273085277624,7.938415974946992,128094,11.835964364967477,Asia,Finance,None
2011,C#,IDE,42.44990551383473,-3.382446887839845,113162,30.915605443051675,Africa,IT,None
2017,Kotlin,IDE,58.61633937272388,-2.051641322854092,653268,37.76174792814916,Asia,Manufacturing,None
2015,Go,Language,33.92208183866442,-4.698354621402934,765255,21.977678407864975,Africa,Education,None
2021,Java,Platform,48.05576935570534,-9.10122439190192,499492,48.229601761765736,South America,IT,None
2010,Rust,Framework,90.40904218175046,-9.675326933968085,900199,48.59000660570075,Africa,Education,None
2014,Kotlin,Tool,16.761351634372645,-4.551244092076125,275462,46.51082886810663,South America,Healthcare,None
2011,JavaScript,Library,79.34015870132332,8.82347065978578,321989,25.778173125287868,South America,Education,None
2011,Rust,Database,46.21364057877342,-3.515239838609359,187238,4.010251528828334,Africa,Education,None
2022,Rust,IDE,25.694118517080856,7.77144397157031,208121,26.57413075777709,South America,Manufacturing,None
2016,Ruby,Tool,68.64697599343876,-7.637547386850065,101676,22.23822417669497,Africa,IT,None
2016,C++,Framework,24.433257502915872,3.493389009673729,671912,20.987891956941144,North America,Education,None
2010,Java,Framework,15.337444759728115,-3.4284579444839096,711908,42.41993932201489,South America,Healthcare,None
2012,C++,Language,33.01561479407905,7.849694743070984,47787,19.94059539137044,Asia,Manufacturing,None
2013,C#,Library,29.288293011258858,3.9547055037101124,161695,4.931198123440944,Asia,IT,None
2017,Java,Library,73.03697637073253,-3.1574111365139697,5795,48.349754294547644,South America,Education,None
2022,C++,Framework,76.6004742345731,-0.24932668414615833,604237,47.584386023214925,South America,Finance,None
2019,C#,Framework,10.583182263252644,-5.307176372531073,822463,40.69178488209938,Asia,Education,None
2012,Java,IDE,76.7880154512319,-9.397791281178677,980203,47.13696744200557,Asia,Manufacturing,None
2021,Go,Platform,25.656839568874158,-8.705337600033669,563023,10.643788049652153,Africa,IT,None
2014,C#,Programming Language,22.655620897386697,6.235482002798129,841966,22.415018093001475,Asia,Healthcare,None
2019,C++,Database,70.57523637455341,4.791376825663958,983217,0.7395541168254915,Europe,IT,None
2010,Ruby,Tool,87.37523091832713,3.3191224635021666,159992,32.65127035748388,Africa,Finance,None
2022,JavaScript,Database,60.724154928534915,8.262726946639049,584443,38.292473067271104,Africa,IT,None
2016,JavaScript,Framework,93.91305050664597,-4.952097227992285,917563,35.497823829352896,North America,Healthcare,None
2019,Java,Programming Language,66.54264309706085,-9.638824664041918,779004,10.640754848694078,Europe,Finance,None
2012,Java,Platform,85.4645467267679,8.293820111811844,823505,4.276472106946039,Africa,Education,None
2014,Swift,Database,52.06221901479686,9.731421113154152,625449,38.94523124961644,Europe,Manufacturing,None
2017,C++,IDE,88.57206215045899,-6.6571092913548195,374022,6.417140599362736,Europe,Finance,None
2013,Swift,Framework,11.514794800517203,3.237224062957802,189767,34.332110370096984,North America,Finance,None
2010,Python,Tool,38.6401040826084,-7.974930145106292,874127,43.80390596270642,Asia,Education,None
2022,Python,Database,28.94104686284884,-8.894054715093272,992131,42.71110333954554,South America,Healthcare,None
2015,Java,IDE,14.923584707541071,-2.7468714185578875,388488,9.13327917332582,Europe,Education,None
2014,Python,Library,14.941391978590179,-7.988074292956886,121941,46.301573466841866,North America,Finance,None
2010,JavaScript,Language,44.28642947631805,-7.776280596903648,553484,41.00745011061744,Africa,Manufacturing,None
2012,Kotlin,Tool,44.24355334988622,-0.1205298122387628,625257,16.1575666160672,Asia,Education,None
2013,Go,Library,91.07117463268656,0.5975326606617255,366543,12.60301896623936,South America,Manufacturing,None
2011,Go,Platform,94.10902922747164,-2.1256201004457758,643563,40.331527715994234,Asia,Healthcare,None
2017,Go,Programming Language,1.9076596560196113,3.301028926296098,864914,22.150529686471636,Europe,Education,None
2020,Swift,Database,25.913472484312315,9.733719475769899,739836,25.485208025211996,South America,Education,None
2011,C#,Framework,0.8446139182786028,6.836941541707052,46163,1.496180344329634,Africa,Finance,None
2013,Rust,Library,88.14126252817363,5.283316081090703,661565,42.321759515751175,South America,IT,None
2020,Kotlin,Framework,53.21101979706331,-1.6738848708298484,216248,41.74356567929757,South America,Healthcare,None
2014,Ruby,IDE,16.11345605346407,-3.403012481989924,668386,34.895855794055585,South America,Manufacturing,None
2020,Go,Programming Language,83.04731019914067,1.4260487779000641,806770,28.373147314204356,South America,IT,None
2011,Go,Database,7.174132625446972,-3.835156195169633,511016,39.00559245877421,South America,Finance,None
2017,Rust,Tool,85.36248244243811,-6.601261976439179,874437,4.0707379104672095,Europe,Education,None
2014,Swift,Framework,1.6158816152962108,7.364613690630296,411248,29.164096939122746,South America,Manufacturing,None
2010,C++,Tool,45.48903534657717,-7.585893232211363,885840,13.652410869206788,South America,Manufacturing,None
2020,C++,Tool,35.396682356615486,9.686863986296636,590773,39.975922692229545,Asia,Healthcare,None
2012,Python,Tool,64.89986632628471,-4.812084108460242,163740,38.5461889455865,South America,Manufacturing,None
2022,C#,Framework,55.02160174757529,4.745064593455531,385260,12.657928966924908,Asia,Finance,None
2020,Python,Database,35.38062307797628,-8.777879518434817,348651,24.569843428464317,Asia,Manufacturing,None
2017,C++,Library,98.60586498737227,6.062758816152577,793898,47.28694357296494,Europe,Healthcare,None
2014,Ruby,Library,42.93437955128625,0.31535051797167135,409834,0.11571449047456661,South America,IT,None
2010,Rust,Framework,48.469596013055686,9.350470106284828,985325,41.03128995464176,South America,Education,None
2012,Python,Framework,62.881045906629296,-0.15327095232414045,691994,34.28826426943671,Europe,Manufacturing,None
2016,Go,Tool,9.916065193360168,5.553295059243926,964253,26.243780846550923,North America,Finance,None
2019,JavaScript,Language,88.14204638963416,-5.349972811896658,246289,23.02418449591987,Asia,Manufacturing,None
2012,Python,Library,56.6002619931852,-3.035568582744439,339569,0.4567365138461066,North America,Manufacturing,None
2014,Python,Framework,67.56892126329703,5.77294412369864,259928,38.31063330847013,Africa,Education,None
2022,JavaScript,Tool,92.26396515611768,7.455385008458812,582898,10.454186288658484,Africa,Healthcare,None
2019,Rust,Framework,64.23410057260574,-7.871908411938042,810411,40.38985679812145,Europe,Healthcare,None
2019,C#,Framework,7.173451471545911,3.824196835325097,852227,23.257414337527223,Europe,Manufacturing,None
2022,C#,Platform,8.357853669077652,9.608656985222567,21071,34.69655225833404,Asia,IT,None
2015,Go,Platform,56.82312662977397,8.937313327665283,730051,1.9254533076753844,North America,Finance,None
2014,Kotlin,Tool,11.666521654074568,-2.71336526288912,697727,20.543927874766442,South America,Finance,None
2020,JavaScript,Database,4.288448198381623,-4.023682483908733,748169,36.55489654438996,South America,Manufacturing,None
2014,JavaScript,Database,38.36619873295836,-7.309671757148517,586215,46.98220206423234,Africa,IT,None
2019,Java,Framework,97.81124216617673,9.748882665483912,212961,11.050039118713407,Asia,Education,None
2020,Java,Database,54.971024887225575,5.376912512538308,642543,13.100723227347022,Europe,Finance,None
2022,C++,Framework,88.48118936179418,2.5161193844174363,485570,32.75852025140973,Asia,IT,None
2018,Python,Tool,45.28555796353352,0.4198317851935087,66402,10.348907508214072,South America,Healthcare,None
2011,Ruby,Tool,93.0655457057404,6.127849109124501,531006,17.648615579635322,Europe,Education,None
2015,C++,Language,2.9914544675540666,3.0331711352206874,545775,32.864356610704476,Asia,Finance,None
2017,C++,Tool,71.9450111035725,-0.247555548376738,255575,9.06113888111723,North America,Education,None
2010,Kotlin,Library,95.53578884036392,-1.1669256173874327,371914,23.623541755383897,Europe,Education,None
2020,Java,Framework,46.956673210935115,-2.4283411377822777,827158,34.8605375592942,South America,IT,None
2011,Java,Framework,25.385504701743166,9.397211802973711,194263,19.737230555742,South America,Healthcare,None
2020,Rust,Database,65.15042223363096,8.296043566642307,71766,7.11105161174167,Europe,Education,None
2013,Kotlin,Database,38.19740828696698,-3.322633223582507,212724,45.078948093659235,Asia,Manufacturing,None
2019,Swift,Programming Language,33.854227004850536,-8.70238464156371,531195,3.6267838541512,Asia,IT,None
2012,C#,Tool,35.738786767553535,-6.889313479628061,511839,34.93243237563877,South America,Manufacturing,None
2018,Kotlin,IDE,41.16694213420179,1.92378779506193,208187,24.52455683480666,Africa,Healthcare,None
2012,C++,Framework,45.08951991738985,4.482791591177616,362964,42.75780652974489,Asia,IT,None
2014,Go,Library,16.67046670362733,7.263446859065056,382292,1.4828844726372914,North America,Manufacturing,None
2022,Python,Database,67.62737585145277,8.194330753219806,101374,20.104435567561787,Africa,Healthcare,None
2018,Python,Language,84.01980905612288,8.696395156797877,29098,27.767064795311953,Europe,Education,None
2012,JavaScript,Language,73.42920781328898,9.554823410653693,725302,22.18749019721961,Africa,IT,None
2019,Python,Platform,41.95852690061284,5.579492785188933,721708,40.63859082564841,North America,Manufacturing,None
2018,Python,Tool,16.613637497623614,4.664222011773514,432310,34.52291153147121,North America,Education,None
2017,Rust,Library,71.18192124953724,-3.1916500012303057,727494,43.46557935063356,Europe,Finance,None
2020,Java,Framework,5.265921329126599,8.577994790290091,97478,14.492440256781908,Africa,Manufacturing,None
2021,Java,Programming Language,50.19463732319225,-7.251545563862014,891133,34.311054805784835,South America,Manufacturing,None
2022,Go,Tool,94.97960345926165,0.8971037213187891,550237,7.66518553754546,Asia,IT,None
2018,Ruby,Platform,35.149555619001724,-0.9587822300873015,269282,49.008745826806994,South America,Education,None
2012,C#,Database,73.36739852193789,7.805549341128234,541368,49.341076859220955,North America,Manufacturing,None
