Category,Sales,Revenue,Discount,Age,Region,Product,Date
E,1433,3399.871433044264,0.35541749096076536,38,South,P2,2023-08-26 13:00:00
B,4402,2942.587461337109,0.1202387414706327,38,West,P2,2023-12-01 01:00:00
C,4214,3183.694133236,0.47051198473936295,61,West,P2,2023-04-19 16:00:00
C,4871,4704.8208075373805,0.48465250265012283,49,East,P2,2023-07-20 09:00:00
D,3587,4485.260988987414,0.1757960583598417,22,West,P3,2023-09-22 09:00:00
B,1277,4140.334628959028,0.37055575122196405,56,South,P1,2023-01-08 10:00:00
B,1232,2094.7938307134837,0.1369076018251051,26,West,P1,2023-11-20 19:00:00
B,2552,4647.274514744367,0.3918067714292489,35,North,P4,2023-11-29 03:00:00
B,2594,1390.030769855501,0.23891506646106986,38,South,P2,2023-03-22 09:00:00
C,2113,4413.316866235151,0.37242004469217815,25,South,P3,2023-04-17 04:00:00
C,4563,2312.640289414431,0.24915060368087116,61,South,P3,2023-07-21 10:00:00
B,4270,1215.0892466479336,0.1582270039332943,51,North,P4,2023-01-05 15:00:00
D,3409,3677.427936962993,0.26244399220102316,27,South,P2,2023-11-28 04:00:00
A,4512,1925.1197132638217,0.14506941065391601,58,West,P1,2023-01-30 18:00:00
A,1025,1974.2845034585275,0.33075330999077834,41,North,P2,2023-09-09 10:00:00
D,4096,2224.1886649150856,0.11638061285979191,57,South,P3,2023-02-27 13:00:00
B,2417,1254.7390700100668,0.31092787183994386,41,West,P2,2023-05-11 07:00:00
C,3554,1708.5085767930161,0.45454745883821635,49,West,P1,2023-11-08 19:00:00
A,4372,1020.5585103422412,0.4351493080477451,50,East,P1,2023-02-20 08:00:00
E,4410,2781.638084423147,0.4531126798505988,55,West,P4,2023-01-02 12:00:00
E,3314,1337.0215096718853,0.4688195208508429,61,West,P3,2023-03-18 04:00:00
D,1460,3730.610420176796,0.1418111551502777,51,East,P2,2023-05-20 05:00:00
B,4764,1942.4914047665934,0.15149888115028523,28,East,P2,2023-10-19 22:00:00
A,3503,4774.296576140709,0.32280272252525144,48,North,P4,2023-11-16 19:00:00
B,4431,4485.00650959461,0.4575890673697717,35,West,P4,2023-08-11 19:00:00
A,2091,2157.763579872833,0.48973978260961226,40,North,P4,2023-11-25 18:00:00
D,2006,4132.861818626715,0.11850476693599998,39,North,P3,2023-02-03 17:00:00
D,3910,4212.979618659225,0.24230963368026406,60,South,P2,2023-06-21 14:00:00
E,4483,4946.2524564576415,0.18515770186399738,35,North,P4,2023-03-05 14:00:00
B,2994,3391.35994738274,0.40238633957249925,57,North,P3,2023-01-21 15:00:00
E,1490,1327.8629385746488,0.3560775474148128,64,North,P2,2023-01-18 16:00:00
B,4904,3587.3489157055237,0.14795521259353817,58,North,P1,2023-04-25 11:00:00
E,2072,3499.918993504141,0.2934088269459886,64,East,P4,2023-03-24 14:00:00
C,4758,3553.4023096817273,0.37417620894851655,56,West,P3,2023-03-03 04:00:00
C,3611,2228.582592416846,0.41160215756961505,37,South,P2,2023-11-19 00:00:00
C,4173,4438.718340321331,0.10802108391360342,30,East,P2,2023-10-10 02:00:00
C,1215,4837.8887318216475,0.45618782959355597,62,South,P4,2023-02-21 09:00:00
A,4509,1870.850051912606,0.32771255318020975,18,South,P4,2023-05-06 19:00:00
C,2723,1352.6086325465778,0.4247636459839619,21,East,P2,2023-02-24 08:00:00
D,2592,1778.1401326739365,0.4231752120057134,41,North,P3,2023-12-01 18:00:00
D,3606,4282.2085570228755,0.17594106410838767,53,East,P1,2023-01-06 12:00:00
A,1158,3706.57853927939,0.14406884810145326,53,South,P2,2023-01-19 16:00:00
C,3536,3544.1893693565066,0.38851490758953067,62,South,P3,2023-09-24 23:00:00
C,1685,2607.172540437698,0.16257076752864763,19,North,P4,2023-02-05 09:00:00
C,4313,3311.311886045743,0.43997499656188954,45,East,P2,2023-08-12 05:00:00
E,3841,2231.4965010974697,0.3904757935448421,43,West,P4,2023-06-15 02:00:00
B,2776,2908.800317671845,0.436730145746105,40,South,P1,2023-07-22 06:00:00
E,4953,4172.252113482624,0.21960507184373845,32,East,P4,2023-03-06 03:00:00
B,3052,4924.966389821849,0.22663922416422763,53,North,P1,2023-03-21 03:00:00
C,4667,4729.955694359207,0.3684886225385271,44,North,P4,2023-05-03 16:00:00
C,2843,4735.463771384995,0.11257838202357902,23,West,P4,2023-07-26 13:00:00
E,3408,2608.8949393884495,0.3905986985349691,52,South,P1,2023-09-05 15:00:00
E,3506,2875.159522027164,0.4343132283418405,56,West,P4,2023-05-16 04:00:00
B,3295,3822.5415854759262,0.2660654346416416,55,West,P3,2023-09-22 00:00:00
D,2589,4688.767712205137,0.4059515320353875,52,West,P4,2023-12-29 18:00:00
B,2696,1567.9770374083387,0.16984436679290477,53,West,P2,2023-03-08 07:00:00
E,3993,2216.967455308783,0.2289041575277939,27,North,P4,2023-11-28 09:00:00
E,3469,1556.987378376438,0.48972198524419097,47,South,P3,2023-11-24 07:00:00
A,2946,3448.0341198378214,0.49453126942405057,58,West,P2,2023-11-21 19:00:00
E,4809,2225.20398755015,0.3050420212086352,55,South,P3,2023-12-11 19:00:00
A,3062,2304.431410050294,0.4737079165855508,46,North,P2,2023-06-05 22:00:00
D,3783,1283.663837951917,0.30909227122274185,60,North,P4,2023-03-30 15:00:00
B,4644,2399.184247230368,0.21663525126446292,56,East,P3,2023-03-08 17:00:00
B,2145,4449.986029606342,0.20675971523950876,21,East,P4,2023-02-20 22:00:00
A,3324,1932.2912475633398,0.4718022821472595,22,South,P2,2023-08-26 02:00:00
B,2581,3780.7498648402625,0.16897855558954367,21,East,P3,2023-03-18 18:00:00
E,3500,3518.513379754371,0.3318529832807273,53,West,P1,2023-12-02 18:00:00
C,4461,4453.938433476462,0.32221002722508785,62,South,P3,2023-08-20 21:00:00
A,4365,1529.1517906041531,0.39584867386119804,33,North,P4,2023-07-07 00:00:00
B,4645,4910.359841380173,0.2996971630099099,42,North,P1,2023-12-08 16:00:00
A,3645,3330.514584161462,0.2089142642832537,31,West,P1,2023-10-17 14:00:00
A,3493,4981.896609387257,0.16775859985263142,28,East,P2,2023-03-22 07:00:00
C,3257,4646.058903463403,0.34832752140235673,46,South,P1,2023-12-12 21:00:00
E,4661,1886.069088452423,0.3875963027412933,51,South,P1,2023-07-25 09:00:00
A,3761,1224.6480396132524,0.3278085114728131,39,West,P2,2023-12-19 09:00:00
B,3349,2022.5563751814461,0.3953405108484779,31,East,P3,2023-08-17 20:00:00
D,2932,3110.2545959976796,0.15660848097998406,41,South,P4,2023-05-15 07:00:00
A,4294,1686.3854682607598,0.45298807797725427,56,West,P3,2023-09-13 07:00:00
A,2757,1669.838978071954,0.3329582033634012,43,South,P1,2023-07-31 07:00:00
C,3050,2850.3741884206124,0.15073757075703886,60,North,P4,2023-02-09 18:00:00
E,1989,1133.0718846774337,0.284770081682294,53,South,P3,2023-10-21 18:00:00
D,2541,1487.5523301290818,0.43791669514636455,56,South,P4,2023-03-07 14:00:00
B,2116,2663.44535763179,0.4590248773812641,33,South,P1,2023-10-05 20:00:00
D,3567,1252.519636831866,0.2058598019995046,55,East,P3,2023-10-23 15:00:00
B,4499,2587.020225822117,0.3845063298841812,49,East,P4,2023-11-18 16:00:00
E,1492,2896.0250637937806,0.13999409899351067,23,West,P4,2023-05-16 15:00:00
B,4306,2805.0664562924576,0.11341834856486313,51,East,P3,2023-02-14 02:00:00
C,1619,4476.699429612349,0.3241595815279771,25,South,P3,2023-03-23 13:00:00
C,4232,3120.2498202069296,0.3779310317312504,47,South,P1,2023-10-05 00:00:00
C,4792,2871.9218499121735,0.4183146924706008,44,East,P2,2023-07-26 00:00:00
C,4823,2642.8369815666647,0.2360864953821339,24,East,P4,2023-07-30 18:00:00
D,3378,4270.493513217945,0.1026101641715548,44,South,P3,2023-04-15 23:00:00
E,3380,4580.226415999332,0.2918076948445415,42,South,P3,2023-11-26 17:00:00
B,3097,4412.96987678847,0.1063414181494268,63,North,P3,2023-04-18 02:00:00
B,2546,3694.1863125255636,0.13679380426832,58,West,P4,2023-11-07 10:00:00
C,1862,1549.4469838746968,0.23067560901269935,32,East,P1,2023-06-11 23:00:00
C,2691,2107.479877968049,0.27486881982407085,42,West,P2,2023-11-17 23:00:00
A,4563,1184.2522547279098,0.21178777649185943,39,South,P4,2023-09-25 09:00:00
E,2605,4723.296299960457,0.33274610660188314,35,West,P1,2023-02-01 00:00:00
D,4752,3643.194118763641,0.12213991568723809,29,East,P4,2023-09-25 12:00:00
B,3319,3985.451537252966,0.1578318840958339,40,East,P4,2023-05-27 10:00:00
A,1579,2246.2869583289157,0.3781033603021734,62,West,P3,2023-05-03 02:00:00
A,2890,4382.614089109369,0.1568563414391671,56,East,P1,2023-08-19 17:00:00
B,2275,2038.413134833914,0.355910080628169,42,North,P3,2023-10-07 17:00:00
D,3607,1006.5750284497988,0.12187384830134623,27,South,P3,2023-01-08 07:00:00
A,3743,2505.659850082776,0.26295291164765616,47,South,P1,2023-01-24 13:00:00
A,2855,3283.0459238362937,0.17096378804847295,27,East,P3,2023-05-15 01:00:00
E,4770,2914.81943186209,0.1438545130140746,51,South,P3,2023-07-01 13:00:00
D,4161,4448.304570306388,0.326813113400491,63,North,P2,2023-09-06 21:00:00
A,3493,1421.6211438246678,0.4713343088022487,30,East,P1,2023-08-30 18:00:00
D,4064,3215.2937625349023,0.12191481916941954,46,North,P1,2023-10-21 02:00:00
B,2355,3051.9173992836295,0.2686216992872137,55,North,P3,2023-02-09 11:00:00
C,2162,2125.5719286886524,0.3830141750981775,58,South,P3,2023-05-20 19:00:00
A,1356,4288.912450308042,0.28507513267513085,62,South,P1,2023-08-07 19:00:00
E,2624,4011.394623528825,0.42259837844209813,26,West,P1,2023-05-13 23:00:00
B,3321,3931.436749327324,0.17185812634565267,30,North,P4,2023-09-01 15:00:00
D,4090,4504.769913078224,0.4838376820110962,54,South,P1,2023-10-07 20:00:00
B,3006,3891.1384024860845,0.2540650511090162,31,North,P4,2023-01-23 03:00:00
A,3358,1927.365166858906,0.23662785317771007,54,West,P3,2023-02-21 07:00:00
D,1869,3822.2508465987644,0.4498423178012664,26,North,P2,2023-03-12 17:00:00
C,1885,2230.8112535593755,0.3255468127567066,25,East,P2,2023-05-21 10:00:00
B,3001,1968.6986013898822,0.30657773676112865,56,West,P4,2023-03-06 09:00:00
A,3201,1292.0143715985093,0.39079116781137235,57,West,P3,2023-03-01 21:00:00
E,2413,3976.1143213907067,0.33193369531243616,20,North,P3,2023-12-23 18:00:00
D,2283,3844.003847799245,0.16500625790284612,64,North,P3,2023-07-07 16:00:00
B,1619,1937.997910696375,0.36967904914597194,57,South,P1,2023-08-18 06:00:00
B,1882,3997.5160668966237,0.1533875517128514,50,East,P3,2023-11-14 00:00:00
C,1796,4671.363532374213,0.4223430821336248,49,West,P1,2023-09-07 21:00:00
C,4642,1432.115829966317,0.4958946390849084,24,West,P4,2023-08-20 22:00:00
E,3172,1930.5465535470998,0.25095504998991053,36,West,P2,2023-11-21 10:00:00
E,4425,4001.043176349262,0.27790235928080503,51,South,P4,2023-06-23 14:00:00
A,2296,2098.0266940283127,0.11857346219312492,31,East,P3,2023-06-17 06:00:00
A,1618,3498.6558971348672,0.10549327523303131,64,West,P3,2023-04-05 00:00:00
E,2834,1324.656897854858,0.4685677339505311,63,West,P4,2023-07-01 10:00:00
E,1244,2808.809916414155,0.15144962417567684,36,South,P1,2023-05-18 22:00:00
D,3895,3956.3656879718123,0.27831149902378816,43,North,P1,2023-11-05 07:00:00
C,3497,3746.05577217301,0.42614184954222456,34,West,P1,2023-02-08 19:00:00
A,1929,4260.288402703227,0.4557275039713279,45,East,P2,2023-04-08 01:00:00
C,2270,4509.808506412675,0.3077590741133871,36,East,P2,2023-01-17 09:00:00
C,1519,4092.734005035033,0.32601300999037996,44,East,P3,2023-04-13 17:00:00
E,4212,3686.350971755704,0.367873588985309,36,East,P4,2023-05-17 13:00:00
D,3409,1126.8899672641246,0.48455298805748614,50,South,P4,2023-08-15 06:00:00
B,1007,3139.8666936377763,0.34106798437780206,24,West,P3,2023-10-19 18:00:00
D,3525,1150.7908996594113,0.3237901037825385,46,South,P1,2023-09-07 12:00:00
D,4423,4232.27126846409,0.10581365410639627,60,East,P2,2023-11-09 21:00:00
C,3019,2282.8980978398304,0.13237988080894245,22,East,P4,2023-09-05 04:00:00
D,1494,3249.7174964716837,0.3308686506495985,47,East,P3,2023-04-26 21:00:00
A,2629,2117.7812292756107,0.47449615512288135,60,South,P1,2023-03-10 07:00:00
C,3880,4130.000577521174,0.44667653935975804,25,East,P1,2023-04-05 18:00:00
A,4498,4546.01010656761,0.49303156919688185,59,West,P2,2023-04-14 08:00:00
B,2062,2594.569976852256,0.31113361502450965,29,East,P2,2023-10-11 07:00:00
C,3640,4451.689574043956,0.41517237537510676,59,West,P3,2023-12-23 03:00:00
B,1186,2068.3000298253296,0.43616013259573616,30,West,P3,2023-07-14 18:00:00
C,4667,3138.643692302095,0.3592126629323448,43,East,P1,2023-05-27 18:00:00
E,4671,4435.045719354815,0.2354999616858029,35,South,P1,2023-09-12 08:00:00
D,3801,2303.5253704631614,0.2879913738631178,59,North,P4,2023-08-31 11:00:00
E,2877,4816.1690603123425,0.4431668288974271,37,North,P1,2023-01-07 19:00:00
B,3140,1487.5180071255345,0.2194191703928656,33,West,P3,2023-10-16 10:00:00
D,1085,1073.100278894025,0.4694972525066594,54,South,P2,2023-05-21 21:00:00
C,4115,4616.541410312762,0.19192253656906605,20,North,P3,2023-03-28 00:00:00
D,1136,1274.594664591489,0.39980656606271225,44,East,P4,2023-10-02 13:00:00
A,3468,4967.556783789967,0.3522236937382953,32,East,P4,2023-11-07 07:00:00
D,3121,4805.587447916425,0.39983977644830493,51,West,P2,2023-06-16 00:00:00
A,4619,1548.0836401452825,0.2749390289730379,62,South,P3,2023-06-11 23:00:00
D,2636,3150.3385027702634,0.47305642502159384,39,South,P4,2023-01-15 03:00:00
A,4583,1739.6811898685773,0.352988880964591,57,North,P3,2023-07-20 21:00:00
B,4227,2712.6206921204794,0.21531832182170252,40,North,P4,2023-06-07 13:00:00
E,4326,1245.7005170393306,0.3553820282608575,21,East,P2,2023-05-30 14:00:00
C,3218,1895.6983511863582,0.21472629888281247,58,West,P4,2023-08-02 18:00:00
D,2751,2453.0911855955983,0.2174529567039497,40,South,P3,2023-11-17 11:00:00
E,3217,2754.590000984219,0.2598394046483472,64,North,P3,2023-11-01 19:00:00
C,2787,4909.985032835573,0.44097216702764763,26,North,P4,2023-11-19 05:00:00
C,1871,4231.462582735925,0.3001191497575968,41,West,P1,2023-07-30 09:00:00
A,3369,3949.639777247785,0.371560336892083,38,West,P2,2023-07-16 00:00:00
B,4638,3148.165258967897,0.25678709610978523,58,East,P2,2023-01-27 14:00:00
B,3503,4359.991042417374,0.2054421759227526,63,West,P4,2023-11-18 05:00:00
E,1943,2357.2913426228442,0.4818560642864925,33,East,P4,2023-08-03 07:00:00
B,2626,3835.5964510932645,0.34143249884922505,42,East,P1,2023-02-21 00:00:00
D,3837,4975.135901512688,0.4735805354330873,43,West,P2,2023-06-26 21:00:00
B,3660,2258.515635740795,0.18136520087932603,62,West,P1,2023-08-14 23:00:00
E,4226,3696.070139535869,0.15875766556517312,26,West,P2,2023-10-03 07:00:00
B,3936,4377.25945660953,0.4423291628495615,32,West,P4,2023-11-05 15:00:00
D,1348,4663.230333402689,0.37236688504690063,56,West,P2,2023-12-03 09:00:00
A,4522,3871.730763760407,0.17463139970145652,50,East,P2,2023-12-06 16:00:00
E,4947,2134.431693668545,0.20774388026541513,18,North,P2,2023-08-29 08:00:00
A,2676,2305.128606275786,0.42026557661012454,22,South,P1,2023-04-09 22:00:00
A,2196,1083.0321284958568,0.28154744799837444,26,South,P1,2023-06-20 10:00:00
A,1009,4043.5439106860385,0.36821620260243637,61,East,P2,2023-02-12 07:00:00
C,3787,1170.9584242478054,0.22734080885440436,23,East,P3,2023-01-14 23:00:00
C,4336,4458.6094184109825,0.2524919811099507,45,North,P1,2023-01-04 08:00:00
A,2461,1474.642457898155,0.4962850234492421,62,West,P4,2023-03-30 22:00:00
E,4831,1687.506048543697,0.19904683486988742,43,East,P4,2023-01-11 17:00:00
D,4318,2906.105883328949,0.3025825508146056,45,South,P2,2023-01-08 16:00:00
D,1666,3951.5216606749696,0.4377609372762129,57,West,P4,2023-10-13 01:00:00
B,3593,1556.0088207963108,0.1956892854663432,32,East,P1,2023-01-06 02:00:00
E,2522,2760.284300265994,0.2660855026737323,23,West,P3,2023-12-02 16:00:00
C,3176,2931.405097640419,0.34603651494799537,44,South,P3,2023-10-30 15:00:00
A,4743,1849.1425666743653,0.29247526059004103,55,West,P3,2023-07-15 20:00:00
B,1600,1462.233506722527,0.28380090662812696,21,East,P4,2023-10-05 10:00:00
D,3652,4345.683691942559,0.24500389252884947,28,East,P2,2023-05-27 10:00:00
C,1326,3009.862599051062,0.33465853110997,38,South,P4,2023-08-23 17:00:00
C,4824,1057.5249439366119,0.3497490791694441,47,North,P2,2023-09-11 05:00:00
A,4906,4211.925205236415,0.3613158163605451,35,North,P3,2023-02-28 02:00:00
D,1979,4923.175221658339,0.12814724316241174,52,West,P1,2023-04-09 00:00:00
E,3451,3423.7047816569893,0.3524136702848196,20,East,P4,2023-09-06 09:00:00
C,1628,3014.833548336283,0.48129487151249317,29,East,P1,2023-06-14 08:00:00
A,2629,4513.663452179846,0.31639449421123345,44,South,P3,2023-09-24 21:00:00
E,4746,4810.067158738395,0.38610683300369775,47,South,P2,2023-01-21 10:00:00
D,4682,4018.1476636098423,0.32269292310368713,38,East,P1,2023-02-13 22:00:00
C,4696,2781.8117189371515,0.44189624743679146,55,South,P4,2023-01-30 05:00:00
E,4430,3368.885597325762,0.47183323783902764,38,North,P1,2023-05-03 06:00:00
E,4674,3803.741460071997,0.17368795971854373,55,North,P1,2023-08-13 11:00:00
E,4929,1777.0942840072057,0.27474401462285064,57,West,P4,2023-09-09 13:00:00
C,3765,2788.8041288657523,0.2569528403730885,32,South,P2,2023-07-15 15:00:00
C,4088,4319.28505886914,0.26208604931971147,35,West,P4,2023-12-11 15:00:00
B,1273,3618.9013939937718,0.15020967249115036,46,South,P3,2023-01-18 08:00:00
D,1684,2644.8162688474167,0.42544629039228776,55,South,P2,2023-08-20 22:00:00
A,1115,3653.4501360587255,0.1143064972059741,38,North,P1,2023-08-04 13:00:00
E,1860,1472.8896482898394,0.31129064309086274,34,East,P4,2023-09-07 23:00:00
B,3003,2605.9904422595055,0.3647513552178765,58,South,P3,2023-06-11 02:00:00
A,1692,4172.514151852225,0.1829877752235509,35,South,P4,2023-03-25 10:00:00
B,4162,1882.0351485465922,0.4623400768395183,54,South,P2,2023-01-10 23:00:00
C,2105,1743.8460302296708,0.4354196828099173,55,East,P3,2023-03-23 00:00:00
E,3371,4803.274639665726,0.28843349179357014,29,West,P1,2023-10-01 09:00:00
A,4008,1839.5905183449227,0.2644595729360555,28,West,P2,2023-09-02 11:00:00
A,3161,2043.6743186006722,0.19462717008444003,37,South,P3,2023-05-14 02:00:00
A,2792,4878.463755617351,0.39199728985798543,26,South,P2,2023-11-19 05:00:00
A,4129,3938.8342810601025,0.15269751985278568,18,West,P1,2023-09-22 23:00:00
A,1153,3798.386132094113,0.37209510153751324,20,West,P3,2023-11-13 03:00:00
B,2900,4411.705535418325,0.43698279444736543,38,North,P4,2023-07-20 04:00:00
E,2427,1463.292328947177,0.1913886303668095,40,South,P4,2023-02-26 09:00:00
C,4699,3823.8249463200286,0.44657096115950246,26,West,P1,2023-05-01 00:00:00
C,4926,3014.754437312956,0.11332927977580338,36,North,P3,2023-01-29 07:00:00
C,2289,4316.602561136559,0.4651149541546101,62,East,P1,2023-12-28 14:00:00
C,1314,3032.566874660777,0.1473448911405192,63,South,P1,2023-05-31 20:00:00
B,4786,3480.9654170756485,0.3583036711752131,36,West,P2,2023-06-29 18:00:00
D,2064,2910.9685055981436,0.20003298756557675,40,South,P4,2023-10-14 00:00:00
E,1104,2912.6356942233765,0.4346209564678455,44,North,P1,2023-03-03 20:00:00
A,2924,4071.879912247326,0.30492014436618664,44,West,P2,2023-01-29 18:00:00
D,2913,3514.265602589133,0.15409647649860056,56,East,P1,2023-12-03 19:00:00
C,2216,3533.0528064376417,0.3283966285303914,53,East,P1,2023-09-13 05:00:00
D,2424,2801.129935326103,0.26315304407879325,29,North,P1,2023-10-05 20:00:00
E,4349,3124.4379853501105,0.3645791266452405,44,East,P4,2023-04-08 19:00:00
A,3401,3982.870664819149,0.45276131390538377,63,East,P3,2023-06-04 12:00:00
A,4063,4303.763676447673,0.2637556524733674,51,East,P4,2023-09-23 16:00:00
E,2772,3786.2456085761846,0.21595227181354387,50,East,P2,2023-11-27 10:00:00
E,2960,4696.291955382732,0.10580603781104353,45,East,P3,2023-01-27 13:00:00
C,3780,4281.2963525888035,0.32993561514395,48,East,P2,2023-09-02 10:00:00
A,2603,3247.455159238074,0.26090990697257344,49,East,P1,2023-10-11 01:00:00
D,1708,3685.6242905749473,0.2498596876059315,37,West,P3,2023-05-06 08:00:00
B,4327,4705.233107684784,0.17317412851368502,57,East,P2,2023-10-28 16:00:00
B,1650,3476.6721769722335,0.27202213807650977,52,West,P1,2023-11-04 04:00:00
E,3871,4299.227791919322,0.49377678143334736,48,South,P2,2023-08-22 08:00:00
C,1946,3755.2420143599484,0.21910166146889776,48,North,P2,2023-02-28 07:00:00
B,1660,3207.745444241866,0.3398817653632401,55,East,P4,2023-11-30 11:00:00
A,3146,1967.3527816614123,0.41059475252626676,39,North,P1,2023-03-04 17:00:00
E,3635,2703.9900778737124,0.39966312927061265,62,East,P4,2023-09-01 10:00:00
D,3329,4870.971299334862,0.23150971499703632,58,West,P3,2023-12-18 17:00:00
E,4954,3631.0615330904,0.34434403340674014,26,East,P1,2023-08-10 16:00:00
D,3450,3257.5815213559586,0.44850587410806286,26,South,P4,2023-12-30 15:00:00
E,2132,4731.826502112909,0.10617897109323118,32,North,P4,2023-09-26 11:00:00
E,1699,3346.047124149795,0.2742937427373231,30,North,P3,2023-05-28 21:00:00
E,3246,3104.330073669612,0.18970936729676213,39,South,P2,2023-10-17 16:00:00
D,4374,4037.243420600821,0.2554529161595356,33,West,P2,2023-12-27 09:00:00
D,3038,3850.662475946178,0.2663958431900967,49,West,P2,2023-04-25 02:00:00
E,3374,1772.640033633731,0.3986683859146548,19,South,P3,2023-05-21 09:00:00
B,3201,2885.233098296485,0.13752874895817727,43,North,P4,2023-06-22 07:00:00
C,1551,2890.061771278341,0.3050335612530042,31,East,P1,2023-11-29 15:00:00
C,4716,2512.898060973379,0.32567791671949814,55,West,P3,2023-05-23 03:00:00
C,1404,3069.1739286090124,0.29766304142072175,51,East,P2,2023-08-23 19:00:00
D,1461,2652.4295909085768,0.3927493012250881,25,North,P2,2023-06-19 13:00:00
D,3179,1797.3819578847324,0.2535165023627389,53,East,P1,2023-09-18 11:00:00
B,3838,2649.465949098724,0.47798682545603044,38,South,P3,2023-05-13 17:00:00
C,1873,1289.1077902927063,0.29272137701557654,63,West,P2,2023-05-15 22:00:00
C,1083,3303.1434510976464,0.32848556384591904,60,West,P3,2023-12-19 04:00:00
E,2422,4414.618195764448,0.4302123293386998,45,South,P4,2023-08-28 01:00:00
D,3801,3901.1483374182208,0.210094442372449,63,South,P3,2023-04-18 05:00:00
C,3675,2441.576160216445,0.130080811505121,61,West,P4,2023-10-13 13:00:00
B,4180,1348.2848223092328,0.383113591344993,23,West,P1,2023-01-06 05:00:00
B,1220,1808.5975969010829,0.29320474221935144,37,West,P4,2023-02-24 10:00:00
C,4975,3181.9613619793427,0.45860170038359793,48,North,P4,2023-03-29 13:00:00
D,3600,1828.2283335321313,0.4930720194889736,50,North,P1,2023-01-06 15:00:00
B,2391,3175.8924451398702,0.2596437402298917,61,North,P2,2023-11-01 15:00:00
E,4218,1926.3960990555956,0.26617560650386435,24,East,P1,2023-03-02 19:00:00
B,1111,4395.695477904292,0.26318504088229056,25,North,P3,2023-06-26 07:00:00
A,1614,2589.0858913618385,0.22982164389237048,26,West,P1,2023-11-16 00:00:00
A,2581,1982.2025037779642,0.412674839106559,19,North,P3,2023-02-03 20:00:00
D,3971,4249.304720988246,0.4035983049962911,34,West,P2,2023-11-26 04:00:00
C,4565,2371.3558592218033,0.29145794822021,62,South,P3,2023-11-12 08:00:00
D,4576,1445.9507513551277,0.11786448655155951,54,East,P1,2023-02-06 06:00:00
D,1474,3281.6379656145664,0.22382372060522937,59,East,P1,2023-01-28 20:00:00
D,3883,3326.2568177519547,0.21692121862193503,61,South,P2,2023-02-23 21:00:00
D,2913,3858.7827009429366,0.4244348984801034,34,West,P1,2023-12-19 12:00:00
E,1270,1960.8777328335423,0.1350302293664699,55,East,P2,2023-12-28 09:00:00
E,3468,2775.0853563689807,0.4222701516170817,52,North,P2,2023-05-22 06:00:00
B,2920,2129.471676170625,0.36767346087965724,64,West,P1,2023-12-12 14:00:00
A,3754,1323.8149444627525,0.3929765836521797,56,East,P4,2023-08-20 05:00:00
D,2390,4506.455308063567,0.2728852750340094,47,South,P3,2023-07-23 15:00:00
B,4351,3915.4792179533647,0.3718903184007033,23,West,P4,2023-06-30 14:00:00
A,4354,2205.8522378352027,0.3436115778827663,21,East,P2,2023-08-25 20:00:00
C,1039,3397.491971487945,0.4075920780914518,54,South,P3,2023-10-09 06:00:00
E,2982,1805.0551525378896,0.27870793378730085,52,West,P4,2023-04-04 03:00:00
A,3236,4560.946487183084,0.289130249958521,26,North,P1,2023-07-27 15:00:00
C,4235,1459.6253734476413,0.3574304890959281,23,West,P4,2023-11-20 00:00:00
A,1993,1015.3485820312036,0.14323099746655532,30,North,P3,2023-07-29 03:00:00
E,3012,3008.0327909567286,0.27449777934572694,39,West,P3,2023-12-02 01:00:00
E,4607,3332.511293811477,0.4887803381039223,45,South,P3,2023-04-18 09:00:00
B,3583,3315.8612811832177,0.11502092802401825,47,North,P3,2023-01-29 03:00:00
D,4075,1218.047709751305,0.22640188914655754,53,North,P4,2023-04-12 15:00:00
A,4906,2256.1752276737298,0.2256439276357483,19,West,P1,2023-08-21 19:00:00
A,1289,2996.795787365327,0.353385647694309,53,East,P1,2023-09-05 17:00:00
C,3480,1866.3167425089637,0.14232014376965596,25,North,P3,2023-07-18 15:00:00
E,3518,4490.503541943585,0.35141761235154445,62,West,P1,2023-10-19 20:00:00
A,4252,1348.4371578457362,0.13801609626064779,59,South,P4,2023-11-19 00:00:00
E,4319,2949.5377666881714,0.1379814589673324,26,West,P1,2023-10-03 09:00:00
A,3675,3765.664230052608,0.39127334287539295,18,West,P2,2023-07-25 14:00:00
B,1278,2047.0044005379298,0.22965406953311854,30,North,P1,2023-06-02 00:00:00
D,3924,3496.9629479900727,0.4909691790854992,32,East,P3,2023-10-25 03:00:00
A,1580,4317.540600569499,0.11494117457422198,49,South,P1,2023-02-24 16:00:00
E,1862,1761.3479003801901,0.2780426654871977,51,North,P1,2023-06-20 19:00:00
B,1253,4668.882367299451,0.14525437506960948,60,North,P1,2023-03-10 22:00:00
A,1180,3214.234130649432,0.24055158670324348,48,North,P1,2023-09-08 18:00:00
C,4901,2196.928017204242,0.49928898024362023,31,South,P2,2023-02-23 13:00:00
D,1680,2723.4331015290827,0.4555370046954127,64,East,P4,2023-11-24 04:00:00
A,1824,2248.767535145552,0.11932976354215877,31,South,P3,2023-12-30 14:00:00
B,4580,3900.4446397332645,0.3253023375302734,46,South,P3,2023-10-21 14:00:00
C,4832,4185.202653660528,0.3591289219297743,64,East,P1,2023-08-04 20:00:00
B,1699,4331.749569274644,0.1838138495800503,36,South,P4,2023-02-27 11:00:00
B,3613,4943.072998342965,0.15804222935858012,44,West,P1,2023-01-27 21:00:00
